object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
1065,699933,2020/06/24 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/06/25 03:59:59+00,7,FIELD
1066,701367,2020/07/03 03:59:59+00,GALAXIE,732 E MARKET ST,40202.0,2020/07/03 03:59:59+00,7,FIELD
1067,700352,2020/06/30 03:59:59+00,MARTIN FOX AND ASSOCIATES,4001 KRESGE WAY STE 320,40204.0,2020/07/06 03:59:59+00,7,FIELD
1068,696129,2020/04/21 03:59:59+00,MEIJER #164,4100 TOWNE CENTER DR,40241.0,2020/04/22 03:59:59+00,7,FIELD
1069,699939,2020/06/24 03:59:59+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2020/06/24 03:59:59+00,7,FIELD
1070,701732,2020/07/19 03:59:59+00,CITY BARBEQUE & CATERING,9429 VIKING CENTER DR,40222.0,2020/07/21 03:59:59+00,7,FIELD
1071,700469,2020/07/01 03:59:59+00,PRICELESS FOODS,7813 BEULAH CHURCH RD,40228.0,2020/06/26 03:59:59+00,7,FIELD
1072,701018,2020/07/11 03:59:59+00,STOOGES,7123 GRADE LN,40213.0,2020/07/29 03:59:59+00,7,FIELD
1073,701026,2020/07/11 03:59:59+00,THORNTONS #49,11710 DIXIE HWY,40272.0,2020/07/16 03:59:59+00,7,FIELD
1074,701323,2020/07/15 03:59:59+00,NOUVELLE,214 S CLAY ST,40202.0,2020/07/03 03:59:59+00,7,FIELD
1075,701333,2020/07/15 03:59:59+00,KROGER L-400,4009 POPLAR LEVEL RD,40213.0,2020/07/16 03:59:59+00,7,FIELD
1076,701428,2020/07/16 03:59:59+00,AUTO ZONE,6231 PRESTON HWY,40219.0,2020/08/26 03:59:59+00,7,FIELD
1077,701496,2020/07/16 03:59:59+00,CIRCLE K #4703363,12415 TAYLORSVILLE RD,40299.0,2020/07/17 03:59:59+00,7,FIELD
1078,701800,2020/07/20 03:59:59+00,BURGER KING #885,4030 SHELBYVILLE RD,40207.0,2020/07/22 03:59:59+00,7,FIELD
1079,701801,2020/07/20 03:59:59+00,CIRCLE K #4703245,5001 PRESTON HWY,40213.0,2020/07/24 03:59:59+00,7,FIELD
1080,701848,2020/07/22 03:59:59+00,ST VINCENT DEPAUL THRIFT STORE,10280 SHELBYVILLE RD,40223.0,2020/09/01 03:59:59+00,7,FIELD
1081,701855,2020/07/22 03:59:59+00,KROGER L-376,4501 OUTER LOOP,40219.0,2020/07/22 03:59:59+00,7,FIELD
1082,701916,2020/07/22 03:59:59+00,GARDINER LANE POST OFFICE,1420 GARDINER LANE,40231.0,2020/08/20 03:59:59+00,7,FIELD
1083,693622,2020/03/25 03:59:59+00,CONSTRUCTION CREW,928 E BROADWAY,40204.0,2020/03/26 03:59:59+00,7,FIELD
1084,702365,2020/07/28 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/07/28 03:59:59+00,7,FIELD
1085,693779,2020/03/25 03:59:59+00,EMW WOMEN' SURGICAL CENTER,136 W MARKET ST,40202.0,2020/03/26 03:59:59+00,7,FIELD
1086,694741,2020/04/06 03:59:59+00,PRESBYTERIAN CHURCH,1340 BERRY BLVD,40215.0,2020/04/10 03:59:59+00,7,FIELD
1087,694951,2020/04/06 03:59:59+00,RESIDENT,227 STEEDLY DR,40214.0,2020/04/06 03:59:59+00,7,FIELD
1088,695488,2020/04/14 03:59:59+00,SALVATION ARMY,911 S BROOK ST,40203.0,2020/04/14 03:59:59+00,7,FIELD
1089,695650,2020/04/15 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/04/17 03:59:59+00,7,FIELD
1090,695655,2020/04/15 03:59:59+00,UPS,911 GRADE LN,40213.0,2020/04/22 03:59:59+00,7,FIELD
1091,695738,2020/04/16 03:59:59+00,GRAND STATION OFFICE CONDO,8135 NEW LA GRANGE RD,40222.0,2020/04/20 03:59:59+00,7,FIELD
1092,695785,2020/04/16 03:59:59+00,BRAKEAWAY,5206 DIXIE HWY,40216.0,2020/04/20 03:59:59+00,7,FIELD
