object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
1483.0,697021.0,2020/05/04 03:59:59+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/05/09 03:59:59+00,7,FIELD
1484.0,697079.0,2020/04/30 03:59:59+00,HOMELESS KIDS,2027 LYTLE ST,40203.0,2020/05/01 03:59:59+00,7,FIELD
1485.0,697085.0,2020/05/05 03:59:59+00,MARYHURST SCHOOL,1015 DORSEY LN,40223.0,2020/05/06 03:59:59+00,7,FIELD
1486.0,697113.0,2020/04/24 03:59:59+00,RESIDENCE,3603 WINTERLEAF DR,40207.0,2020/05/05 03:59:59+00,7,FIELD
1487.0,697137.0,2020/05/05 03:59:59+00,SUBSTANCE USE DISORDER TREATMENT FAC,1700 CARGO CT,40299.0,2020/05/13 03:59:59+00,7,FIELD
1488.0,697207.0,2020/05/04 03:59:59+00,RESIDENCE,8103 CEDAR BROOK DR,40219.0,2020/05/06 03:59:59+00,7,FIELD
1489.0,697274.0,2020/05/06 03:59:59+00,PIZZA HUT #013427,6800 OUTER LOOP,40228.0,2020/05/07 03:59:59+00,7,FIELD
1490.0,697451.0,2020/05/11 03:59:59+00,SCULPT6,4167 WESTPORT RD,40207.0,2020/05/12 03:59:59+00,7,FIELD
1491.0,697514.0,2020/05/06 03:59:59+00,VENDOR,1101 RIVER RD,40206.0,2020/05/11 03:59:59+00,7,FIELD
1492.0,697677.0,2020/05/13 03:59:59+00,IROQUOIS POST OFFICE,4772 ALLMOND AVENUE,40209.0,2020/05/18 03:59:59+00,7,FIELD
1493.0,697889.0,2020/05/18 03:59:59+00,UNION 15,816 KENWOOD DR,40214.0,2020/05/19 03:59:59+00,7,FIELD
1494.0,697916.0,2020/05/18 03:59:59+00,STAR FOOD MART,11701 WESTPORT RD,40245.0,2020/05/19 03:59:59+00,7,FIELD
1495.0,697917.0,2020/05/18 03:59:59+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/05/19 03:59:59+00,7,FIELD
1496.0,697927.0,2020/05/18 03:59:59+00,QUALITY INN & SUITES,311 E. GAULBERT AVENUE,40208.0,2020/05/26 03:59:59+00,7,FIELD
1497.0,698341.0,2020/05/26 03:59:59+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/05/27 03:59:59+00,7,FIELD
1498.0,698357.0,2020/05/26 03:59:59+00,SAM'S CLUB #8276,6622 PRESTON HWY,40219.0,2020/06/03 03:59:59+00,7,FIELD
1499.0,698563.0,2020/05/29 03:59:59+00,DAIRY QUEEN,5516 NATIONAL TURNPIKE,40214.0,2020/06/22 03:59:59+00,7,FIELD
1500.0,698655.0,2020/06/01 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/06/03 03:59:59+00,7,FIELD
1501.0,698657.0,2020/06/01 03:59:59+00,WENDYS,8596 DIXIE HWY,40258.0,2020/06/03 03:59:59+00,7,FIELD
1502.0,698733.0,2020/06/01 03:59:59+00,CIRCLE K #4703232,13401 DIXIE HWY,40272.0,2020/06/03 03:59:59+00,7,FIELD
1503.0,698774.0,2020/06/02 03:59:59+00,PIC PAC,6629 SOUTHSIDE DR,40214.0,2020/06/04 03:59:59+00,7,FIELD
1504.0,698798.0,2020/06/03 03:59:59+00,TACO LUCHADOR,938 BAXTER AVE,40204.0,2020/06/04 03:59:59+00,7,FIELD
1505.0,698848.0,2020/05/21 03:59:59+00,RESIDENCE,723 BROOKLINE AVE,40214.0,2020/05/22 03:59:59+00,7,FIELD
1506.0,698961.0,2020/06/08 03:59:59+00,DOLLAR TREE #1354,3923 S 7TH ST,40216.0,2020/06/09 03:59:59+00,7,FIELD
1507.0,699215.0,2020/06/12 03:59:59+00,A & J GENTLY USED APPLICANCE STORE,7300 ST ANDREWS CHURCH RD,40214.0,2020/06/24 03:59:59+00,7,FIELD
1508.0,699380.0,2020/06/16 03:59:59+00,ANYTIME FITNESS MALL,3622 MALL RD,40218.0,2020/06/16 03:59:59+00,7,FIELD
1509.0,699409.0,2020/06/16 03:59:59+00,MESSES,434 S 10TH ST,40203.0,2020/06/19 03:59:59+00,7,FIELD
1510.0,699623.0,2020/06/19 03:59:59+00,JCPENNEY'S,5000 SHELBYVILLE RD,40207.0,2020/07/08 03:59:59+00,7,FIELD
1511.0,699936.0,2020/06/24 03:59:59+00,MEIJER #162,9905 DIXIE HWY,40272.0,2020/06/25 03:59:59+00,7,FIELD
1512.0,700336.0,2020/06/29 03:59:59+00,WENDYS,4312 CANE RUN RD,40216.0,2020/06/30 03:59:59+00,7,FIELD
1513.0,700460.0,2020/07/01 03:59:59+00,WINNER FURNITURE,2350 DIXIE HWY,40216.0,2020/07/27 03:59:59+00,7,FIELD
1514.0,700474.0,2020/07/02 03:59:59+00,OUTBACK STEAKHOUSE #1813,6520 SIGNATURE DR,40213.0,2020/07/08 03:59:59+00,7,FIELD
1515.0,700770.0,2020/07/04 03:59:59+00,CRACKER BARREL #650,11000 DIXIE HWY,40272.0,2020/07/04 03:59:59+00,7,FIELD
1516.0,701013.0,2020/07/11 03:59:59+00,KROGER L-292,7509 TERRY RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
1517.0,701065.0,2020/07/11 03:59:59+00,DRIVERS LICENSE BRANCH,4917 DIXIE HWY,40216.0,2020/07/20 03:59:59+00,7,FIELD
1518.0,701067.0,2020/07/11 03:59:59+00,KENTUCKY KINGDOM,937 PHILLIPS LANE,40209.0,2020/07/16 03:59:59+00,7,FIELD
1519.0,701073.0,2020/07/13 03:59:59+00,KFC Y052-023,1911 W BROADWAY,40203.0,2020/07/15 03:59:59+00,7,FIELD
1520.0,697945.0,2020/05/19 03:59:59+00,LOWE'S,2100 BASHFORD MANOR LN,40218.0,2020/05/18 03:59:59+00,7,FIELD
1521.0,701990.0,2020/07/22 03:59:59+00,THORNTONS #49,11710 DIXIE HWY,40272.0,2020/07/28 03:59:59+00,7,FIELD
1522.0,698013.0,2020/05/20 03:59:59+00,RENTAL HOME,1811 BARDSTOWN RD,40205.0,2020/05/21 03:59:59+00,7,FIELD
1523.0,698075.0,2020/05/20 03:59:59+00,DOLLAR GENERAL #2571,8641 PRESTON HWY,40219.0,2020/05/21 03:59:59+00,7,FIELD
1524.0,702144.0,2020/07/24 03:59:59+00,PONDEROSA,11470 PRESTON HWY,40229.0,2020/08/21 03:59:59+00,7,FIELD
1525.0,698174.0,2020/05/21 03:59:59+00,WALMART #6931,4840 OUTER LOOP,40219.0,2020/05/27 03:59:59+00,7,FIELD
1526.0,702492.0,2020/07/28 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL ROAD,40213.0,2020/07/30 03:59:59+00,7,FIELD
1527.0,698354.0,2020/05/26 03:59:59+00,MCDONALD'S #6834,8220 PRESTON HWY,40219.0,2020/06/02 03:59:59+00,7,FIELD
1528.0,702495.0,2020/07/28 03:59:59+00,K-1 LIQUORS,10525 WATTERSON TRAIL,40299.0,2020/08/05 03:59:59+00,7,FIELD
1529.0,698472.0,2020/05/28 03:59:59+00,CIRCLE K #4703311,2911 BARDSTOWN RD,40205.0,2020/06/02 03:59:59+00,7,FIELD
1530.0,702611.0,2020/07/30 03:59:59+00,HITCHING POST INN,7314 FEGENBUSH LN,40228.0,2020/08/17 03:59:59+00,7,FIELD
1531.0,698732.0,2020/06/01 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/06/02 03:59:59+00,7,FIELD
1532.0,702717.0,2020/07/31 03:59:59+00,SUNSHINE BINGO,5712 OUTER LOOP,40219.0,2020/08/26 03:59:59+00,7,FIELD
1533.0,698734.0,2020/06/01 03:59:59+00,PRP'S ICE CREAM CORNER,5115 GREENWOOD RD,40258.0,2020/06/03 03:59:59+00,7,FIELD
1534.0,702719.0,2020/07/31 03:59:59+00,GE BLDG #3 & BLDG #5,4000 BUECHEL BANK RD UNIT 3,40218.0,2020/08/05 03:59:59+00,7,FIELD
1535.0,699088.0,2020/06/10 03:59:59+00,DERBY CITY,4520 POPLAR LEVEL RD,40213.0,2020/06/17 03:59:59+00,7,FIELD
1536.0,702788.0,2020/08/03 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/04 03:59:59+00,7,FIELD
1537.0,699253.0,2020/06/14 03:59:59+00,FAMILY DOLLAR #22117,5312 S 3RD ST,40215.0,2020/06/16 03:59:59+00,7,FIELD
1538.0,693348.0,2020/03/24 03:59:59+00,GE APPLIANCES,4000 BUECHEL BANK RD UNIT 1,40218.0,2020/03/27 03:59:59+00,7,FIELD
1539.0,699543.0,2020/06/17 03:59:59+00,THORNTONS #102,3909 TAYLORSVILLE RD,40299.0,2020/06/23 03:59:59+00,7,FIELD
1540.0,693627.0,2020/03/25 03:59:59+00,LIBRARY,301 YORK ST,40203.0,2020/03/26 03:59:59+00,7,FIELD
1541.0,699927.0,2020/06/24 03:59:59+00,SUBWAY,10500 DIXIE HWY,40272.0,2020/06/25 03:59:59+00,7,FIELD
1542.0,694527.0,2020/04/03 03:59:59+00,BARBER SHOP,806 E BROADWAY,40204.0,2020/04/03 03:59:59+00,7,FIELD
1543.0,700288.0,2020/06/29 03:59:59+00,STOOGES,7123 GRADE LN,40213.0,2020/06/30 03:59:59+00,7,FIELD
1544.0,694844.0,2020/04/06 03:59:59+00,BROAD RUN AND TURKEY RUN PARKS,11551 BARDSTOWN RD,40291.0,2020/04/08 03:59:59+00,7,FIELD
1545.0,700373.0,2020/06/30 03:59:59+00,BURGER GIRL DINER,3334 FRANKFORT AVE,40206.0,2020/07/06 03:59:59+00,7,FIELD
1546.0,694853.0,2020/04/07 03:59:59+00,RESIDENT,4203 GARVEY CT,40216.0,2020/04/10 03:59:59+00,7,FIELD
1547.0,700758.0,2020/07/08 03:59:59+00,SUBWAY,3935 S 7TH ST,40216.0,2020/07/09 03:59:59+00,7,FIELD
1548.0,694954.0,2020/04/03 03:59:59+00,RESIDENT,4213 W MARKET ST,40212.0,2020/04/06 03:59:59+00,7,FIELD
1549.0,700768.0,2020/07/04 03:59:59+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2020/07/04 03:59:59+00,7,FIELD
1550.0,695101.0,2020/04/08 03:59:59+00,ROSENBURG REEYS MEDICAL,32g0 W. WOODLAWN AVENUE,40289.0,2020/04/14 03:59:59+00,7,FIELD
1551.0,701008.0,2020/07/13 03:59:59+00,HOME DEPOT,6840 DIXIE HWY,40258.0,2020/08/10 03:59:59+00,7,FIELD
1552.0,695217.0,2020/04/09 03:59:59+00,JIM DANDY FOOD MART,4902 POPLAR LEVEL RD,40219.0,2020/06/23 03:59:59+00,7,FIELD
1553.0,701083.0,2020/07/13 03:59:59+00,KROGER L-350,5533 NEW CUT RD,40214.0,2020/07/31 03:59:59+00,7,FIELD
1554.0,695260.0,2020/04/10 03:59:59+00,UPS,8100 AIR COMMERCE DR,40219.0,2020/04/13 03:59:59+00,7,FIELD
1555.0,701119.0,2020/07/13 03:59:59+00,THORNTONS #94,1804 BLANKENBAKER PKWY,40299.0,2020/07/16 03:59:59+00,7,FIELD
1556.0,695273.0,2020/04/11 03:59:59+00,UPS FLIGHT TRAINING CENTER,802 GRADE LN,40213.0,2020/04/16 03:59:59+00,7,FIELD
1557.0,701136.0,2020/07/14 03:59:59+00,LAC GYM,9565 TAYLORSVILLE RD,40299.0,2020/07/15 03:59:59+00,7,FIELD
1558.0,695690.0,2020/04/16 03:59:59+00,IGA CROSSROADS MARKET 782,14010 SHELBYVILLE RD,40245.0,2020/04/16 03:59:59+00,7,FIELD
1559.0,701241.0,2020/07/14 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/07/17 03:59:59+00,7,FIELD
1560.0,696049.0,2020/04/20 03:59:59+00,RESIDENCE,10617 NATIONAL TPKE,40118.0,2020/04/22 03:59:59+00,7,FIELD
1561.0,701280.0,2020/07/03 03:59:59+00,WENDYS,4029 POPLAR LEVEL RD,40213.0,2020/07/03 03:59:59+00,7,FIELD
1562.0,696114.0,2020/04/21 03:59:59+00,JIM DANDY'S,4838 POPLAR LEVEL ROAD,40213.0,2020/04/22 03:59:59+00,7,FIELD
1563.0,701468.0,2020/07/16 03:59:59+00,THORNTONS #41,5318 PRESTON HWY,40213.0,2020/07/24 03:59:59+00,7,FIELD
1564.0,696127.0,2020/04/21 03:59:59+00,PRIVATE RESIDENCES,1116 MILTON ST,40217.0,2020/04/22 03:59:59+00,7,FIELD
1565.0,701585.0,2020/07/20 03:59:59+00,CONDO'S,200 EL CONQUISTADOR PL,40220.0,2020/08/05 03:59:59+00,7,FIELD
1566.0,696219.0,2020/04/22 03:59:59+00,VACANT BUSINESS,3291 TAYLOR BLVD,40215.0,2020/04/27 03:59:59+00,7,FIELD
1567.0,701651.0,2020/07/18 03:59:59+00,HURSTBOURNE ANIMAL HOSPITAL,4601 WATTBOURNE LANE,40299.0,2020/07/22 03:59:59+00,7,FIELD
1568.0,696255.0,2020/04/20 03:59:59+00,RESIDENT,4211 NORENE LANE UNIT 1,40219.0,2020/04/22 03:59:59+00,7,FIELD
1569.0,701723.0,2020/07/18 03:59:59+00,CIRCLE K #4700111,9200 DIXIE HWY,40272.0,2020/07/22 03:59:59+00,7,FIELD
1570.0,696375.0,2020/04/22 03:59:59+00,RESIDENCE,716 S 37TH ST,40211.0,2020/04/24 03:59:59+00,7,FIELD
1571.0,702137.0,2020/07/27 03:59:59+00,POST OFFICE,1527 HIGHLAND AVE,40204.0,2020/08/19 03:59:59+00,7,FIELD
1572.0,696830.0,2020/04/30 03:59:59+00,DERBY FABRICATING,4500 PRODUCE RD,40218.0,2020/04/29 03:59:59+00,7,FIELD
1573.0,702257.0,2020/07/25 03:59:59+00,BIG SPRING MAIN KITCHEN,5901 DUTCHMANS LN,40205.0,2020/07/29 03:59:59+00,7,FIELD
1574.0,696927.0,2020/05/01 03:59:59+00,PENN STATION,5009 MUD LN,40229.0,2020/05/04 03:59:59+00,7,FIELD
1575.0,697097.0,2020/05/04 03:59:59+00,SHOP & GO,3901 TAYLOR BLVD,40215.0,2020/05/05 03:59:59+00,7,FIELD
1576.0,702362.0,2020/07/28 03:59:59+00,MR G'S SPORTS BAR,10432 SHELBYVILLE RD,40223.0,2020/07/29 03:59:59+00,7,FIELD
1577.0,697271.0,2020/05/06 03:59:59+00,TACO LUCHADOR,938 BAXTER AVE,40204.0,2020/05/08 03:59:59+00,7,FIELD
1578.0,702700.0,2020/07/31 03:59:59+00,OLD RASCALS,1102 W ASHLAND AVE,40215.0,2020/08/03 03:59:59+00,7,FIELD
1579.0,697358.0,2020/05/08 03:59:5l9+00,ANDERSOuN WOOD PRODUCTS,1381 BEECH TS,40235.0,2020/05/12 03:59:59+00,7,FIELD
1580.0,702918.0,2020/08/04 03:59:59+00,FAMILY DOLLAR #22424,1250 BARDSTOWN RD,40204.0,2020/08/13 03:59:59+00,7,FIELD
1581.0,697368.0,2020/05/08 03:59:59+00,OMAGI SALON & SPA,4045 SUMMIT PLAZA DR,40241.0,2020/05/09 03:59:59+00,7,FIELD
1582.0,703154.0,2020/07/25 03:59:59+00,BUNZ BURGERZ,969 BAXTER AVE,40204.0,2020/07/25 03:59:59+00,7,FIELD
1583.0,697490.0,2020/05/04 03:59:59+00,RESIDENCE,734 S 1ST ST,40202.0,2020/05/06 03:59:59+00,7,FIELD
1584.0,703253.0,2020/08/06 03:59:59+00,ORANGE THEORY FITNESS,116 SEARS AVE,40207.0,2020/08/08 03:59:59+00,7,FIELD
1585.0,697522.0,2020/05/12 03:59:59+00,US POST OFFICE,4600 SHELBYVILLE RD UNIT #101,40207.0,2020/05/13 03:59:59+00,7,FIELD
1586.0,703361.0,2020/08/07 03:59:59+00,WHITE CASTLE #15,700 W BROADWAY,40202.0,2020/08/07 03:59:59+00,7,FIELD
1587.0,697533.0,2020/05/12 03:59:59+00,UPS WORLDPORT,911 GRADE LN,40213.0,2020/05/20 03:59:59+00,7,FIELD
1588.0,703414.0,2020/08/10 03:59:59+00,COUNTY CLERKS OFFICE,531 COURT PLACE,40202.0,2020/10/27 03:59:59+00,7,FIELD
1589.0,697553.0,2020/05/12 03:59:59+00,THE TRAINING STUDIO,1348 RIVER RD,40206.0,2020/05/13 03:59:59+00,7,FIELD
1590.0,703437.0,2020/08/10 03:59:59+00,YARD SALE,5100 KILMER BLVD,40213.0,2020/08/19 03:59:59+00,7,FIELD
1591.0,697661.0,2020/05/13 03:59:59+00,BARGAIN HUNT,6801 DIXIE HWY UNIT #100,40258.0,2020/05/20 03:59:59+00,7,FIELD
1592.0,693599.0,2020/03/25 03:59:59+00,MASSEY BOOK,4744 ROCKFORD PLAZA,40216.0,2020/03/27 03:59:59+00,7,FIELD
1593.0,697781.0,2020/05/14 03:59:59+00,RALLY'S,3455 TAYLOR BLVD,40215.0,2020/05/15 03:59:59+00,7,FIELD
1594.0,694608.0,2020/04/03 03:59:59+00,NEXT-TEK FINISHING LLC,4700 COMMERCE CROSSING DR,40229.0,2020/04/07 03:59:59+00,7,FIELD
1595.0,697894.0,2020/05/18 03:59:59+00,EMW,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1596.0,694610.0,2020/04/03 03:59:59+00,ACADEMY SPORTS + OUTDOORS,4901 OUTER LOOP STE 144,40219.0,2020/04/04 03:59:59+00,7,FIELD
1597.0,697919.0,2020/05/18 03:59:59+00,DOLLAR GENERAL #495,4443 CANE RUN RD,40216.0,2020/05/22 03:59:59+00,7,FIELD
1598.0,694634.0,2020/04/04 03:59:59+00,HOME DEPOT,6840 DIXIE HWY,40210.0,2020/04/04 03:59:59+00,7,FIELD
1599.0,697962.0,2020/05/19 03:59:59+00,HOME 2 SUITES @ HILTON HOTEL,3000 CRITTENDEN DR,40209.0,2020/05/28 03:59:59+00,7,FIELD
1600.0,694672.0,2020/04/03 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/04/07 03:59:59+00,7,FIELD
1601.0,693377.0,2020/03/24 03:59:59+00,TELEPERFORMANCE,9721 ORMSBY STATION RD,40223.0,2020/03/25 03:59:59+00,7,FIELD
1602.0,698196.0,2020/05/22 03:59:59+00,TEXTILE,8161 NATIONAL TPKE,40214.0,2020/06/12 03:59:59+00,7,FIELD
1603.0,694424.0,2020/04/02 03:59:59+00,UPS,1930 BISHOP LN STE 400,40219.0,2020/04/07 03:59:59+00,7,FIELD
1604.0,698199.0,2020/05/22 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/26 03:59:59+00,7,FIELD
1605.0,694564.0,2020/04/03 03:59:59+00,WESTSHORE HOME REPAIR,10809 BLUEGRASS PKWY,40299.0,2020/05/12 03:59:59+00,7,FIELD
1606.0,696266.0,2020/04/20 03:59:59+00,RESIDENT,726 S PRESTON ST,40203.0,2020/04/22 03:59:59+00,7,FIELD
1607.0,698965.0,2020/06/08 03:59:59+00,RALLY'S,2130 W BROADWAY,40211.0,2020/06/11 03:59:59+00,7,FIELD
1608.0,694687.0,2020/04/06 03:59:59+00,GRACE FELLOWSHIP OF LOUISVILLE,9105 GALENE DR,40299.0,2020/04/14 03:59:59+00,7,FIELD
1609.0,696287.0,2020/04/22 03:59:59+00,MCALISTER'S #1149,6510 BARDSTOWN RD,40291.0,2020/04/25 03:59:59+00,7,FIELD
1610.0,698994.0,2020/06/08 03:59:59+00,MCDONALD'S #4924,3100 POPLAR LEVEL RD,40219.0,2020/06/09 03:59:59+00,7,FIELD
1611.0,694806.0,2020/0407 03:59:59+00,kIROQUOIS VFW POST #6182,9s92 LONGFIELD AVE,40301.0,2020/04/08 03:59:59+00,7,FIELD
1612.0,701227.0,2020/07/14 03:59:59+00,CIRCLE K #4700117,9619 WHIPPS MILL RD,40222.0,2020/07/15 03:59:59+00,7,FIELD
1613.0,707076.0,2020/10/15 03:59:59+00,TINO'S TREE SERVICE,1015 REEVES RD,40219.0,2020/10/21 03:59:59+00,7,FIELD
1614.0,695538.0,2020/04/14 03:59:59+00,CHEDDAR BOX,3909 CHENOWETH SQUARE,40207.0,2020/04/15 03:59:59+00,7,FIELD
1615.0,696305.0,2020/04/22 03:59:59+00,PAUL'S FRUIT MARKET,3704 TAYLORSVILLE RD,40220.0,2020/04/23 03:59:59+00,7,FIELD
1616.0,699029.0,2020/06/09 03:59:59+00,TARGET T-0780 FOOD AVE EXPRESS,4640 TAYLORSVILLE RD,40220.0,2020/06/11 03:59:59+00,7,FIELD
1617.0,699092.0,2020/06/10 03:59:59+00,BURGER KING #546,5611 NEW CUT RD,40214.0,2020/06/21 03:59:59+00,7,FIELD
1618.0,695094.0,2020/04/08 03:59:59+00,POP UP SHOPS,4801 OUTER LOOP,40219.0,2020/04/09 03:59:59+00,7,FIELD
1619.0,701249.0,2020/07/14 03:59:59+00,ST JAMES CHURCH,3535 TAYLOR BLVD,40215.0,2020/07/20 03:59:59+00,7,FIELD
1620.0,707242.0,2020/10/20 03:59:59+00,LOWE'S,9800 PRESTON CROSSING BLVD,40229.0,2020/10/21 03:59:59+00,7,FIELD
1621.0,695722.0,2020/04/16 03:59:59+00,A&W ROOT BEER LONG JOHN SILVERS,8315 PRESTON HWY,40219.0,2020/04/17 03:59:59+00,7,FIELD
1622.0,696363.0,2020/04/24 03:59:59+00,EUROPEAN WAX CENTER,10536 FISCHER PARK DR,40241.0,2020/04/27 03:59:59+00,7,FIELD
1623.0,699044.0,2020/06/09 03:59:59+00,MCDONALD'S #4620,1212 W BROADWAY,40203.0,2020/06/10 03:59:59+00,7,FIELD
1624.0,700783.0,2020/07/04 03:59:59+00,JADE GARDEN,4801 OUTER LOOP,40219.0,2020/07/04 03:59:59+00,7,FIELD
1625.0,695112.0,2020/04/09 03:59:59+00,KROGER L-752,3165 S 2ND ST,40208.0,2020/04/09 03:59:59+00,7,FIELD
1626.0,701268.0,2020/07/04 03:59:59+00,CHINA ONE ZHENG,816 EASTERN PKWY,40217.0,2020/07/04 03:59:59+00,7,FIELD
1627.0,707489.0,2020/10/23 03:59:59+00,TAJ LOUISVILLE,807 E MARKET ST,40206.0,2020/10/29 03:59:59+00,7,FIELD
1628.0,695747.0,2020/04/13 03:59:59+00,RESIDENT,3424 BRYAN WAY,40220.0,2020/04/15 03:59:59+00,7,FIELD
1629.0,696847.0,2020/04/24 03:59:59+00,GAS STATION LOT,3291 TAYLOR BLVD,40215.0,2020/04/30 03:59:59+00,7,FIELD
1630.0,699380.0,2020/06/16 30:59:59+00,ANYTME FITNESS MALL,3622 MALLRD,40307.0,2020/06/17 03:59:59+00,7,FIELD
1631.0,700789.0,2020/07/05 03:59:59+00,TUMBLEWEED,9701 DIXIE HWY,40272.0,2020/07/05 03:59:59+00,7,FIELD
1632.0,695208.0,2020/04/09 03:59:59+00,SAM'S SEAFOOD,4918 POPLAR LEVEL RD,40219.0,2020/04/11 03:59:59+00,7,FIELD
1633.0,701274.0,2020/07/03 03:59:59+00,PANERA BREAD,3131 POPLAR LEVEL RD,40213.0,2020/07/03 03:59:59+00,7,FIELD
1634.0,701590.0,2020/07/20 03:59:59+00,BRECKENRIDGE INN HEALTH CLUB,2800 BRECKENRIDGE LANE,40220.0,2020/10/21 03:59:59+00,7,FIELD
1635.0,701670.0,2020/07/17 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/07/22 03:59:59+00,7,FIELD
1636.0,701671.0,2020/07/17 03:59:59+00,THORNTONS #56,8400 DIXIE HWY,40258.0,2020/07/21 03:59:59+00,7,FIELD
1637.0,701744.0,2020/07/20 03:59:59+00,SUBWAY,7001 GLOBAL DR,40258.0,2020/07/22 03:59:59+00,7,FIELD
1638.0,701753.0,2020/07/20 03:59:59+00,HOOTERS,4948 DIXIE HWY,40216.0,2020/07/22 03:59:59+00,7,FIELD
1639.0,701795.0,2020/07/20 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/07/22 03:59:59+00,7,FIELD
1640.0,701846.0,2020/07/22 03:59:59+00,POST OFFICE,2312 S PRESTON ST,40217.0,2020/07/27 03:59:59+00,7,FIELD
1641.0,701900.0,2020/07/20 03:59:59+00,CITY TRENDS,5611 PRESTON HWY,40219.0,2020/08/18 03:59:59+00,7,FIELD
1642.0,702298.0,2020/07/27 03:59:59+00,SHORTY'S FOODMART #2,3501 W BROADWAY,40211.0,2020/07/28 03:59:59+00,7,FIELD
1643.0,702306.0,2020/07/27 03:59:59+00,FAMILY DOLLAR #31504,1234 W BROADWAY,40203.0,2020/07/28 03:59:59+00,7,FIELD
1644.0,702345.0,2020/07/28 03:59:59+00,KING LOUIE'S SPORTS COMPLEX,600 N ENGLISH STATION ROAD,40223.0,2020/08/29 03:59:59+00,7,FIELD
1645.0,702354.0,2020/07/28 03:59:59+00,ZOELLER PUMP COMPANY,3649 CANE RUN RD,40211.0,2020/09/15 03:59:59+00,7,FIELD
1646.0,702567.0,2020/07/29 03:59:59+00,WHITE CASTLE DISTRIBUTION CENTER,2270 AMPERE DR,40299.0,2020/08/03 03:59:59+00,7,FIELD
1647.0,702624.0,2020/07/30 03:59:59+00,DAIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/08/04 03:59:59+00,7,FIELD
1648.0,702829.0,2020/08/01 03:59:59+00,SPEEDWAY #9645,7400 OLD 3RD STREET RD,40214.0,2020/08/04 03:59:59+00,7,FIELD
1649.0,702873.0,2020/08/02 03:59:59+00,CIRCLE K #4703235,7800 ST. ANDREWS CHURCH RD,40214.0,2020/08/05 03:59:59+00,7,FIELD
1650.0,702899.0,2020/08/03 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/08/05 03:59:59+00,7,FIELD
1651.0,703009.0,2020/08/03 03:59:59+00,G E APPLIANCE PARK,4000 BUECHEL BANK RD,40225.0,2020/08/03 03:59:59+00,7,FIELD
1652.0,703155.0,2020/07/25 03:59:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/07/25 03:59:59+00,7,FIELD
1653.0,703163.0,2020/08/05 03:59:59+00,PAPA JOHN'S #25,4123 SHELBYVILLE RD,40207.0,2020/08/13 03:59:59+00,7,FIELD
1654.0,703283.0,2020/08/06 03:59:59+00,POPEYE'S,5003 PRESTON HWY,40213.0,2020/08/10 03:59:59+00,7,FIELD
1655.0,703409.0,2020/08/10 03:59:59+00,DENISON,4205 CANE RUN RD,40216.0,2020/08/14 03:59:59+00,7,FIELD
1656.0,703447.0,2020/08/07 03:59:59+00,FIVE STAR FOOD MART #5295,2800 FERN VALLEY RD,40213.0,2020/08/24 03:59:59+00,7,FIELD
1657.0,703455.0,2020/08/07 03:59:59+00,MCDONALD'S,420 E MARKET ST,40202.0,2020/08/13 03:59:59+00,7,FIELD
1658.0,703464.0,2020/08/07 03:59:59+00,POPEYE'S,3317 BARDSTOWN RD,40218.0,2020/08/13 03:59:59+00,7,FIELD
1659.0,703534.0,2020/08/11 03:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/08/12 03:59:59+00,7,FIELD
1660.0,703822.0,2020/08/15 03:59:59+00,SUBWAY,1830 BLANKENBAKER PKWY,40299.0,2020/08/15 03:59:59+00,7,FIELD
1661.0,703824.0,2020/08/15 03:59:59+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/08/15 03:59:59+00,7,FIELD
1662.0,704071.0,2020/08/24 03:59:59+00,THE PHYSICAL THERAPY,6127 AIRPORT HOTEL BLVD,40213.0,2020/09/01 03:59:59+00,7,FIELD
1663.0,704223.0,2020/08/25 03:59:59+00,CIRCLE K #4703233,404 MT HOLLY RD,40118.0,2020/08/31 03:59:59+00,7,FIELD
