reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
711112,2020/12/02 05:00:00+00,BUFFALO WILD WINGS,6801 DIXIE HWY,40258.0,2020/12/02 05:00:00+00,4,SURVEY,1020
711136,2020/12/01 05:00:00+00,TARC,100 WEST BROADWAY,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1021
710548,2020/11/30 05:00:00+00,KAYFIELD ACADEMY,2930 SIX MILE LN,40220.0,2020/11/30 05:00:00+00,4,SURVEY,1022
711297,2020/12/04 05:00:00+00,OUTBACK STEAKHOUSE #1815,8101 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1023
711113,2020/12/02 05:00:00+00,PO-Z'S KITCHEN,6801 DIXIE HWY STE 150,40258.0,2020/12/02 05:00:00+00,4,SURVEY,1024
711172,2020/12/01 05:00:00+00,VU HOTEL,822 S. FLOYD ST.,40203.0,2020/12/01 05:00:00+00,4,SURVEY,1025
710575,2020/11/30 05:00:00+00,JIMMY JOHN'S,1321 S HURSTBOURNE PKWY,40220.0,2020/11/30 05:00:00+00,4,SURVEY,1026
711300,2020/12/04 05:00:00+00,WHITE CASTLE #28,7200 CEDAR SPRINGS BLVD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1027
711115,2020/12/02 05:00:00+00,PENN STATION,6661 DIXIE HWY,40258.0,2020/12/02 05:00:00+00,4,SURVEY,1028
711173,2020/12/01 05:00:00+00,RAINBOW BLOSSOM,12232 SHELBYVILLE RD,40243.0,2020/11/24 05:00:00+00,4,SURVEY,1029
710577,2020/11/30 05:00:00+00,STARBUCKS,1321 S HURSTBOURNE LN,40222.0,2020/11/30 05:00:00+00,4,SURVEY,1030
711301,2020/12/04 05:00:00+00,TACO BELL,6800 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1031
711117,2020/12/02 05:00:00+00,SPEEDWAY #9655,5339 DIXIE HWY,40216.0,2020/12/02 05:00:00+00,4,SURVEY,1032
711302,2020/12/04 05:00:00+00,SAKE BLUE JAPANESE BISTRO,9326 CEDAR CENTER WAY,40291.0,2021/01/04 05:00:00+00,4,SURVEY,1033
711228,2020/12/01 05:00:00+00,GALT WALKER'S EXCHANGE,140 N 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1034
711303,2020/12/04 05:00:00+00,APPLEBEE'S,10006 WILL WAY,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1035
710579,2020/11/30 05:00:00+00,KROGER L-309,9812 LINN STATION RD,40223.0,2020/11/30 05:00:00+00,4,SURVEY,1036
711118,2020/12/02 05:00:00+00,ARBY'S,5329 DIXIE HWY,40216.0,2020/12/02 05:00:00+00,4,SURVEY,1037
710581,2020/11/30 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/11/30 05:00:00+00,4,SURVEY,1038
711304,2020/12/04 05:00:00+00,ASPEN CREEK,8000 BARDSTOWN RD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1039
711229,2020/12/01 05:00:00+00,GALT EAST BANQUET KITCHEN,140 N 4TH ST,40203.0,2020/12/01 05:00:00+00,4,SURVEY,1040
711236,2020/12/02 05:00:00+00,HI-FIVE DOUGHNUTS,1011 E MAIN ST,40206.0,2020/12/02 05:00:00+00,4,SURVEY,1041
710582,2020/11/30 05:00:00+00,JUMBO BUFFET,2731 S HURSTBOURNE PKWY,40220.0,2020/11/30 05:00:00+00,4,SURVEY,1042
711318,2020/12/04 05:00:00+00,SUBWAY,10500 DIXIE HWY,40272.0,2020/12/04 05:00:00+00,4,SURVEY,1043
711230,2020/12/01 05:00:00+00,GALT JOCKEY SILKS,140 N 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1044
711237,2020/12/02 05:00:00+00,PHO BA LUU,1019 E MAIN ST,40206.0,2020/12/02 05:00:00+00,4,SURVEY,1045
710583,2020/11/30 05:00:00+00,HOME RUN BURGER,2723 S HURSTBOURNE PKWY,40299.0,2020/11/30 05:00:00+00,4,SURVEY,1046
711319,2020/12/04 05:00:00+00,TACO BELL,10701 DIXIE HWY,40272.0,2020/12/04 05:00:00+00,4,SURVEY,1047
711231,2020/12/01 05:00:00+00,GALT AL J'S & THELMA'S DELI,140 N 4TH ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1048
711238,2020/12/02 05:00:00+00,CULTURED CHEESE SHOP,1007 E MAIN ST,40206.0,2020/12/02 05:00:00+00,4,SURVEY,1049
710584,2020/11/30 05:00:00+00,MCALISTER'S #1079,2721 S HURSTBOURNE PKWY,40220.0,2020/11/30 05:00:00+00,4,SURVEY,1050
711342,2020/12/04 05:00:00+00,BAR VETTI,727 E MARKET ST,40202.0,2020/12/04 05:00:00+00,4,SURVEY,1051
711232,2020/12/01 05:00:00+00,GALT DOWN ONE,321 W MAIN ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1052
711239,2020/12/02 05:00:00+00,QUILLS COFFEE,802 E MAIN ST,40206.0,2020/12/02 05:00:00+00,4,SURVEY,1053
710586,2020/11/30 05:00:00+00,HONEST RESTAURANT,9008 TAYLORSVILLE RD,40299.0,2020/11/30 05:00:00+00,4,SURVEY,1054
711375,2020/12/04 05:00:00+00,SPINELLI'S,614 BAXTER AVE,40204.0,2020/12/04 05:00:00+00,4,SURVEY,1055
711233,2020/12/01 05:00:00+00,BADER'S FOOD MART,300 S 1ST ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1056
711241,2020/12/02 05:00:00+00,BUTCHERTOWN GROCERY BAKERY,743 E MAIN ST,40202.0,2020/12/02 05:00:00+00,4,SURVEY,1057
710588,2020/11/30 05:00:00+00,JIMMY JOHN'S,9156 TAYLORSVILLE RD,40299.0,2020/11/30 05:00:00+00,4,SURVEY,1058
711379,2020/12/04 05:00:00+00,O'SHEA'S,956 BAXTER AVE,40205.0,2020/12/04 05:00:00+00,4,SURVEY,1059
711234,2020/12/01 05:00:00+00,HEINE BROTHERS COFFEE,516 W MAIN ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1060
711242,2020/12/02 05:00:00+00,CHUNG KING PALACE,110 E MARKET ST,40202.0,2020/12/02 05:00:00+00,4,SURVEY,1061
710589,2020/11/30 05:00:00+00,STARBUCKS #2633,9036 TAYLORSVILLE RD,40299.0,2020/11/30 05:00:00+00,4,SURVEY,1062
711380,2020/12/04 05:00:00+00,VIETNAM ORIENTAL FOOD MARKET,5019 S 3RD ST,40214.0,2020/12/04 05:00:00+00,4,SURVEY,1063
711235,2020/12/01 05:00:00+00,HEINE BROTHERS COFFEE,516 W MAIN ST,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1064
711243,2020/12/02 05:00:00+00,EHRLER'S ICE CREAM,201 E MAIN ST,40202.0,2020/12/02 05:00:00+00,4,SURVEY,1065
710599,2020/11/30 05:00:00+00,FAMILY DOLLAR #22117,5312 S 3RD ST,40215.0,2020/11/30 05:00:00+00,4,SURVEY,1066
711385,2020/12/04 05:00:00+00,BURGER KING #889,2700 CRITTENDEN DR,40209.0,2020/12/04 05:00:00+00,4,SURVEY,1067
