UK_CSV0000000000026508::0::measure,UK_CSV0000000000026508::1::timevalue,UK_CSV0000000000026508::2::timetype,UK_CSV0000000000026508::3::ethnicity,UK_CSV0000000000026508::4::ethnicitytype,UK_CSV0000000000026508::5::legislationtype,UK_CSV0000000000026508::6::geography,UK_CSV0000000000026508::7::geographytype,UK_CSV0000000000026508::8::numberofstopandsearches,UK_CSV0000000000026508::9::totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508::10::populationbyethnicity,UK_CSV0000000000026508::11::rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508::12::proportionoftotalstopandsearchesofthisethnicityint
UK_CSV0000000000026508 § 0 § 15,UK_CSV0000000000026508 § 1 § 15,UK_CSV0000000000026508 § 2 § 15,UK_CSV0000000000026508 § 3 § 15,UK_CSV0000000000026508 § 4 § 15,UK_CSV0000000000026508 § 5 § 15,UK_CSV0000000000026508 § 6 § 15,UK_CSV0000000000026508 § 7 § 15,UK_CSV0000000000026508 § 8 § 15,UK_CSV0000000000026508 § 9 § 15,UK_CSV0000000000026508 § 10 § 15,UK_CSV0000000000026508 § 11 § 15,UK_CSV0000000000026508 § 12 § 15
UK_CSV0000000000026508 § 0 § 16,UK_CSV0000000000026508 § 1 § 16,UK_CSV0000000000026508 § 2 § 16,UK_CSV0000000000026508 § 3 § 16,UK_CSV0000000000026508 § 4 § 16,UK_CSV0000000000026508 § 5 § 16,UK_CSV0000000000026508 § 6 § 16,UK_CSV0000000000026508 § 7 § 16,UK_CSV0000000000026508 § 8 § 16,UK_CSV0000000000026508 § 9 § 16,UK_CSV0000000000026508 § 10 § 16,UK_CSV0000000000026508 § 11 § 16,UK_CSV0000000000026508 § 12 § 16
UK_CSV0000000000026508 § 0 § 17,UK_CSV0000000000026508 § 1 § 17,UK_CSV0000000000026508 § 2 § 17,UK_CSV0000000000026508 § 3 § 17,UK_CSV0000000000026508 § 4 § 17,UK_CSV0000000000026508 § 5 § 17,UK_CSV0000000000026508 § 6 § 17,UK_CSV0000000000026508 § 7 § 17,UK_CSV0000000000026508 § 8 § 17,UK_CSV0000000000026508 § 9 § 17,UK_CSV0000000000026508 § 10 § 17,UK_CSV0000000000026508 § 11 § 17,UK_CSV0000000000026508 § 12 § 17
UK_CSV0000000000026508 § 0 § 18,UK_CSV0000000000026508 § 1 § 18,UK_CSV0000000000026508 § 2 § 18,UK_CSV0000000000026508 § 3 § 18,UK_CSV0000000000026508 § 4 § 18,UK_CSV0000000000026508 § 5 § 18,UK_CSV0000000000026508 § 6 § 18,UK_CSV0000000000026508 § 7 § 18,UK_CSV0000000000026508 § 8 § 18,UK_CSV0000000000026508 § 9 § 18,UK_CSV0000000000026508 § 10 § 18,UK_CSV0000000000026508 § 11 § 18,UK_CSV0000000000026508 § 12 § 18
UK_CSV0000000000026508 § 0 § 19,UK_CSV0000000000026508 § 1 § 19,UK_CSV0000000000026508 § 2 § 19,UK_CSV0000000000026508 § 3 § 19,UK_CSV0000000000026508 § 4 § 19,UK_CSV0000000000026508 § 5 § 19,UK_CSV0000000000026508 § 6 § 19,UK_CSV0000000000026508 § 7 § 19,UK_CSV0000000000026508 § 8 § 19,UK_CSV0000000000026508 § 9 § 19,UK_CSV0000000000026508 § 10 § 19,UK_CSV0000000000026508 § 11 § 19,UK_CSV0000000000026508 § 12 § 19
UK_CSV0000000000026508 § 0 § 20,UK_CSV0000000000026508 § 1 § 20,UK_CSV0000000000026508 § 2 § 20,UK_CSV0000000000026508 § 3 § 20,UK_CSV0000000000026508 § 4 § 20,UK_CSV0000000000026508 § 5 § 20,UK_CSV0000000000026508 § 6 § 20,UK_CSV0000000000026508 § 7 § 20,UK_CSV0000000000026508 § 8 § 20,UK_CSV0000000000026508 § 9 § 20,UK_CSV0000000000026508 § 10 § 20,UK_CSV0000000000026508 § 11 § 20,UK_CSV0000000000026508 § 12 § 20
UK_CSV0000000000026508 § 0 § 21,UK_CSV0000000000026508 § 1 § 21,UK_CSV0000000000026508 § 2 § 21,UK_CSV0000000000026508 § 3 § 21,UK_CSV0000000000026508 § 4 § 21,UK_CSV0000000000026508 § 5 § 21,UK_CSV0000000000026508 § 6 § 21,UK_CSV0000000000026508 § 7 § 21,UK_CSV0000000000026508 § 8 § 21,UK_CSV0000000000026508 § 9 § 21,UK_CSV0000000000026508 § 10 § 21,UK_CSV0000000000026508 § 11 § 21,UK_CSV0000000000026508 § 12 § 21
UK_CSV0000000000026508 § 0 § 22,UK_CSV0000000000026508 § 1 § 22,UK_CSV0000000000026508 § 2 § 22,UK_CSV0000000000026508 § 3 § 22,UK_CSV0000000000026508 § 4 § 22,UK_CSV0000000000026508 § 5 § 22,UK_CSV0000000000026508 § 6 § 22,UK_CSV0000000000026508 § 7 § 22,UK_CSV0000000000026508 § 8 § 22,UK_CSV0000000000026508 § 9 § 22,UK_CSV0000000000026508 § 10 § 22,UK_CSV0000000000026508 § 11 § 22,UK_CSV0000000000026508 § 12 § 22
UK_CSV0000000000026508 § 0 § 23,UK_CSV0000000000026508 § 1 § 23,UK_CSV0000000000026508 § 2 § 23,UK_CSV0000000000026508 § 3 § 23,UK_CSV0000000000026508 § 4 § 23,UK_CSV0000000000026508 § 5 § 23,UK_CSV0000000000026508 § 6 § 23,UK_CSV0000000000026508 § 7 § 23,UK_CSV0000000000026508 § 8 § 23,UK_CSV0000000000026508 § 9 § 23,UK_CSV0000000000026508 § 10 § 23,UK_CSV0000000000026508 § 11 § 23,UK_CSV0000000000026508 § 12 § 23
UK_CSV0000000000026508 § 0 § 24,UK_CSV0000000000026508 § 1 § 24,UK_CSV0000000000026508 § 2 § 24,UK_CSV0000000000026508 § 3 § 24,UK_CSV0000000000026508 § 4 § 24,UK_CSV0000000000026508 § 5 § 24,UK_CSV0000000000026508 § 6 § 24,UK_CSV0000000000026508 § 7 § 24,UK_CSV0000000000026508 § 8 § 24,UK_CSV0000000000026508 § 9 § 24,UK_CSV0000000000026508 § 10 § 24,UK_CSV0000000000026508 § 11 § 24,UK_CSV0000000000026508 § 12 § 24
UK_CSV0000000000026508 § 0 § 25,UK_CSV0000000000026508 § 1 § 25,UK_CSV0000000000026508 § 2 § 25,UK_CSV0000000000026508 § 3 § 25,UK_CSV0000000000026508 § 4 § 25,UK_CSV0000000000026508 § 5 § 25,UK_CSV0000000000026508 § 6 § 25,UK_CSV0000000000026508 § 7 § 25,UK_CSV0000000000026508 § 8 § 25,UK_CSV0000000000026508 § 9 § 25,UK_CSV0000000000026508 § 10 § 25,UK_CSV0000000000026508 § 11 § 25,UK_CSV0000000000026508 § 12 § 25
UK_CSV0000000000026508 § 0 § 26,UK_CSV0000000000026508 § 1 § 26,UK_CSV0000000000026508 § 2 § 26,UK_CSV0000000000026508 § 3 § 26,UK_CSV0000000000026508 § 4 § 26,UK_CSV0000000000026508 § 5 § 26,UK_CSV0000000000026508 § 6 § 26,UK_CSV0000000000026508 § 7 § 26,UK_CSV0000000000026508 § 8 § 26,UK_CSV0000000000026508 § 9 § 26,UK_CSV0000000000026508 § 10 § 26,UK_CSV0000000000026508 § 11 § 26,UK_CSV0000000000026508 § 12 § 26
UK_CSV0000000000026508 § 0 § 27,UK_CSV0000000000026508 § 1 § 27,UK_CSV0000000000026508 § 2 § 27,UK_CSV0000000000026508 § 3 § 27,UK_CSV0000000000026508 § 4 § 27,UK_CSV0000000000026508 § 5 § 27,UK_CSV0000000000026508 § 6 § 27,UK_CSV0000000000026508 § 7 § 27,UK_CSV0000000000026508 § 8 § 27,UK_CSV0000000000026508 § 9 § 27,UK_CSV0000000000026508 § 10 § 27,UK_CSV0000000000026508 § 11 § 27,UK_CSV0000000000026508 § 12 § 27
UK_CSV0000000000026508 § 0 § 28,UK_CSV0000000000026508 § 1 § 28,UK_CSV0000000000026508 § 2 § 28,UK_CSV0000000000026508 § 3 § 28,UK_CSV0000000000026508 § 4 § 28,UK_CSV0000000000026508 § 5 § 28,UK_CSV0000000000026508 § 6 § 28,UK_CSV0000000000026508 § 7 § 28,UK_CSV0000000000026508 § 8 § 28,UK_CSV0000000000026508 § 9 § 28,UK_CSV0000000000026508 § 10 § 28,UK_CSV0000000000026508 § 11 § 28,UK_CSV0000000000026508 § 12 § 28
UK_CSV0000000000026508 § 0 § 29,UK_CSV0000000000026508 § 1 § 29,UK_CSV0000000000026508 § 2 § 29,UK_CSV0000000000026508 § 3 § 29,UK_CSV0000000000026508 § 4 § 29,UK_CSV0000000000026508 § 5 § 29,UK_CSV0000000000026508 § 6 § 29,UK_CSV0000000000026508 § 7 § 29,UK_CSV0000000000026508 § 8 § 29,UK_CSV0000000000026508 § 9 § 29,UK_CSV0000000000026508 § 10 § 29,UK_CSV0000000000026508 § 11 § 29,UK_CSV0000000000026508 § 12 § 29
UK_CSV0000000000026508 § 0 § 30,UK_CSV0000000000026508 § 1 § 30,UK_CSV0000000000026508 § 2 § 30,UK_CSV0000000000026508 § 3 § 30,UK_CSV0000000000026508 § 4 § 30,UK_CSV0000000000026508 § 5 § 30,UK_CSV0000000000026508 § 6 § 30,UK_CSV0000000000026508 § 7 § 30,UK_CSV0000000000026508 § 8 § 30,UK_CSV0000000000026508 § 9 § 30,UK_CSV0000000000026508 § 10 § 30,UK_CSV0000000000026508 § 11 § 30,UK_CSV0000000000026508 § 12 § 30
UK_CSV0000000000026508 § 0 § 31,UK_CSV0000000000026508 § 1 § 31,UK_CSV0000000000026508 § 2 § 31,UK_CSV0000000000026508 § 3 § 31,UK_CSV0000000000026508 § 4 § 31,UK_CSV0000000000026508 § 5 § 31,UK_CSV0000000000026508 § 6 § 31,UK_CSV0000000000026508 § 7 § 31,UK_CSV0000000000026508 § 8 § 31,UK_CSV0000000000026508 § 9 § 31,UK_CSV0000000000026508 § 10 § 31,UK_CSV0000000000026508 § 11 § 31,UK_CSV0000000000026508 § 12 § 31
UK_CSV0000000000026508 § 0 § 32,UK_CSV0000000000026508 § 1 § 32,UK_CSV0000000000026508 § 2 § 32,UK_CSV0000000000026508 § 3 § 32,UK_CSV0000000000026508 § 4 § 32,UK_CSV0000000000026508 § 5 § 32,UK_CSV0000000000026508 § 6 § 32,UK_CSV0000000000026508 § 7 § 32,UK_CSV0000000000026508 § 8 § 32,UK_CSV0000000000026508 § 9 § 32,UK_CSV0000000000026508 § 10 § 32,UK_CSV0000000000026508 § 11 § 32,UK_CSV0000000000026508 § 12 § 32
UK_CSV0000000000026508 § 0 § 33,UK_CSV0000000000026508 § 1 § 33,UK_CSV0000000000026508 § 2 § 33,UK_CSV0000000000026508 § 3 § 33,UK_CSV0000000000026508 § 4 § 33,UK_CSV0000000000026508 § 5 § 33,UK_CSV0000000000026508 § 6 § 33,UK_CSV0000000000026508 § 7 § 33,UK_CSV0000000000026508 § 8 § 33,UK_CSV0000000000026508 § 9 § 33,UK_CSV0000000000026508 § 10 § 33,UK_CSV0000000000026508 § 11 § 33,UK_CSV0000000000026508 § 12 § 33
UK_CSV0000000000026508 § 0 § 34,UK_CSV0000000000026508 § 1 § 34,UK_CSV0000000000026508 § 2 § 34,UK_CSV0000000000026508 § 3 § 34,UK_CSV0000000000026508 § 4 § 34,UK_CSV0000000000026508 § 5 § 34,UK_CSV0000000000026508 § 6 § 34,UK_CSV0000000000026508 § 7 § 34,UK_CSV0000000000026508 § 8 § 34,UK_CSV0000000000026508 § 9 § 34,UK_CSV0000000000026508 § 10 § 34,UK_CSV0000000000026508 § 11 § 34,UK_CSV0000000000026508 § 12 § 34
UK_CSV0000000000026508 § 0 § 35,UK_CSV0000000000026508 § 1 § 35,UK_CSV0000000000026508 § 2 § 35,UK_CSV0000000000026508 § 3 § 35,UK_CSV0000000000026508 § 4 § 35,UK_CSV0000000000026508 § 5 § 35,UK_CSV0000000000026508 § 6 § 35,UK_CSV0000000000026508 § 7 § 35,UK_CSV0000000000026508 § 8 § 35,UK_CSV0000000000026508 § 9 § 35,UK_CSV0000000000026508 § 10 § 35,UK_CSV0000000000026508 § 11 § 35,UK_CSV0000000000026508 § 12 § 35
UK_CSV0000000000026508 § 0 § 36,UK_CSV0000000000026508 § 1 § 36,UK_CSV0000000000026508 § 2 § 36,UK_CSV0000000000026508 § 3 § 36,UK_CSV0000000000026508 § 4 § 36,UK_CSV0000000000026508 § 5 § 36,UK_CSV0000000000026508 § 6 § 36,UK_CSV0000000000026508 § 7 § 36,UK_CSV0000000000026508 § 8 § 36,UK_CSV0000000000026508 § 9 § 36,UK_CSV0000000000026508 § 10 § 36,UK_CSV0000000000026508 § 11 § 36,UK_CSV0000000000026508 § 12 § 36
UK_CSV0000000000026508 § 0 § 37,UK_CSV0000000000026508 § 1 § 37,UK_CSV0000000000026508 § 2 § 37,UK_CSV0000000000026508 § 3 § 37,UK_CSV0000000000026508 § 4 § 37,UK_CSV0000000000026508 § 5 § 37,UK_CSV0000000000026508 § 6 § 37,UK_CSV0000000000026508 § 7 § 37,UK_CSV0000000000026508 § 8 § 37,UK_CSV0000000000026508 § 9 § 37,UK_CSV0000000000026508 § 10 § 37,UK_CSV0000000000026508 § 11 § 37,UK_CSV0000000000026508 § 12 § 37
UK_CSV0000000000026508 § 0 § 38,UK_CSV0000000000026508 § 1 § 38,UK_CSV0000000000026508 § 2 § 38,UK_CSV0000000000026508 § 3 § 38,UK_CSV0000000000026508 § 4 § 38,UK_CSV0000000000026508 § 5 § 38,UK_CSV0000000000026508 § 6 § 38,UK_CSV0000000000026508 § 7 § 38,UK_CSV0000000000026508 § 8 § 38,UK_CSV0000000000026508 § 9 § 38,UK_CSV0000000000026508 § 10 § 38,UK_CSV0000000000026508 § 11 § 38,UK_CSV0000000000026508 § 12 § 38
UK_CSV0000000000026508 § 0 § 39,UK_CSV0000000000026508 § 1 § 39,UK_CSV0000000000026508 § 2 § 39,UK_CSV0000000000026508 § 3 § 39,UK_CSV0000000000026508 § 4 § 39,UK_CSV0000000000026508 § 5 § 39,UK_CSV0000000000026508 § 6 § 39,UK_CSV0000000000026508 § 7 § 39,UK_CSV0000000000026508 § 8 § 39,UK_CSV0000000000026508 § 9 § 39,UK_CSV0000000000026508 § 10 § 39,UK_CSV0000000000026508 § 11 § 39,UK_CSV0000000000026508 § 12 § 39
UK_CSV0000000000026508 § 0 § 40,UK_CSV0000000000026508 § 1 § 40,UK_CSV0000000000026508 § 2 § 40,UK_CSV0000000000026508 § 3 § 40,UK_CSV0000000000026508 § 4 § 40,UK_CSV0000000000026508 § 5 § 40,UK_CSV0000000000026508 § 6 § 40,UK_CSV0000000000026508 § 7 § 40,UK_CSV0000000000026508 § 8 § 40,UK_CSV0000000000026508 § 9 § 40,UK_CSV0000000000026508 § 10 § 40,UK_CSV0000000000026508 § 11 § 40,UK_CSV0000000000026508 § 12 § 40
UK_CSV0000000000026508 § 0 § 41,UK_CSV0000000000026508 § 1 § 41,UK_CSV0000000000026508 § 2 § 41,UK_CSV0000000000026508 § 3 § 41,UK_CSV0000000000026508 § 4 § 41,UK_CSV0000000000026508 § 5 § 41,UK_CSV0000000000026508 § 6 § 41,UK_CSV0000000000026508 § 7 § 41,UK_CSV0000000000026508 § 8 § 41,UK_CSV0000000000026508 § 9 § 41,UK_CSV0000000000026508 § 10 § 41,UK_CSV0000000000026508 § 11 § 41,UK_CSV0000000000026508 § 12 § 41
UK_CSV0000000000026508 § 0 § 42,UK_CSV0000000000026508 § 1 § 42,UK_CSV0000000000026508 § 2 § 42,UK_CSV0000000000026508 § 3 § 42,UK_CSV0000000000026508 § 4 § 42,UK_CSV0000000000026508 § 5 § 42,UK_CSV0000000000026508 § 6 § 42,UK_CSV0000000000026508 § 7 § 42,UK_CSV0000000000026508 § 8 § 42,UK_CSV0000000000026508 § 9 § 42,UK_CSV0000000000026508 § 10 § 42,UK_CSV0000000000026508 § 11 § 42,UK_CSV0000000000026508 § 12 § 42
UK_CSV0000000000026508 § 0 § 43,UK_CSV0000000000026508 § 1 § 43,UK_CSV0000000000026508 § 2 § 43,UK_CSV0000000000026508 § 3 § 43,UK_CSV0000000000026508 § 4 § 43,UK_CSV0000000000026508 § 5 § 43,UK_CSV0000000000026508 § 6 § 43,UK_CSV0000000000026508 § 7 § 43,UK_CSV0000000000026508 § 8 § 43,UK_CSV0000000000026508 § 9 § 43,UK_CSV0000000000026508 § 10 § 43,UK_CSV0000000000026508 § 11 § 43,UK_CSV0000000000026508 § 12 § 43
UK_CSV0000000000026508 § 0 § 44,UK_CSV0000000000026508 § 1 § 44,UK_CSV0000000000026508 § 2 § 44,UK_CSV0000000000026508 § 3 § 44,UK_CSV0000000000026508 § 4 § 44,UK_CSV0000000000026508 § 5 § 44,UK_CSV0000000000026508 § 6 § 44,UK_CSV0000000000026508 § 7 § 44,UK_CSV0000000000026508 § 8 § 44,UK_CSV0000000000026508 § 9 § 44,UK_CSV0000000000026508 § 10 § 44,UK_CSV0000000000026508 § 11 § 44,UK_CSV0000000000026508 § 12 § 44
UK_CSV0000000000026508 § 0 § 45,UK_CSV0000000000026508 § 1 § 45,UK_CSV0000000000026508 § 2 § 45,UK_CSV0000000000026508 § 3 § 45,UK_CSV0000000000026508 § 4 § 45,UK_CSV0000000000026508 § 5 § 45,UK_CSV0000000000026508 § 6 § 45,UK_CSV0000000000026508 § 7 § 45,UK_CSV0000000000026508 § 8 § 45,UK_CSV0000000000026508 § 9 § 45,UK_CSV0000000000026508 § 10 § 45,UK_CSV0000000000026508 § 11 § 45,UK_CSV0000000000026508 § 12 § 45
UK_CSV0000000000026508 § 0 § 46,UK_CSV0000000000026508 § 1 § 46,UK_CSV0000000000026508 § 2 § 46,UK_CSV0000000000026508 § 3 § 46,UK_CSV0000000000026508 § 4 § 46,UK_CSV0000000000026508 § 5 § 46,UK_CSV0000000000026508 § 6 § 46,UK_CSV0000000000026508 § 7 § 46,UK_CSV0000000000026508 § 8 § 46,UK_CSV0000000000026508 § 9 § 46,UK_CSV0000000000026508 § 10 § 46,UK_CSV0000000000026508 § 11 § 46,UK_CSV0000000000026508 § 12 § 46
UK_CSV0000000000026508 § 0 § 47,UK_CSV0000000000026508 § 1 § 47,UK_CSV0000000000026508 § 2 § 47,UK_CSV0000000000026508 § 3 § 47,UK_CSV0000000000026508 § 4 § 47,UK_CSV0000000000026508 § 5 § 47,UK_CSV0000000000026508 § 6 § 47,UK_CSV0000000000026508 § 7 § 47,UK_CSV0000000000026508 § 8 § 47,UK_CSV0000000000026508 § 9 § 47,UK_CSV0000000000026508 § 10 § 47,UK_CSV0000000000026508 § 11 § 47,UK_CSV0000000000026508 § 12 § 47
