UK_CSV0000000000026508::0::measure,UK_CSV0000000000026508::1::timevalue,UK_CSV0000000000026508::2::timetype,UK_CSV0000000000026508::3::ethnicity,UK_CSV0000000000026508::4::ethnicitytype,UK_CSV0000000000026508::5::legislationtype,UK_CSV0000000000026508::6::geography,UK_CSV0000000000026508::7::geographytype,UK_CSV0000000000026508::8::numberofstopandsearches,UK_CSV0000000000026508::9::totalnumberofstopandsearchcarriedoutinthisyearinth,UK_CSV0000000000026508::10::populationbyethnicity,UK_CSV0000000000026508::11::rateper_one_zero_zero_zeropopulationbyethnicity,UK_CSV0000000000026508::12::proportionoftotalstopandsearchesofthisethnicityint
UK_CSV0000000000026508 § 0 § 102,UK_CSV0000000000026508 § 1 § 102,UK_CSV0000000000026508 § 2 § 102,UK_CSV0000000000026508 § 3 § 102,UK_CSV0000000000026508 § 4 § 102,UK_CSV0000000000026508 § 5 § 102,UK_CSV0000000000026508 § 6 § 102,UK_CSV0000000000026508 § 7 § 102,UK_CSV0000000000026508 § 8 § 102,UK_CSV0000000000026508 § 9 § 102,UK_CSV0000000000026508 § 10 § 102,UK_CSV0000000000026508 § 11 § 102,UK_CSV0000000000026508 § 12 § 102
UK_CSV0000000000026508 § 0 § 103,UK_CSV0000000000026508 § 1 § 103,UK_CSV0000000000026508 § 2 § 103,UK_CSV0000000000026508 § 3 § 103,UK_CSV0000000000026508 § 4 § 103,UK_CSV0000000000026508 § 5 § 103,UK_CSV0000000000026508 § 6 § 103,UK_CSV0000000000026508 § 7 § 103,UK_CSV0000000000026508 § 8 § 103,UK_CSV0000000000026508 § 9 § 103,UK_CSV0000000000026508 § 10 § 103,UK_CSV0000000000026508 § 11 § 103,UK_CSV0000000000026508 § 12 § 103
UK_CSV0000000000026508 § 0 § 104,UK_CSV0000000000026508 § 1 § 104,UK_CSV0000000000026508 § 2 § 104,UK_CSV0000000000026508 § 3 § 104,UK_CSV0000000000026508 § 4 § 104,UK_CSV0000000000026508 § 5 § 104,UK_CSV0000000000026508 § 6 § 104,UK_CSV0000000000026508 § 7 § 104,UK_CSV0000000000026508 § 8 § 104,UK_CSV0000000000026508 § 9 § 104,UK_CSV0000000000026508 § 10 § 104,UK_CSV0000000000026508 § 11 § 104,UK_CSV0000000000026508 § 12 § 104
UK_CSV0000000000026508 § 0 § 105,UK_CSV0000000000026508 § 1 § 105,UK_CSV0000000000026508 § 2 § 105,UK_CSV0000000000026508 § 3 § 105,UK_CSV0000000000026508 § 4 § 105,UK_CSV0000000000026508 § 5 § 105,UK_CSV0000000000026508 § 6 § 105,UK_CSV0000000000026508 § 7 § 105,UK_CSV0000000000026508 § 8 § 105,UK_CSV0000000000026508 § 9 § 105,UK_CSV0000000000026508 § 10 § 105,UK_CSV0000000000026508 § 11 § 105,UK_CSV0000000000026508 § 12 § 105
UK_CSV0000000000026508 § 0 § 106,UK_CSV0000000000026508 § 1 § 106,UK_CSV0000000000026508 § 2 § 106,UK_CSV0000000000026508 § 3 § 106,UK_CSV0000000000026508 § 4 § 106,UK_CSV0000000000026508 § 5 § 106,UK_CSV0000000000026508 § 6 § 106,UK_CSV0000000000026508 § 7 § 106,UK_CSV0000000000026508 § 8 § 106,UK_CSV0000000000026508 § 9 § 106,UK_CSV0000000000026508 § 10 § 106,UK_CSV0000000000026508 § 11 § 106,UK_CSV0000000000026508 § 12 § 106
UK_CSV0000000000026508 § 0 § 107,UK_CSV0000000000026508 § 1 § 107,UK_CSV0000000000026508 § 2 § 107,UK_CSV0000000000026508 § 3 § 107,UK_CSV0000000000026508 § 4 § 107,UK_CSV0000000000026508 § 5 § 107,UK_CSV0000000000026508 § 6 § 107,UK_CSV0000000000026508 § 7 § 107,UK_CSV0000000000026508 § 8 § 107,UK_CSV0000000000026508 § 9 § 107,UK_CSV0000000000026508 § 10 § 107,UK_CSV0000000000026508 § 11 § 107,UK_CSV0000000000026508 § 12 § 107
UK_CSV0000000000026508 § 0 § 108,UK_CSV0000000000026508 § 1 § 108,UK_CSV0000000000026508 § 2 § 108,UK_CSV0000000000026508 § 3 § 108,UK_CSV0000000000026508 § 4 § 108,UK_CSV0000000000026508 § 5 § 108,UK_CSV0000000000026508 § 6 § 108,UK_CSV0000000000026508 § 7 § 108,UK_CSV0000000000026508 § 8 § 108,UK_CSV0000000000026508 § 9 § 108,UK_CSV0000000000026508 § 10 § 108,UK_CSV0000000000026508 § 11 § 108,UK_CSV0000000000026508 § 12 § 108
UK_CSV0000000000026508 § 0 § 109,UK_CSV0000000000026508 § 1 § 109,UK_CSV0000000000026508 § 2 § 109,UK_CSV0000000000026508 § 3 § 109,UK_CSV0000000000026508 § 4 § 109,UK_CSV0000000000026508 § 5 § 109,UK_CSV0000000000026508 § 6 § 109,UK_CSV0000000000026508 § 7 § 109,UK_CSV0000000000026508 § 8 § 109,UK_CSV0000000000026508 § 9 § 109,UK_CSV0000000000026508 § 10 § 109,UK_CSV0000000000026508 § 11 § 109,UK_CSV0000000000026508 § 12 § 109
UK_CSV0000000000026508 § 0 § 110,UK_CSV0000000000026508 § 1 § 110,UK_CSV0000000000026508 § 2 § 110,UK_CSV0000000000026508 § 3 § 110,UK_CSV0000000000026508 § 4 § 110,UK_CSV0000000000026508 § 5 § 110,UK_CSV0000000000026508 § 6 § 110,UK_CSV0000000000026508 § 7 § 110,UK_CSV0000000000026508 § 8 § 110,UK_CSV0000000000026508 § 9 § 110,UK_CSV0000000000026508 § 10 § 110,UK_CSV0000000000026508 § 11 § 110,UK_CSV0000000000026508 § 12 § 110
UK_CSV0000000000026508 § 0 § 111,UK_CSV0000000000026508 § 1 § 111,UK_CSV0000000000026508 § 2 § 111,UK_CSV0000000000026508 § 3 § 111,UK_CSV0000000000026508 § 4 § 111,UK_CSV0000000000026508 § 5 § 111,UK_CSV0000000000026508 § 6 § 111,UK_CSV0000000000026508 § 7 § 111,UK_CSV0000000000026508 § 8 § 111,UK_CSV0000000000026508 § 9 § 111,UK_CSV0000000000026508 § 10 § 111,UK_CSV0000000000026508 § 11 § 111,UK_CSV0000000000026508 § 12 § 111
UK_CSV0000000000026508 § 0 § 112,UK_CSV0000000000026508 § 1 § 112,UK_CSV0000000000026508 § 2 § 112,UK_CSV0000000000026508 § 3 § 112,UK_CSV0000000000026508 § 4 § 112,UK_CSV0000000000026508 § 5 § 112,UK_CSV0000000000026508 § 6 § 112,UK_CSV0000000000026508 § 7 § 112,UK_CSV0000000000026508 § 8 § 112,UK_CSV0000000000026508 § 9 § 112,UK_CSV0000000000026508 § 10 § 112,UK_CSV0000000000026508 § 11 § 112,UK_CSV0000000000026508 § 12 § 112
UK_CSV0000000000026508 § 0 § 113,UK_CSV0000000000026508 § 1 § 113,UK_CSV0000000000026508 § 2 § 113,UK_CSV0000000000026508 § 3 § 113,UK_CSV0000000000026508 § 4 § 113,UK_CSV0000000000026508 § 5 § 113,UK_CSV0000000000026508 § 6 § 113,UK_CSV0000000000026508 § 7 § 113,UK_CSV0000000000026508 § 8 § 113,UK_CSV0000000000026508 § 9 § 113,UK_CSV0000000000026508 § 10 § 113,UK_CSV0000000000026508 § 11 § 113,UK_CSV0000000000026508 § 12 § 113
UK_CSV0000000000026508 § 0 § 114,UK_CSV0000000000026508 § 1 § 114,UK_CSV0000000000026508 § 2 § 114,UK_CSV0000000000026508 § 3 § 114,UK_CSV0000000000026508 § 4 § 114,UK_CSV0000000000026508 § 5 § 114,UK_CSV0000000000026508 § 6 § 114,UK_CSV0000000000026508 § 7 § 114,UK_CSV0000000000026508 § 8 § 114,UK_CSV0000000000026508 § 9 § 114,UK_CSV0000000000026508 § 10 § 114,UK_CSV0000000000026508 § 11 § 114,UK_CSV0000000000026508 § 12 § 114
UK_CSV0000000000026508 § 0 § 115,UK_CSV0000000000026508 § 1 § 115,UK_CSV0000000000026508 § 2 § 115,UK_CSV0000000000026508 § 3 § 115,UK_CSV0000000000026508 § 4 § 115,UK_CSV0000000000026508 § 5 § 115,UK_CSV0000000000026508 § 6 § 115,UK_CSV0000000000026508 § 7 § 115,UK_CSV0000000000026508 § 8 § 115,UK_CSV0000000000026508 § 9 § 115,UK_CSV0000000000026508 § 10 § 115,UK_CSV0000000000026508 § 11 § 115,UK_CSV0000000000026508 § 12 § 115
UK_CSV0000000000026508 § 0 § 116,UK_CSV0000000000026508 § 1 § 116,UK_CSV0000000000026508 § 2 § 116,UK_CSV0000000000026508 § 3 § 116,UK_CSV0000000000026508 § 4 § 116,UK_CSV0000000000026508 § 5 § 116,UK_CSV0000000000026508 § 6 § 116,UK_CSV0000000000026508 § 7 § 116,UK_CSV0000000000026508 § 8 § 116,UK_CSV0000000000026508 § 9 § 116,UK_CSV0000000000026508 § 10 § 116,UK_CSV0000000000026508 § 11 § 116,UK_CSV0000000000026508 § 12 § 116
UK_CSV0000000000026508 § 0 § 117,UK_CSV0000000000026508 § 1 § 117,UK_CSV0000000000026508 § 2 § 117,UK_CSV0000000000026508 § 3 § 117,UK_CSV0000000000026508 § 4 § 117,UK_CSV0000000000026508 § 5 § 117,UK_CSV0000000000026508 § 6 § 117,UK_CSV0000000000026508 § 7 § 117,UK_CSV0000000000026508 § 8 § 117,UK_CSV0000000000026508 § 9 § 117,UK_CSV0000000000026508 § 10 § 117,UK_CSV0000000000026508 § 11 § 117,UK_CSV0000000000026508 § 12 § 117
UK_CSV0000000000026508 § 0 § 118,UK_CSV0000000000026508 § 1 § 118,UK_CSV0000000000026508 § 2 § 118,UK_CSV0000000000026508 § 3 § 118,UK_CSV0000000000026508 § 4 § 118,UK_CSV0000000000026508 § 5 § 118,UK_CSV0000000000026508 § 6 § 118,UK_CSV0000000000026508 § 7 § 118,UK_CSV0000000000026508 § 8 § 118,UK_CSV0000000000026508 § 9 § 118,UK_CSV0000000000026508 § 10 § 118,UK_CSV0000000000026508 § 11 § 118,UK_CSV0000000000026508 § 12 § 118
UK_CSV0000000000026508 § 0 § 119,UK_CSV0000000000026508 § 1 § 119,UK_CSV0000000000026508 § 2 § 119,UK_CSV0000000000026508 § 3 § 119,UK_CSV0000000000026508 § 4 § 119,UK_CSV0000000000026508 § 5 § 119,UK_CSV0000000000026508 § 6 § 119,UK_CSV0000000000026508 § 7 § 119,UK_CSV0000000000026508 § 8 § 119,UK_CSV0000000000026508 § 9 § 119,UK_CSV0000000000026508 § 10 § 119,UK_CSV0000000000026508 § 11 § 119,UK_CSV0000000000026508 § 12 § 119
UK_CSV0000000000026508 § 0 § 120,UK_CSV0000000000026508 § 1 § 120,UK_CSV0000000000026508 § 2 § 120,UK_CSV0000000000026508 § 3 § 120,UK_CSV0000000000026508 § 4 § 120,UK_CSV0000000000026508 § 5 § 120,UK_CSV0000000000026508 § 6 § 120,UK_CSV0000000000026508 § 7 § 120,UK_CSV0000000000026508 § 8 § 120,UK_CSV0000000000026508 § 9 § 120,UK_CSV0000000000026508 § 10 § 120,UK_CSV0000000000026508 § 11 § 120,UK_CSV0000000000026508 § 12 § 120
UK_CSV0000000000026508 § 0 § 121,UK_CSV0000000000026508 § 1 § 121,UK_CSV0000000000026508 § 2 § 121,UK_CSV0000000000026508 § 3 § 121,UK_CSV0000000000026508 § 4 § 121,UK_CSV0000000000026508 § 5 § 121,UK_CSV0000000000026508 § 6 § 121,UK_CSV0000000000026508 § 7 § 121,UK_CSV0000000000026508 § 8 § 121,UK_CSV0000000000026508 § 9 § 121,UK_CSV0000000000026508 § 10 § 121,UK_CSV0000000000026508 § 11 § 121,UK_CSV0000000000026508 § 12 § 121
UK_CSV0000000000026508 § 0 § 122,UK_CSV0000000000026508 § 1 § 122,UK_CSV0000000000026508 § 2 § 122,UK_CSV0000000000026508 § 3 § 122,UK_CSV0000000000026508 § 4 § 122,UK_CSV0000000000026508 § 5 § 122,UK_CSV0000000000026508 § 6 § 122,UK_CSV0000000000026508 § 7 § 122,UK_CSV0000000000026508 § 8 § 122,UK_CSV0000000000026508 § 9 § 122,UK_CSV0000000000026508 § 10 § 122,UK_CSV0000000000026508 § 11 § 122,UK_CSV0000000000026508 § 12 § 122
UK_CSV0000000000026508 § 0 § 123,UK_CSV0000000000026508 § 1 § 123,UK_CSV0000000000026508 § 2 § 123,UK_CSV0000000000026508 § 3 § 123,UK_CSV0000000000026508 § 4 § 123,UK_CSV0000000000026508 § 5 § 123,UK_CSV0000000000026508 § 6 § 123,UK_CSV0000000000026508 § 7 § 123,UK_CSV0000000000026508 § 8 § 123,UK_CSV0000000000026508 § 9 § 123,UK_CSV0000000000026508 § 10 § 123,UK_CSV0000000000026508 § 11 § 123,UK_CSV0000000000026508 § 12 § 123
UK_CSV0000000000026508 § 0 § 124,UK_CSV0000000000026508 § 1 § 124,UK_CSV0000000000026508 § 2 § 124,UK_CSV0000000000026508 § 3 § 124,UK_CSV0000000000026508 § 4 § 124,UK_CSV0000000000026508 § 5 § 124,UK_CSV0000000000026508 § 6 § 124,UK_CSV0000000000026508 § 7 § 124,UK_CSV0000000000026508 § 8 § 124,UK_CSV0000000000026508 § 9 § 124,UK_CSV0000000000026508 § 10 § 124,UK_CSV0000000000026508 § 11 § 124,UK_CSV0000000000026508 § 12 § 124
UK_CSV0000000000026508 § 0 § 125,UK_CSV0000000000026508 § 1 § 125,UK_CSV0000000000026508 § 2 § 125,UK_CSV0000000000026508 § 3 § 125,UK_CSV0000000000026508 § 4 § 125,UK_CSV0000000000026508 § 5 § 125,UK_CSV0000000000026508 § 6 § 125,UK_CSV0000000000026508 § 7 § 125,UK_CSV0000000000026508 § 8 § 125,UK_CSV0000000000026508 § 9 § 125,UK_CSV0000000000026508 § 10 § 125,UK_CSV0000000000026508 § 11 § 125,UK_CSV0000000000026508 § 12 § 125
UK_CSV0000000000026508 § 0 § 126,UK_CSV0000000000026508 § 1 § 126,UK_CSV0000000000026508 § 2 § 126,UK_CSV0000000000026508 § 3 § 126,UK_CSV0000000000026508 § 4 § 126,UK_CSV0000000000026508 § 5 § 126,UK_CSV0000000000026508 § 6 § 126,UK_CSV0000000000026508 § 7 § 126,UK_CSV0000000000026508 § 8 § 126,UK_CSV0000000000026508 § 9 § 126,UK_CSV0000000000026508 § 10 § 126,UK_CSV0000000000026508 § 11 § 126,UK_CSV0000000000026508 § 12 § 126
UK_CSV0000000000026508 § 0 § 127,UK_CSV0000000000026508 § 1 § 127,UK_CSV0000000000026508 § 2 § 127,UK_CSV0000000000026508 § 3 § 127,UK_CSV0000000000026508 § 4 § 127,UK_CSV0000000000026508 § 5 § 127,UK_CSV0000000000026508 § 6 § 127,UK_CSV0000000000026508 § 7 § 127,UK_CSV0000000000026508 § 8 § 127,UK_CSV0000000000026508 § 9 § 127,UK_CSV0000000000026508 § 10 § 127,UK_CSV0000000000026508 § 11 § 127,UK_CSV0000000000026508 § 12 § 127
UK_CSV0000000000026508 § 0 § 128,UK_CSV0000000000026508 § 1 § 128,UK_CSV0000000000026508 § 2 § 128,UK_CSV0000000000026508 § 3 § 128,UK_CSV0000000000026508 § 4 § 128,UK_CSV0000000000026508 § 5 § 128,UK_CSV0000000000026508 § 6 § 128,UK_CSV0000000000026508 § 7 § 128,UK_CSV0000000000026508 § 8 § 128,UK_CSV0000000000026508 § 9 § 128,UK_CSV0000000000026508 § 10 § 128,UK_CSV0000000000026508 § 11 § 128,UK_CSV0000000000026508 § 12 § 128
UK_CSV0000000000026508 § 0 § 129,UK_CSV0000000000026508 § 1 § 129,UK_CSV0000000000026508 § 2 § 129,UK_CSV0000000000026508 § 3 § 129,UK_CSV0000000000026508 § 4 § 129,UK_CSV0000000000026508 § 5 § 129,UK_CSV0000000000026508 § 6 § 129,UK_CSV0000000000026508 § 7 § 129,UK_CSV0000000000026508 § 8 § 129,UK_CSV0000000000026508 § 9 § 129,UK_CSV0000000000026508 § 10 § 129,UK_CSV0000000000026508 § 11 § 129,UK_CSV0000000000026508 § 12 § 129
UK_CSV0000000000026508 § 0 § 130,UK_CSV0000000000026508 § 1 § 130,UK_CSV0000000000026508 § 2 § 130,UK_CSV0000000000026508 § 3 § 130,UK_CSV0000000000026508 § 4 § 130,UK_CSV0000000000026508 § 5 § 130,UK_CSV0000000000026508 § 6 § 130,UK_CSV0000000000026508 § 7 § 130,UK_CSV0000000000026508 § 8 § 130,UK_CSV0000000000026508 § 9 § 130,UK_CSV0000000000026508 § 10 § 130,UK_CSV0000000000026508 § 11 § 130,UK_CSV0000000000026508 § 12 § 130
UK_CSV0000000000026508 § 0 § 131,UK_CSV0000000000026508 § 1 § 131,UK_CSV0000000000026508 § 2 § 131,UK_CSV0000000000026508 § 3 § 131,UK_CSV0000000000026508 § 4 § 131,UK_CSV0000000000026508 § 5 § 131,UK_CSV0000000000026508 § 6 § 131,UK_CSV0000000000026508 § 7 § 131,UK_CSV0000000000026508 § 8 § 131,UK_CSV0000000000026508 § 9 § 131,UK_CSV0000000000026508 § 10 § 131,UK_CSV0000000000026508 § 11 § 131,UK_CSV0000000000026508 § 12 § 131
UK_CSV0000000000026508 § 0 § 132,UK_CSV0000000000026508 § 1 § 132,UK_CSV0000000000026508 § 2 § 132,UK_CSV0000000000026508 § 3 § 132,UK_CSV0000000000026508 § 4 § 132,UK_CSV0000000000026508 § 5 § 132,UK_CSV0000000000026508 § 6 § 132,UK_CSV0000000000026508 § 7 § 132,UK_CSV0000000000026508 § 8 § 132,UK_CSV0000000000026508 § 9 § 132,UK_CSV0000000000026508 § 10 § 132,UK_CSV0000000000026508 § 11 § 132,UK_CSV0000000000026508 § 12 § 132
UK_CSV0000000000026508 § 0 § 133,UK_CSV0000000000026508 § 1 § 133,UK_CSV0000000000026508 § 2 § 133,UK_CSV0000000000026508 § 3 § 133,UK_CSV0000000000026508 § 4 § 133,UK_CSV0000000000026508 § 5 § 133,UK_CSV0000000000026508 § 6 § 133,UK_CSV0000000000026508 § 7 § 133,UK_CSV0000000000026508 § 8 § 133,UK_CSV0000000000026508 § 9 § 133,UK_CSV0000000000026508 § 10 § 133,UK_CSV0000000000026508 § 11 § 133,UK_CSV0000000000026508 § 12 § 133
UK_CSV0000000000026508 § 0 § 134,UK_CSV0000000000026508 § 1 § 134,UK_CSV0000000000026508 § 2 § 134,UK_CSV0000000000026508 § 3 § 134,UK_CSV0000000000026508 § 4 § 134,UK_CSV0000000000026508 § 5 § 134,UK_CSV0000000000026508 § 6 § 134,UK_CSV0000000000026508 § 7 § 134,UK_CSV0000000000026508 § 8 § 134,UK_CSV0000000000026508 § 9 § 134,UK_CSV0000000000026508 § 10 § 134,UK_CSV0000000000026508 § 11 § 134,UK_CSV0000000000026508 § 12 § 134
UK_CSV0000000000026508 § 0 § 135,UK_CSV0000000000026508 § 1 § 135,UK_CSV0000000000026508 § 2 § 135,UK_CSV0000000000026508 § 3 § 135,UK_CSV0000000000026508 § 4 § 135,UK_CSV0000000000026508 § 5 § 135,UK_CSV0000000000026508 § 6 § 135,UK_CSV0000000000026508 § 7 § 135,UK_CSV0000000000026508 § 8 § 135,UK_CSV0000000000026508 § 9 § 135,UK_CSV0000000000026508 § 10 § 135,UK_CSV0000000000026508 § 11 § 135,UK_CSV0000000000026508 § 12 § 135
UK_CSV0000000000026508 § 0 § 136,UK_CSV0000000000026508 § 1 § 136,UK_CSV0000000000026508 § 2 § 136,UK_CSV0000000000026508 § 3 § 136,UK_CSV0000000000026508 § 4 § 136,UK_CSV0000000000026508 § 5 § 136,UK_CSV0000000000026508 § 6 § 136,UK_CSV0000000000026508 § 7 § 136,UK_CSV0000000000026508 § 8 § 136,UK_CSV0000000000026508 § 9 § 136,UK_CSV0000000000026508 § 10 § 136,UK_CSV0000000000026508 § 11 § 136,UK_CSV0000000000026508 § 12 § 136
UK_CSV0000000000026508 § 0 § 137,UK_CSV0000000000026508 § 1 § 137,UK_CSV0000000000026508 § 2 § 137,UK_CSV0000000000026508 § 3 § 137,UK_CSV0000000000026508 § 4 § 137,UK_CSV0000000000026508 § 5 § 137,UK_CSV0000000000026508 § 6 § 137,UK_CSV0000000000026508 § 7 § 137,UK_CSV0000000000026508 § 8 § 137,UK_CSV0000000000026508 § 9 § 137,UK_CSV0000000000026508 § 10 § 137,UK_CSV0000000000026508 § 11 § 137,UK_CSV0000000000026508 § 12 § 137
UK_CSV0000000000026508 § 0 § 138,UK_CSV0000000000026508 § 1 § 138,UK_CSV0000000000026508 § 2 § 138,UK_CSV0000000000026508 § 3 § 138,UK_CSV0000000000026508 § 4 § 138,UK_CSV0000000000026508 § 5 § 138,UK_CSV0000000000026508 § 6 § 138,UK_CSV0000000000026508 § 7 § 138,UK_CSV0000000000026508 § 8 § 138,UK_CSV0000000000026508 § 9 § 138,UK_CSV0000000000026508 § 10 § 138,UK_CSV0000000000026508 § 11 § 138,UK_CSV0000000000026508 § 12 § 138
UK_CSV0000000000026508 § 0 § 139,UK_CSV0000000000026508 § 1 § 139,UK_CSV0000000000026508 § 2 § 139,UK_CSV0000000000026508 § 3 § 139,UK_CSV0000000000026508 § 4 § 139,UK_CSV0000000000026508 § 5 § 139,UK_CSV0000000000026508 § 6 § 139,UK_CSV0000000000026508 § 7 § 139,UK_CSV0000000000026508 § 8 § 139,UK_CSV0000000000026508 § 9 § 139,UK_CSV0000000000026508 § 10 § 139,UK_CSV0000000000026508 § 11 § 139,UK_CSV0000000000026508 § 12 § 139
UK_CSV0000000000026508 § 0 § 140,UK_CSV0000000000026508 § 1 § 140,UK_CSV0000000000026508 § 2 § 140,UK_CSV0000000000026508 § 3 § 140,UK_CSV0000000000026508 § 4 § 140,UK_CSV0000000000026508 § 5 § 140,UK_CSV0000000000026508 § 6 § 140,UK_CSV0000000000026508 § 7 § 140,UK_CSV0000000000026508 § 8 § 140,UK_CSV0000000000026508 § 9 § 140,UK_CSV0000000000026508 § 10 § 140,UK_CSV0000000000026508 § 11 § 140,UK_CSV0000000000026508 § 12 § 140
UK_CSV0000000000026508 § 0 § 141,UK_CSV0000000000026508 § 1 § 141,UK_CSV0000000000026508 § 2 § 141,UK_CSV0000000000026508 § 3 § 141,UK_CSV0000000000026508 § 4 § 141,UK_CSV0000000000026508 § 5 § 141,UK_CSV0000000000026508 § 6 § 141,UK_CSV0000000000026508 § 7 § 141,UK_CSV0000000000026508 § 8 § 141,UK_CSV0000000000026508 § 9 § 141,UK_CSV0000000000026508 § 10 § 141,UK_CSV0000000000026508 § 11 § 141,UK_CSV0000000000026508 § 12 § 141
UK_CSV0000000000026508 § 0 § 142,UK_CSV0000000000026508 § 1 § 142,UK_CSV0000000000026508 § 2 § 142,UK_CSV0000000000026508 § 3 § 142,UK_CSV0000000000026508 § 4 § 142,UK_CSV0000000000026508 § 5 § 142,UK_CSV0000000000026508 § 6 § 142,UK_CSV0000000000026508 § 7 § 142,UK_CSV0000000000026508 § 8 § 142,UK_CSV0000000000026508 § 9 § 142,UK_CSV0000000000026508 § 10 § 142,UK_CSV0000000000026508 § 11 § 142,UK_CSV0000000000026508 § 12 § 142
UK_CSV0000000000026508 § 0 § 143,UK_CSV0000000000026508 § 1 § 143,UK_CSV0000000000026508 § 2 § 143,UK_CSV0000000000026508 § 3 § 143,UK_CSV0000000000026508 § 4 § 143,UK_CSV0000000000026508 § 5 § 143,UK_CSV0000000000026508 § 6 § 143,UK_CSV0000000000026508 § 7 § 143,UK_CSV0000000000026508 § 8 § 143,UK_CSV0000000000026508 § 9 § 143,UK_CSV0000000000026508 § 10 § 143,UK_CSV0000000000026508 § 11 § 143,UK_CSV0000000000026508 § 12 § 143
UK_CSV0000000000026508 § 0 § 144,UK_CSV0000000000026508 § 1 § 144,UK_CSV0000000000026508 § 2 § 144,UK_CSV0000000000026508 § 3 § 144,UK_CSV0000000000026508 § 4 § 144,UK_CSV0000000000026508 § 5 § 144,UK_CSV0000000000026508 § 6 § 144,UK_CSV0000000000026508 § 7 § 144,UK_CSV0000000000026508 § 8 § 144,UK_CSV0000000000026508 § 9 § 144,UK_CSV0000000000026508 § 10 § 144,UK_CSV0000000000026508 § 11 § 144,UK_CSV0000000000026508 § 12 § 144
UK_CSV0000000000026508 § 0 § 145,UK_CSV0000000000026508 § 1 § 145,UK_CSV0000000000026508 § 2 § 145,UK_CSV0000000000026508 § 3 § 145,UK_CSV0000000000026508 § 4 § 145,UK_CSV0000000000026508 § 5 § 145,UK_CSV0000000000026508 § 6 § 145,UK_CSV0000000000026508 § 7 § 145,UK_CSV0000000000026508 § 8 § 145,UK_CSV0000000000026508 § 9 § 145,UK_CSV0000000000026508 § 10 § 145,UK_CSV0000000000026508 § 11 § 145,UK_CSV0000000000026508 § 12 § 145
UK_CSV0000000000026508 § 0 § 146,UK_CSV0000000000026508 § 1 § 146,UK_CSV0000000000026508 § 2 § 146,UK_CSV0000000000026508 § 3 § 146,UK_CSV0000000000026508 § 4 § 146,UK_CSV0000000000026508 § 5 § 146,UK_CSV0000000000026508 § 6 § 146,UK_CSV0000000000026508 § 7 § 146,UK_CSV0000000000026508 § 8 § 146,UK_CSV0000000000026508 § 9 § 146,UK_CSV0000000000026508 § 10 § 146,UK_CSV0000000000026508 § 11 § 146,UK_CSV0000000000026508 § 12 § 146
UK_CSV0000000000026508 § 0 § 147,UK_CSV0000000000026508 § 1 § 147,UK_CSV0000000000026508 § 2 § 147,UK_CSV0000000000026508 § 3 § 147,UK_CSV0000000000026508 § 4 § 147,UK_CSV0000000000026508 § 5 § 147,UK_CSV0000000000026508 § 6 § 147,UK_CSV0000000000026508 § 7 § 147,UK_CSV0000000000026508 § 8 § 147,UK_CSV0000000000026508 § 9 § 147,UK_CSV0000000000026508 § 10 § 147,UK_CSV0000000000026508 § 11 § 147,UK_CSV0000000000026508 § 12 § 147
UK_CSV0000000000026508 § 0 § 148,UK_CSV0000000000026508 § 1 § 148,UK_CSV0000000000026508 § 2 § 148,UK_CSV0000000000026508 § 3 § 148,UK_CSV0000000000026508 § 4 § 148,UK_CSV0000000000026508 § 5 § 148,UK_CSV0000000000026508 § 6 § 148,UK_CSV0000000000026508 § 7 § 148,UK_CSV0000000000026508 § 8 § 148,UK_CSV0000000000026508 § 9 § 148,UK_CSV0000000000026508 § 10 § 148,UK_CSV0000000000026508 § 11 § 148,UK_CSV0000000000026508 § 12 § 148
UK_CSV0000000000026508 § 0 § 149,UK_CSV0000000000026508 § 1 § 149,UK_CSV0000000000026508 § 2 § 149,UK_CSV0000000000026508 § 3 § 149,UK_CSV0000000000026508 § 4 § 149,UK_CSV0000000000026508 § 5 § 149,UK_CSV0000000000026508 § 6 § 149,UK_CSV0000000000026508 § 7 § 149,UK_CSV0000000000026508 § 8 § 149,UK_CSV0000000000026508 § 9 § 149,UK_CSV0000000000026508 § 10 § 149,UK_CSV0000000000026508 § 11 § 149,UK_CSV0000000000026508 § 12 § 149
UK_CSV0000000000026508 § 0 § 150,UK_CSV0000000000026508 § 1 § 150,UK_CSV0000000000026508 § 2 § 150,UK_CSV0000000000026508 § 3 § 150,UK_CSV0000000000026508 § 4 § 150,UK_CSV0000000000026508 § 5 § 150,UK_CSV0000000000026508 § 6 § 150,UK_CSV0000000000026508 § 7 § 150,UK_CSV0000000000026508 § 8 § 150,UK_CSV0000000000026508 § 9 § 150,UK_CSV0000000000026508 § 10 § 150,UK_CSV0000000000026508 § 11 § 150,UK_CSV0000000000026508 § 12 § 150
UK_CSV0000000000026508 § 0 § 151,UK_CSV0000000000026508 § 1 § 151,UK_CSV0000000000026508 § 2 § 151,UK_CSV0000000000026508 § 3 § 151,UK_CSV0000000000026508 § 4 § 151,UK_CSV0000000000026508 § 5 § 151,UK_CSV0000000000026508 § 6 § 151,UK_CSV0000000000026508 § 7 § 151,UK_CSV0000000000026508 § 8 § 151,UK_CSV0000000000026508 § 9 § 151,UK_CSV0000000000026508 § 10 § 151,UK_CSV0000000000026508 § 11 § 151,UK_CSV0000000000026508 § 12 § 151
