UK_CSV0000000000000916::0::region_code,UK_CSV0000000000000916::1::region_name,UK_CSV0000000000000916::2::company_code,UK_CSV0000000000000916::3::company_name,UK_CSV0000000000000916::4::branch_code,UK_CSV0000000000000916::5::branch_name,UK_CSV0000000000000916::6::branch_address,UK_CSV0000000000000916::7::branch_post_code,UK_CSV0000000000000916::8::branch_start_date,UK_CSV0000000000000916::9::branch_end_date,UK_CSV0000000000000916::10::contract_type,UK_CSV0000000000000916::11::inventory_facility,UK_CSV0000000000000916::12::transaction_value,UK_CSV0000000000000916::13::transaction_description
UK_CSV0000000000000916 § 0 § 45,UK_CSV0000000000000916 § 1 § 45,UK_CSV0000000000000916 § 2 § 45,UK_CSV0000000000000916 § 3 § 45,UK_CSV0000000000000916 § 4 § 45,UK_CSV0000000000000916 § 5 § 45,UK_CSV0000000000000916 § 6 § 45,UK_CSV0000000000000916 § 7 § 45,UK_CSV0000000000000916 § 8 § 45,UK_CSV0000000000000916 § 9 § 45,UK_CSV0000000000000916 § 10 § 45,UK_CSV0000000000000916 § 11 § 45,UK_CSV0000000000000916 § 12 § 45,UK_CSV0000000000000916 § 13 § 45
UK_CSV0000000000000916 § 0 § 46,UK_CSV0000000000000916 § 1 § 46,UK_CSV0000000000000916 § 2 § 46,UK_CSV0000000000000916 § 3 § 46,UK_CSV0000000000000916 § 4 § 46,UK_CSV0000000000000916 § 5 § 46,UK_CSV0000000000000916 § 6 § 46,UK_CSV0000000000000916 § 7 § 46,UK_CSV0000000000000916 § 8 § 46,UK_CSV0000000000000916 § 9 § 46,UK_CSV0000000000000916 § 10 § 46,UK_CSV0000000000000916 § 11 § 46,UK_CSV0000000000000916 § 12 § 46,UK_CSV0000000000000916 § 13 § 46
UK_CSV0000000000000916 § 0 § 47,UK_CSV0000000000000916 § 1 § 47,UK_CSV0000000000000916 § 2 § 47,UK_CSV0000000000000916 § 3 § 47,UK_CSV0000000000000916 § 4 § 47,UK_CSV0000000000000916 § 5 § 47,UK_CSV0000000000000916 § 6 § 47,UK_CSV0000000000000916 § 7 § 47,UK_CSV0000000000000916 § 8 § 47,UK_CSV0000000000000916 § 9 § 47,UK_CSV0000000000000916 § 10 § 47,UK_CSV0000000000000916 § 11 § 47,UK_CSV0000000000000916 § 12 § 47,UK_CSV0000000000000916 § 13 § 47
UK_CSV0000000000000916 § 0 § 48,UK_CSV0000000000000916 § 1 § 48,UK_CSV0000000000000916 § 2 § 48,UK_CSV0000000000000916 § 3 § 48,UK_CSV0000000000000916 § 4 § 48,UK_CSV0000000000000916 § 5 § 48,UK_CSV0000000000000916 § 6 § 48,UK_CSV0000000000000916 § 7 § 48,UK_CSV0000000000000916 § 8 § 48,UK_CSV0000000000000916 § 9 § 48,UK_CSV0000000000000916 § 10 § 48,UK_CSV0000000000000916 § 11 § 48,UK_CSV0000000000000916 § 12 § 48,UK_CSV0000000000000916 § 13 § 48
UK_CSV0000000000000916 § 0 § 49,UK_CSV0000000000000916 § 1 § 49,UK_CSV0000000000000916 § 2 § 49,UK_CSV0000000000000916 § 3 § 49,UK_CSV0000000000000916 § 4 § 49,UK_CSV0000000000000916 § 5 § 49,UK_CSV0000000000000916 § 6 § 49,UK_CSV0000000000000916 § 7 § 49,UK_CSV0000000000000916 § 8 § 49,UK_CSV0000000000000916 § 9 § 49,UK_CSV0000000000000916 § 10 § 49,UK_CSV0000000000000916 § 11 § 49,UK_CSV0000000000000916 § 12 § 49,UK_CSV0000000000000916 § 13 § 49
UK_CSV0000000000000916 § 0 § 50,UK_CSV0000000000000916 § 1 § 50,UK_CSV0000000000000916 § 2 § 50,UK_CSV0000000000000916 § 3 § 50,UK_CSV0000000000000916 § 4 § 50,UK_CSV0000000000000916 § 5 § 50,UK_CSV0000000000000916 § 6 § 50,UK_CSV0000000000000916 § 7 § 50,UK_CSV0000000000000916 § 8 § 50,UK_CSV0000000000000916 § 9 § 50,UK_CSV0000000000000916 § 10 § 50,UK_CSV0000000000000916 § 11 § 50,UK_CSV0000000000000916 § 12 § 50,UK_CSV0000000000000916 § 13 § 50
UK_CSV0000000000000916 § 0 § 51,UK_CSV0000000000000916 § 1 § 51,UK_CSV0000000000000916 § 2 § 51,UK_CSV0000000000000916 § 3 § 51,UK_CSV0000000000000916 § 4 § 51,UK_CSV0000000000000916 § 5 § 51,UK_CSV0000000000000916 § 6 § 51,UK_CSV0000000000000916 § 7 § 51,UK_CSV0000000000000916 § 8 § 51,UK_CSV0000000000000916 § 9 § 51,UK_CSV0000000000000916 § 10 § 51,UK_CSV0000000000000916 § 11 § 51,UK_CSV0000000000000916 § 12 § 51,UK_CSV0000000000000916 § 13 § 51
UK_CSV0000000000000916 § 0 § 52,UK_CSV0000000000000916 § 1 § 52,UK_CSV0000000000000916 § 2 § 52,UK_CSV0000000000000916 § 3 § 52,UK_CSV0000000000000916 § 4 § 52,UK_CSV0000000000000916 § 5 § 52,UK_CSV0000000000000916 § 6 § 52,UK_CSV0000000000000916 § 7 § 52,UK_CSV0000000000000916 § 8 § 52,UK_CSV0000000000000916 § 9 § 52,UK_CSV0000000000000916 § 10 § 52,UK_CSV0000000000000916 § 11 § 52,UK_CSV0000000000000916 § 12 § 52,UK_CSV0000000000000916 § 13 § 52
UK_CSV0000000000000916 § 0 § 53,UK_CSV0000000000000916 § 1 § 53,UK_CSV0000000000000916 § 2 § 53,UK_CSV0000000000000916 § 3 § 53,UK_CSV0000000000000916 § 4 § 53,UK_CSV0000000000000916 § 5 § 53,UK_CSV0000000000000916 § 6 § 53,UK_CSV0000000000000916 § 7 § 53,UK_CSV0000000000000916 § 8 § 53,UK_CSV0000000000000916 § 9 § 53,UK_CSV0000000000000916 § 10 § 53,UK_CSV0000000000000916 § 11 § 53,UK_CSV0000000000000916 § 12 § 53,UK_CSV0000000000000916 § 13 § 53
UK_CSV0000000000000916 § 0 § 54,UK_CSV0000000000000916 § 1 § 54,UK_CSV0000000000000916 § 2 § 54,UK_CSV0000000000000916 § 3 § 54,UK_CSV0000000000000916 § 4 § 54,UK_CSV0000000000000916 § 5 § 54,UK_CSV0000000000000916 § 6 § 54,UK_CSV0000000000000916 § 7 § 54,UK_CSV0000000000000916 § 8 § 54,UK_CSV0000000000000916 § 9 § 54,UK_CSV0000000000000916 § 10 § 54,UK_CSV0000000000000916 § 11 § 54,UK_CSV0000000000000916 § 12 § 54,UK_CSV0000000000000916 § 13 § 54
UK_CSV0000000000000916 § 0 § 55,UK_CSV0000000000000916 § 1 § 55,UK_CSV0000000000000916 § 2 § 55,UK_CSV0000000000000916 § 3 § 55,UK_CSV0000000000000916 § 4 § 55,UK_CSV0000000000000916 § 5 § 55,UK_CSV0000000000000916 § 6 § 55,UK_CSV0000000000000916 § 7 § 55,UK_CSV0000000000000916 § 8 § 55,UK_CSV0000000000000916 § 9 § 55,UK_CSV0000000000000916 § 10 § 55,UK_CSV0000000000000916 § 11 § 55,UK_CSV0000000000000916 § 12 § 55,UK_CSV0000000000000916 § 13 § 55
UK_CSV0000000000000916 § 0 § 56,UK_CSV0000000000000916 § 1 § 56,UK_CSV0000000000000916 § 2 § 56,UK_CSV0000000000000916 § 3 § 56,UK_CSV0000000000000916 § 4 § 56,UK_CSV0000000000000916 § 5 § 56,UK_CSV0000000000000916 § 6 § 56,UK_CSV0000000000000916 § 7 § 56,UK_CSV0000000000000916 § 8 § 56,UK_CSV0000000000000916 § 9 § 56,UK_CSV0000000000000916 § 10 § 56,UK_CSV0000000000000916 § 11 § 56,UK_CSV0000000000000916 § 12 § 56,UK_CSV0000000000000916 § 13 § 56
UK_CSV0000000000000916 § 0 § 57,UK_CSV0000000000000916 § 1 § 57,UK_CSV0000000000000916 § 2 § 57,UK_CSV0000000000000916 § 3 § 57,UK_CSV0000000000000916 § 4 § 57,UK_CSV0000000000000916 § 5 § 57,UK_CSV0000000000000916 § 6 § 57,UK_CSV0000000000000916 § 7 § 57,UK_CSV0000000000000916 § 8 § 57,UK_CSV0000000000000916 § 9 § 57,UK_CSV0000000000000916 § 10 § 57,UK_CSV0000000000000916 § 11 § 57,UK_CSV0000000000000916 § 12 § 57,UK_CSV0000000000000916 § 13 § 57
UK_CSV0000000000000916 § 0 § 58,UK_CSV0000000000000916 § 1 § 58,UK_CSV0000000000000916 § 2 § 58,UK_CSV0000000000000916 § 3 § 58,UK_CSV0000000000000916 § 4 § 58,UK_CSV0000000000000916 § 5 § 58,UK_CSV0000000000000916 § 6 § 58,UK_CSV0000000000000916 § 7 § 58,UK_CSV0000000000000916 § 8 § 58,UK_CSV0000000000000916 § 9 § 58,UK_CSV0000000000000916 § 10 § 58,UK_CSV0000000000000916 § 11 § 58,UK_CSV0000000000000916 § 12 § 58,UK_CSV0000000000000916 § 13 § 58
UK_CSV0000000000000916 § 0 § 59,UK_CSV0000000000000916 § 1 § 59,UK_CSV0000000000000916 § 2 § 59,UK_CSV0000000000000916 § 3 § 59,UK_CSV0000000000000916 § 4 § 59,UK_CSV0000000000000916 § 5 § 59,UK_CSV0000000000000916 § 6 § 59,UK_CSV0000000000000916 § 7 § 59,UK_CSV0000000000000916 § 8 § 59,UK_CSV0000000000000916 § 9 § 59,UK_CSV0000000000000916 § 10 § 59,UK_CSV0000000000000916 § 11 § 59,UK_CSV0000000000000916 § 12 § 59,UK_CSV0000000000000916 § 13 § 59
UK_CSV0000000000000916 § 0 § 60,UK_CSV0000000000000916 § 1 § 60,UK_CSV0000000000000916 § 2 § 60,UK_CSV0000000000000916 § 3 § 60,UK_CSV0000000000000916 § 4 § 60,UK_CSV0000000000000916 § 5 § 60,UK_CSV0000000000000916 § 6 § 60,UK_CSV0000000000000916 § 7 § 60,UK_CSV0000000000000916 § 8 § 60,UK_CSV0000000000000916 § 9 § 60,UK_CSV0000000000000916 § 10 § 60,UK_CSV0000000000000916 § 11 § 60,UK_CSV0000000000000916 § 12 § 60,UK_CSV0000000000000916 § 13 § 60
UK_CSV0000000000000916 § 0 § 61,UK_CSV0000000000000916 § 1 § 61,UK_CSV0000000000000916 § 2 § 61,UK_CSV0000000000000916 § 3 § 61,UK_CSV0000000000000916 § 4 § 61,UK_CSV0000000000000916 § 5 § 61,UK_CSV0000000000000916 § 6 § 61,UK_CSV0000000000000916 § 7 § 61,UK_CSV0000000000000916 § 8 § 61,UK_CSV0000000000000916 § 9 § 61,UK_CSV0000000000000916 § 10 § 61,UK_CSV0000000000000916 § 11 § 61,UK_CSV0000000000000916 § 12 § 61,UK_CSV0000000000000916 § 13 § 61
UK_CSV0000000000000916 § 0 § 62,UK_CSV0000000000000916 § 1 § 62,UK_CSV0000000000000916 § 2 § 62,UK_CSV0000000000000916 § 3 § 62,UK_CSV0000000000000916 § 4 § 62,UK_CSV0000000000000916 § 5 § 62,UK_CSV0000000000000916 § 6 § 62,UK_CSV0000000000000916 § 7 § 62,UK_CSV0000000000000916 § 8 § 62,UK_CSV0000000000000916 § 9 § 62,UK_CSV0000000000000916 § 10 § 62,UK_CSV0000000000000916 § 11 § 62,UK_CSV0000000000000916 § 12 § 62,UK_CSV0000000000000916 § 13 § 62
UK_CSV0000000000000916 § 0 § 63,UK_CSV0000000000000916 § 1 § 63,UK_CSV0000000000000916 § 2 § 63,UK_CSV0000000000000916 § 3 § 63,UK_CSV0000000000000916 § 4 § 63,UK_CSV0000000000000916 § 5 § 63,UK_CSV0000000000000916 § 6 § 63,UK_CSV0000000000000916 § 7 § 63,UK_CSV0000000000000916 § 8 § 63,UK_CSV0000000000000916 § 9 § 63,UK_CSV0000000000000916 § 10 § 63,UK_CSV0000000000000916 § 11 § 63,UK_CSV0000000000000916 § 12 § 63,UK_CSV0000000000000916 § 13 § 63
UK_CSV0000000000000916 § 0 § 64,UK_CSV0000000000000916 § 1 § 64,UK_CSV0000000000000916 § 2 § 64,UK_CSV0000000000000916 § 3 § 64,UK_CSV0000000000000916 § 4 § 64,UK_CSV0000000000000916 § 5 § 64,UK_CSV0000000000000916 § 6 § 64,UK_CSV0000000000000916 § 7 § 64,UK_CSV0000000000000916 § 8 § 64,UK_CSV0000000000000916 § 9 § 64,UK_CSV0000000000000916 § 10 § 64,UK_CSV0000000000000916 § 11 § 64,UK_CSV0000000000000916 § 12 § 64,UK_CSV0000000000000916 § 13 § 64
UK_CSV0000000000000916 § 0 § 65,UK_CSV0000000000000916 § 1 § 65,UK_CSV0000000000000916 § 2 § 65,UK_CSV0000000000000916 § 3 § 65,UK_CSV0000000000000916 § 4 § 65,UK_CSV0000000000000916 § 5 § 65,UK_CSV0000000000000916 § 6 § 65,UK_CSV0000000000000916 § 7 § 65,UK_CSV0000000000000916 § 8 § 65,UK_CSV0000000000000916 § 9 § 65,UK_CSV0000000000000916 § 10 § 65,UK_CSV0000000000000916 § 11 § 65,UK_CSV0000000000000916 § 12 § 65,UK_CSV0000000000000916 § 13 § 65
UK_CSV0000000000000916 § 0 § 66,UK_CSV0000000000000916 § 1 § 66,UK_CSV0000000000000916 § 2 § 66,UK_CSV0000000000000916 § 3 § 66,UK_CSV0000000000000916 § 4 § 66,UK_CSV0000000000000916 § 5 § 66,UK_CSV0000000000000916 § 6 § 66,UK_CSV0000000000000916 § 7 § 66,UK_CSV0000000000000916 § 8 § 66,UK_CSV0000000000000916 § 9 § 66,UK_CSV0000000000000916 § 10 § 66,UK_CSV0000000000000916 § 11 § 66,UK_CSV0000000000000916 § 12 § 66,UK_CSV0000000000000916 § 13 § 66
UK_CSV0000000000000916 § 0 § 67,UK_CSV0000000000000916 § 1 § 67,UK_CSV0000000000000916 § 2 § 67,UK_CSV0000000000000916 § 3 § 67,UK_CSV0000000000000916 § 4 § 67,UK_CSV0000000000000916 § 5 § 67,UK_CSV0000000000000916 § 6 § 67,UK_CSV0000000000000916 § 7 § 67,UK_CSV0000000000000916 § 8 § 67,UK_CSV0000000000000916 § 9 § 67,UK_CSV0000000000000916 § 10 § 67,UK_CSV0000000000000916 § 11 § 67,UK_CSV0000000000000916 § 12 § 67,UK_CSV0000000000000916 § 13 § 67
UK_CSV0000000000000916 § 0 § 68,UK_CSV0000000000000916 § 1 § 68,UK_CSV0000000000000916 § 2 § 68,UK_CSV0000000000000916 § 3 § 68,UK_CSV0000000000000916 § 4 § 68,UK_CSV0000000000000916 § 5 § 68,UK_CSV0000000000000916 § 6 § 68,UK_CSV0000000000000916 § 7 § 68,UK_CSV0000000000000916 § 8 § 68,UK_CSV0000000000000916 § 9 § 68,UK_CSV0000000000000916 § 10 § 68,UK_CSV0000000000000916 § 11 § 68,UK_CSV0000000000000916 § 12 § 68,UK_CSV0000000000000916 § 13 § 68
UK_CSV0000000000000916 § 0 § 69,UK_CSV0000000000000916 § 1 § 69,UK_CSV0000000000000916 § 2 § 69,UK_CSV0000000000000916 § 3 § 69,UK_CSV0000000000000916 § 4 § 69,UK_CSV0000000000000916 § 5 § 69,UK_CSV0000000000000916 § 6 § 69,UK_CSV0000000000000916 § 7 § 69,UK_CSV0000000000000916 § 8 § 69,UK_CSV0000000000000916 § 9 § 69,UK_CSV0000000000000916 § 10 § 69,UK_CSV0000000000000916 § 11 § 69,UK_CSV0000000000000916 § 12 § 69,UK_CSV0000000000000916 § 13 § 69
UK_CSV0000000000000916 § 0 § 70,UK_CSV0000000000000916 § 1 § 70,UK_CSV0000000000000916 § 2 § 70,UK_CSV0000000000000916 § 3 § 70,UK_CSV0000000000000916 § 4 § 70,UK_CSV0000000000000916 § 5 § 70,UK_CSV0000000000000916 § 6 § 70,UK_CSV0000000000000916 § 7 § 70,UK_CSV0000000000000916 § 8 § 70,UK_CSV0000000000000916 § 9 § 70,UK_CSV0000000000000916 § 10 § 70,UK_CSV0000000000000916 § 11 § 70,UK_CSV0000000000000916 § 12 § 70,UK_CSV0000000000000916 § 13 § 70
UK_CSV0000000000000916 § 0 § 71,UK_CSV0000000000000916 § 1 § 71,UK_CSV0000000000000916 § 2 § 71,UK_CSV0000000000000916 § 3 § 71,UK_CSV0000000000000916 § 4 § 71,UK_CSV0000000000000916 § 5 § 71,UK_CSV0000000000000916 § 6 § 71,UK_CSV0000000000000916 § 7 § 71,UK_CSV0000000000000916 § 8 § 71,UK_CSV0000000000000916 § 9 § 71,UK_CSV0000000000000916 § 10 § 71,UK_CSV0000000000000916 § 11 § 71,UK_CSV0000000000000916 § 12 § 71,UK_CSV0000000000000916 § 13 § 71
UK_CSV0000000000000916 § 0 § 72,UK_CSV0000000000000916 § 1 § 72,UK_CSV0000000000000916 § 2 § 72,UK_CSV0000000000000916 § 3 § 72,UK_CSV0000000000000916 § 4 § 72,UK_CSV0000000000000916 § 5 § 72,UK_CSV0000000000000916 § 6 § 72,UK_CSV0000000000000916 § 7 § 72,UK_CSV0000000000000916 § 8 § 72,UK_CSV0000000000000916 § 9 § 72,UK_CSV0000000000000916 § 10 § 72,UK_CSV0000000000000916 § 11 § 72,UK_CSV0000000000000916 § 12 § 72,UK_CSV0000000000000916 § 13 § 72
UK_CSV0000000000000916 § 0 § 73,UK_CSV0000000000000916 § 1 § 73,UK_CSV0000000000000916 § 2 § 73,UK_CSV0000000000000916 § 3 § 73,UK_CSV0000000000000916 § 4 § 73,UK_CSV0000000000000916 § 5 § 73,UK_CSV0000000000000916 § 6 § 73,UK_CSV0000000000000916 § 7 § 73,UK_CSV0000000000000916 § 8 § 73,UK_CSV0000000000000916 § 9 § 73,UK_CSV0000000000000916 § 10 § 73,UK_CSV0000000000000916 § 11 § 73,UK_CSV0000000000000916 § 12 § 73,UK_CSV0000000000000916 § 13 § 73
UK_CSV0000000000000916 § 0 § 74,UK_CSV0000000000000916 § 1 § 74,UK_CSV0000000000000916 § 2 § 74,UK_CSV0000000000000916 § 3 § 74,UK_CSV0000000000000916 § 4 § 74,UK_CSV0000000000000916 § 5 § 74,UK_CSV0000000000000916 § 6 § 74,UK_CSV0000000000000916 § 7 § 74,UK_CSV0000000000000916 § 8 § 74,UK_CSV0000000000000916 § 9 § 74,UK_CSV0000000000000916 § 10 § 74,UK_CSV0000000000000916 § 11 § 74,UK_CSV0000000000000916 § 12 § 74,UK_CSV0000000000000916 § 13 § 74
UK_CSV0000000000000916 § 0 § 75,UK_CSV0000000000000916 § 1 § 75,UK_CSV0000000000000916 § 2 § 75,UK_CSV0000000000000916 § 3 § 75,UK_CSV0000000000000916 § 4 § 75,UK_CSV0000000000000916 § 5 § 75,UK_CSV0000000000000916 § 6 § 75,UK_CSV0000000000000916 § 7 § 75,UK_CSV0000000000000916 § 8 § 75,UK_CSV0000000000000916 § 9 § 75,UK_CSV0000000000000916 § 10 § 75,UK_CSV0000000000000916 § 11 § 75,UK_CSV0000000000000916 § 12 § 75,UK_CSV0000000000000916 § 13 § 75
UK_CSV0000000000000916 § 0 § 76,UK_CSV0000000000000916 § 1 § 76,UK_CSV0000000000000916 § 2 § 76,UK_CSV0000000000000916 § 3 § 76,UK_CSV0000000000000916 § 4 § 76,UK_CSV0000000000000916 § 5 § 76,UK_CSV0000000000000916 § 6 § 76,UK_CSV0000000000000916 § 7 § 76,UK_CSV0000000000000916 § 8 § 76,UK_CSV0000000000000916 § 9 § 76,UK_CSV0000000000000916 § 10 § 76,UK_CSV0000000000000916 § 11 § 76,UK_CSV0000000000000916 § 12 § 76,UK_CSV0000000000000916 § 13 § 76
UK_CSV0000000000000916 § 0 § 77,UK_CSV0000000000000916 § 1 § 77,UK_CSV0000000000000916 § 2 § 77,UK_CSV0000000000000916 § 3 § 77,UK_CSV0000000000000916 § 4 § 77,UK_CSV0000000000000916 § 5 § 77,UK_CSV0000000000000916 § 6 § 77,UK_CSV0000000000000916 § 7 § 77,UK_CSV0000000000000916 § 8 § 77,UK_CSV0000000000000916 § 9 § 77,UK_CSV0000000000000916 § 10 § 77,UK_CSV0000000000000916 § 11 § 77,UK_CSV0000000000000916 § 12 § 77,UK_CSV0000000000000916 § 13 § 77
UK_CSV0000000000000916 § 0 § 78,UK_CSV0000000000000916 § 1 § 78,UK_CSV0000000000000916 § 2 § 78,UK_CSV0000000000000916 § 3 § 78,UK_CSV0000000000000916 § 4 § 78,UK_CSV0000000000000916 § 5 § 78,UK_CSV0000000000000916 § 6 § 78,UK_CSV0000000000000916 § 7 § 78,UK_CSV0000000000000916 § 8 § 78,UK_CSV0000000000000916 § 9 § 78,UK_CSV0000000000000916 § 10 § 78,UK_CSV0000000000000916 § 11 § 78,UK_CSV0000000000000916 § 12 § 78,UK_CSV0000000000000916 § 13 § 78
UK_CSV0000000000000916 § 0 § 79,UK_CSV0000000000000916 § 1 § 79,UK_CSV0000000000000916 § 2 § 79,UK_CSV0000000000000916 § 3 § 79,UK_CSV0000000000000916 § 4 § 79,UK_CSV0000000000000916 § 5 § 79,UK_CSV0000000000000916 § 6 § 79,UK_CSV0000000000000916 § 7 § 79,UK_CSV0000000000000916 § 8 § 79,UK_CSV0000000000000916 § 9 § 79,UK_CSV0000000000000916 § 10 § 79,UK_CSV0000000000000916 § 11 § 79,UK_CSV0000000000000916 § 12 § 79,UK_CSV0000000000000916 § 13 § 79
UK_CSV0000000000000916 § 0 § 80,UK_CSV0000000000000916 § 1 § 80,UK_CSV0000000000000916 § 2 § 80,UK_CSV0000000000000916 § 3 § 80,UK_CSV0000000000000916 § 4 § 80,UK_CSV0000000000000916 § 5 § 80,UK_CSV0000000000000916 § 6 § 80,UK_CSV0000000000000916 § 7 § 80,UK_CSV0000000000000916 § 8 § 80,UK_CSV0000000000000916 § 9 § 80,UK_CSV0000000000000916 § 10 § 80,UK_CSV0000000000000916 § 11 § 80,UK_CSV0000000000000916 § 12 § 80,UK_CSV0000000000000916 § 13 § 80
UK_CSV0000000000000916 § 0 § 81,UK_CSV0000000000000916 § 1 § 81,UK_CSV0000000000000916 § 2 § 81,UK_CSV0000000000000916 § 3 § 81,UK_CSV0000000000000916 § 4 § 81,UK_CSV0000000000000916 § 5 § 81,UK_CSV0000000000000916 § 6 § 81,UK_CSV0000000000000916 § 7 § 81,UK_CSV0000000000000916 § 8 § 81,UK_CSV0000000000000916 § 9 § 81,UK_CSV0000000000000916 § 10 § 81,UK_CSV0000000000000916 § 11 § 81,UK_CSV0000000000000916 § 12 § 81,UK_CSV0000000000000916 § 13 § 81
UK_CSV0000000000000916 § 0 § 82,UK_CSV0000000000000916 § 1 § 82,UK_CSV0000000000000916 § 2 § 82,UK_CSV0000000000000916 § 3 § 82,UK_CSV0000000000000916 § 4 § 82,UK_CSV0000000000000916 § 5 § 82,UK_CSV0000000000000916 § 6 § 82,UK_CSV0000000000000916 § 7 § 82,UK_CSV0000000000000916 § 8 § 82,UK_CSV0000000000000916 § 9 § 82,UK_CSV0000000000000916 § 10 § 82,UK_CSV0000000000000916 § 11 § 82,UK_CSV0000000000000916 § 12 § 82,UK_CSV0000000000000916 § 13 § 82
UK_CSV0000000000000916 § 0 § 83,UK_CSV0000000000000916 § 1 § 83,UK_CSV0000000000000916 § 2 § 83,UK_CSV0000000000000916 § 3 § 83,UK_CSV0000000000000916 § 4 § 83,UK_CSV0000000000000916 § 5 § 83,UK_CSV0000000000000916 § 6 § 83,UK_CSV0000000000000916 § 7 § 83,UK_CSV0000000000000916 § 8 § 83,UK_CSV0000000000000916 § 9 § 83,UK_CSV0000000000000916 § 10 § 83,UK_CSV0000000000000916 § 11 § 83,UK_CSV0000000000000916 § 12 § 83,UK_CSV0000000000000916 § 13 § 83
UK_CSV0000000000000916 § 0 § 84,UK_CSV0000000000000916 § 1 § 84,UK_CSV0000000000000916 § 2 § 84,UK_CSV0000000000000916 § 3 § 84,UK_CSV0000000000000916 § 4 § 84,UK_CSV0000000000000916 § 5 § 84,UK_CSV0000000000000916 § 6 § 84,UK_CSV0000000000000916 § 7 § 84,UK_CSV0000000000000916 § 8 § 84,UK_CSV0000000000000916 § 9 § 84,UK_CSV0000000000000916 § 10 § 84,UK_CSV0000000000000916 § 11 § 84,UK_CSV0000000000000916 § 12 § 84,UK_CSV0000000000000916 § 13 § 84
UK_CSV0000000000000916 § 0 § 85,UK_CSV0000000000000916 § 1 § 85,UK_CSV0000000000000916 § 2 § 85,UK_CSV0000000000000916 § 3 § 85,UK_CSV0000000000000916 § 4 § 85,UK_CSV0000000000000916 § 5 § 85,UK_CSV0000000000000916 § 6 § 85,UK_CSV0000000000000916 § 7 § 85,UK_CSV0000000000000916 § 8 § 85,UK_CSV0000000000000916 § 9 § 85,UK_CSV0000000000000916 § 10 § 85,UK_CSV0000000000000916 § 11 § 85,UK_CSV0000000000000916 § 12 § 85,UK_CSV0000000000000916 § 13 § 85
UK_CSV0000000000000916 § 0 § 86,UK_CSV0000000000000916 § 1 § 86,UK_CSV0000000000000916 § 2 § 86,UK_CSV0000000000000916 § 3 § 86,UK_CSV0000000000000916 § 4 § 86,UK_CSV0000000000000916 § 5 § 86,UK_CSV0000000000000916 § 6 § 86,UK_CSV0000000000000916 § 7 § 86,UK_CSV0000000000000916 § 8 § 86,UK_CSV0000000000000916 § 9 § 86,UK_CSV0000000000000916 § 10 § 86,UK_CSV0000000000000916 § 11 § 86,UK_CSV0000000000000916 § 12 § 86,UK_CSV0000000000000916 § 13 § 86
UK_CSV0000000000000916 § 0 § 87,UK_CSV0000000000000916 § 1 § 87,UK_CSV0000000000000916 § 2 § 87,UK_CSV0000000000000916 § 3 § 87,UK_CSV0000000000000916 § 4 § 87,UK_CSV0000000000000916 § 5 § 87,UK_CSV0000000000000916 § 6 § 87,UK_CSV0000000000000916 § 7 § 87,UK_CSV0000000000000916 § 8 § 87,UK_CSV0000000000000916 § 9 § 87,UK_CSV0000000000000916 § 10 § 87,UK_CSV0000000000000916 § 11 § 87,UK_CSV0000000000000916 § 12 § 87,UK_CSV0000000000000916 § 13 § 87
UK_CSV0000000000000916 § 0 § 88,UK_CSV0000000000000916 § 1 § 88,UK_CSV0000000000000916 § 2 § 88,UK_CSV0000000000000916 § 3 § 88,UK_CSV0000000000000916 § 4 § 88,UK_CSV0000000000000916 § 5 § 88,UK_CSV0000000000000916 § 6 § 88,UK_CSV0000000000000916 § 7 § 88,UK_CSV0000000000000916 § 8 § 88,UK_CSV0000000000000916 § 9 § 88,UK_CSV0000000000000916 § 10 § 88,UK_CSV0000000000000916 § 11 § 88,UK_CSV0000000000000916 § 12 § 88,UK_CSV0000000000000916 § 13 § 88
UK_CSV0000000000000916 § 0 § 89,UK_CSV0000000000000916 § 1 § 89,UK_CSV0000000000000916 § 2 § 89,UK_CSV0000000000000916 § 3 § 89,UK_CSV0000000000000916 § 4 § 89,UK_CSV0000000000000916 § 5 § 89,UK_CSV0000000000000916 § 6 § 89,UK_CSV0000000000000916 § 7 § 89,UK_CSV0000000000000916 § 8 § 89,UK_CSV0000000000000916 § 9 § 89,UK_CSV0000000000000916 § 10 § 89,UK_CSV0000000000000916 § 11 § 89,UK_CSV0000000000000916 § 12 § 89,UK_CSV0000000000000916 § 13 § 89
UK_CSV0000000000000916 § 0 § 90,UK_CSV0000000000000916 § 1 § 90,UK_CSV0000000000000916 § 2 § 90,UK_CSV0000000000000916 § 3 § 90,UK_CSV0000000000000916 § 4 § 90,UK_CSV0000000000000916 § 5 § 90,UK_CSV0000000000000916 § 6 § 90,UK_CSV0000000000000916 § 7 § 90,UK_CSV0000000000000916 § 8 § 90,UK_CSV0000000000000916 § 9 § 90,UK_CSV0000000000000916 § 10 § 90,UK_CSV0000000000000916 § 11 § 90,UK_CSV0000000000000916 § 12 § 90,UK_CSV0000000000000916 § 13 § 90
