UK_CSV0000000000000916::0::region_code,UK_CSV0000000000000916::1::region_name,UK_CSV0000000000000916::2::company_code,UK_CSV0000000000000916::3::company_name,UK_CSV0000000000000916::4::branch_code,UK_CSV0000000000000916::5::branch_name,UK_CSV0000000000000916::6::branch_address,UK_CSV0000000000000916::7::branch_post_code,UK_CSV0000000000000916::8::branch_start_date,UK_CSV0000000000000916::9::branch_end_date,UK_CSV0000000000000916::10::contract_type,UK_CSV0000000000000916::11::inventory_facility,UK_CSV0000000000000916::12::transaction_value,UK_CSV0000000000000916::13::transaction_description
UK_CSV0000000000000916 § 0 § 12,UK_CSV0000000000000916 § 1 § 12,UK_CSV0000000000000916 § 2 § 12,UK_CSV0000000000000916 § 3 § 12,UK_CSV0000000000000916 § 4 § 12,UK_CSV0000000000000916 § 5 § 12,UK_CSV0000000000000916 § 6 § 12,UK_CSV0000000000000916 § 7 § 12,UK_CSV0000000000000916 § 8 § 12,UK_CSV0000000000000916 § 9 § 12,UK_CSV0000000000000916 § 10 § 12,UK_CSV0000000000000916 § 11 § 12,UK_CSV0000000000000916 § 12 § 12,UK_CSV0000000000000916 § 13 § 12
UK_CSV0000000000000916 § 0 § 13,UK_CSV0000000000000916 § 1 § 13,UK_CSV0000000000000916 § 2 § 13,UK_CSV0000000000000916 § 3 § 13,UK_CSV0000000000000916 § 4 § 13,UK_CSV0000000000000916 § 5 § 13,UK_CSV0000000000000916 § 6 § 13,UK_CSV0000000000000916 § 7 § 13,UK_CSV0000000000000916 § 8 § 13,UK_CSV0000000000000916 § 9 § 13,UK_CSV0000000000000916 § 10 § 13,UK_CSV0000000000000916 § 11 § 13,UK_CSV0000000000000916 § 12 § 13,UK_CSV0000000000000916 § 13 § 13
UK_CSV0000000000000916 § 0 § 14,UK_CSV0000000000000916 § 1 § 14,UK_CSV0000000000000916 § 2 § 14,UK_CSV0000000000000916 § 3 § 14,UK_CSV0000000000000916 § 4 § 14,UK_CSV0000000000000916 § 5 § 14,UK_CSV0000000000000916 § 6 § 14,UK_CSV0000000000000916 § 7 § 14,UK_CSV0000000000000916 § 8 § 14,UK_CSV0000000000000916 § 9 § 14,UK_CSV0000000000000916 § 10 § 14,UK_CSV0000000000000916 § 11 § 14,UK_CSV0000000000000916 § 12 § 14,UK_CSV0000000000000916 § 13 § 14
UK_CSV0000000000000916 § 0 § 15,UK_CSV0000000000000916 § 1 § 15,UK_CSV0000000000000916 § 2 § 15,UK_CSV0000000000000916 § 3 § 15,UK_CSV0000000000000916 § 4 § 15,UK_CSV0000000000000916 § 5 § 15,UK_CSV0000000000000916 § 6 § 15,UK_CSV0000000000000916 § 7 § 15,UK_CSV0000000000000916 § 8 § 15,UK_CSV0000000000000916 § 9 § 15,UK_CSV0000000000000916 § 10 § 15,UK_CSV0000000000000916 § 11 § 15,UK_CSV0000000000000916 § 12 § 15,UK_CSV0000000000000916 § 13 § 15
UK_CSV0000000000000916 § 0 § 16,UK_CSV0000000000000916 § 1 § 16,UK_CSV0000000000000916 § 2 § 16,UK_CSV0000000000000916 § 3 § 16,UK_CSV0000000000000916 § 4 § 16,UK_CSV0000000000000916 § 5 § 16,UK_CSV0000000000000916 § 6 § 16,UK_CSV0000000000000916 § 7 § 16,UK_CSV0000000000000916 § 8 § 16,UK_CSV0000000000000916 § 9 § 16,UK_CSV0000000000000916 § 10 § 16,UK_CSV0000000000000916 § 11 § 16,UK_CSV0000000000000916 § 12 § 16,UK_CSV0000000000000916 § 13 § 16
UK_CSV0000000000000916 § 0 § 17,UK_CSV0000000000000916 § 1 § 17,UK_CSV0000000000000916 § 2 § 17,UK_CSV0000000000000916 § 3 § 17,UK_CSV0000000000000916 § 4 § 17,UK_CSV0000000000000916 § 5 § 17,UK_CSV0000000000000916 § 6 § 17,UK_CSV0000000000000916 § 7 § 17,UK_CSV0000000000000916 § 8 § 17,UK_CSV0000000000000916 § 9 § 17,UK_CSV0000000000000916 § 10 § 17,UK_CSV0000000000000916 § 11 § 17,UK_CSV0000000000000916 § 12 § 17,UK_CSV0000000000000916 § 13 § 17
UK_CSV0000000000000916 § 0 § 18,UK_CSV0000000000000916 § 1 § 18,UK_CSV0000000000000916 § 2 § 18,UK_CSV0000000000000916 § 3 § 18,UK_CSV0000000000000916 § 4 § 18,UK_CSV0000000000000916 § 5 § 18,UK_CSV0000000000000916 § 6 § 18,UK_CSV0000000000000916 § 7 § 18,UK_CSV0000000000000916 § 8 § 18,UK_CSV0000000000000916 § 9 § 18,UK_CSV0000000000000916 § 10 § 18,UK_CSV0000000000000916 § 11 § 18,UK_CSV0000000000000916 § 12 § 18,UK_CSV0000000000000916 § 13 § 18
UK_CSV0000000000000916 § 0 § 19,UK_CSV0000000000000916 § 1 § 19,UK_CSV0000000000000916 § 2 § 19,UK_CSV0000000000000916 § 3 § 19,UK_CSV0000000000000916 § 4 § 19,UK_CSV0000000000000916 § 5 § 19,UK_CSV0000000000000916 § 6 § 19,UK_CSV0000000000000916 § 7 § 19,UK_CSV0000000000000916 § 8 § 19,UK_CSV0000000000000916 § 9 § 19,UK_CSV0000000000000916 § 10 § 19,UK_CSV0000000000000916 § 11 § 19,UK_CSV0000000000000916 § 12 § 19,UK_CSV0000000000000916 § 13 § 19
UK_CSV0000000000000916 § 0 § 20,UK_CSV0000000000000916 § 1 § 20,UK_CSV0000000000000916 § 2 § 20,UK_CSV0000000000000916 § 3 § 20,UK_CSV0000000000000916 § 4 § 20,UK_CSV0000000000000916 § 5 § 20,UK_CSV0000000000000916 § 6 § 20,UK_CSV0000000000000916 § 7 § 20,UK_CSV0000000000000916 § 8 § 20,UK_CSV0000000000000916 § 9 § 20,UK_CSV0000000000000916 § 10 § 20,UK_CSV0000000000000916 § 11 § 20,UK_CSV0000000000000916 § 12 § 20,UK_CSV0000000000000916 § 13 § 20
UK_CSV0000000000000916 § 0 § 21,UK_CSV0000000000000916 § 1 § 21,UK_CSV0000000000000916 § 2 § 21,UK_CSV0000000000000916 § 3 § 21,UK_CSV0000000000000916 § 4 § 21,UK_CSV0000000000000916 § 5 § 21,UK_CSV0000000000000916 § 6 § 21,UK_CSV0000000000000916 § 7 § 21,UK_CSV0000000000000916 § 8 § 21,UK_CSV0000000000000916 § 9 § 21,UK_CSV0000000000000916 § 10 § 21,UK_CSV0000000000000916 § 11 § 21,UK_CSV0000000000000916 § 12 § 21,UK_CSV0000000000000916 § 13 § 21
UK_CSV0000000000000916 § 0 § 22,UK_CSV0000000000000916 § 1 § 22,UK_CSV0000000000000916 § 2 § 22,UK_CSV0000000000000916 § 3 § 22,UK_CSV0000000000000916 § 4 § 22,UK_CSV0000000000000916 § 5 § 22,UK_CSV0000000000000916 § 6 § 22,UK_CSV0000000000000916 § 7 § 22,UK_CSV0000000000000916 § 8 § 22,UK_CSV0000000000000916 § 9 § 22,UK_CSV0000000000000916 § 10 § 22,UK_CSV0000000000000916 § 11 § 22,UK_CSV0000000000000916 § 12 § 22,UK_CSV0000000000000916 § 13 § 22
UK_CSV0000000000000916 § 0 § 23,UK_CSV0000000000000916 § 1 § 23,UK_CSV0000000000000916 § 2 § 23,UK_CSV0000000000000916 § 3 § 23,UK_CSV0000000000000916 § 4 § 23,UK_CSV0000000000000916 § 5 § 23,UK_CSV0000000000000916 § 6 § 23,UK_CSV0000000000000916 § 7 § 23,UK_CSV0000000000000916 § 8 § 23,UK_CSV0000000000000916 § 9 § 23,UK_CSV0000000000000916 § 10 § 23,UK_CSV0000000000000916 § 11 § 23,UK_CSV0000000000000916 § 12 § 23,UK_CSV0000000000000916 § 13 § 23
UK_CSV0000000000000916 § 0 § 24,UK_CSV0000000000000916 § 1 § 24,UK_CSV0000000000000916 § 2 § 24,UK_CSV0000000000000916 § 3 § 24,UK_CSV0000000000000916 § 4 § 24,UK_CSV0000000000000916 § 5 § 24,UK_CSV0000000000000916 § 6 § 24,UK_CSV0000000000000916 § 7 § 24,UK_CSV0000000000000916 § 8 § 24,UK_CSV0000000000000916 § 9 § 24,UK_CSV0000000000000916 § 10 § 24,UK_CSV0000000000000916 § 11 § 24,UK_CSV0000000000000916 § 12 § 24,UK_CSV0000000000000916 § 13 § 24
UK_CSV0000000000000916 § 0 § 25,UK_CSV0000000000000916 § 1 § 25,UK_CSV0000000000000916 § 2 § 25,UK_CSV0000000000000916 § 3 § 25,UK_CSV0000000000000916 § 4 § 25,UK_CSV0000000000000916 § 5 § 25,UK_CSV0000000000000916 § 6 § 25,UK_CSV0000000000000916 § 7 § 25,UK_CSV0000000000000916 § 8 § 25,UK_CSV0000000000000916 § 9 § 25,UK_CSV0000000000000916 § 10 § 25,UK_CSV0000000000000916 § 11 § 25,UK_CSV0000000000000916 § 12 § 25,UK_CSV0000000000000916 § 13 § 25
UK_CSV0000000000000916 § 0 § 26,UK_CSV0000000000000916 § 1 § 26,UK_CSV0000000000000916 § 2 § 26,UK_CSV0000000000000916 § 3 § 26,UK_CSV0000000000000916 § 4 § 26,UK_CSV0000000000000916 § 5 § 26,UK_CSV0000000000000916 § 6 § 26,UK_CSV0000000000000916 § 7 § 26,UK_CSV0000000000000916 § 8 § 26,UK_CSV0000000000000916 § 9 § 26,UK_CSV0000000000000916 § 10 § 26,UK_CSV0000000000000916 § 11 § 26,UK_CSV0000000000000916 § 12 § 26,UK_CSV0000000000000916 § 13 § 26
UK_CSV0000000000000916 § 0 § 27,UK_CSV0000000000000916 § 1 § 27,UK_CSV0000000000000916 § 2 § 27,UK_CSV0000000000000916 § 3 § 27,UK_CSV0000000000000916 § 4 § 27,UK_CSV0000000000000916 § 5 § 27,UK_CSV0000000000000916 § 6 § 27,UK_CSV0000000000000916 § 7 § 27,UK_CSV0000000000000916 § 8 § 27,UK_CSV0000000000000916 § 9 § 27,UK_CSV0000000000000916 § 10 § 27,UK_CSV0000000000000916 § 11 § 27,UK_CSV0000000000000916 § 12 § 27,UK_CSV0000000000000916 § 13 § 27
UK_CSV0000000000000916 § 0 § 28,UK_CSV0000000000000916 § 1 § 28,UK_CSV0000000000000916 § 2 § 28,UK_CSV0000000000000916 § 3 § 28,UK_CSV0000000000000916 § 4 § 28,UK_CSV0000000000000916 § 5 § 28,UK_CSV0000000000000916 § 6 § 28,UK_CSV0000000000000916 § 7 § 28,UK_CSV0000000000000916 § 8 § 28,UK_CSV0000000000000916 § 9 § 28,UK_CSV0000000000000916 § 10 § 28,UK_CSV0000000000000916 § 11 § 28,UK_CSV0000000000000916 § 12 § 28,UK_CSV0000000000000916 § 13 § 28
UK_CSV0000000000000916 § 0 § 29,UK_CSV0000000000000916 § 1 § 29,UK_CSV0000000000000916 § 2 § 29,UK_CSV0000000000000916 § 3 § 29,UK_CSV0000000000000916 § 4 § 29,UK_CSV0000000000000916 § 5 § 29,UK_CSV0000000000000916 § 6 § 29,UK_CSV0000000000000916 § 7 § 29,UK_CSV0000000000000916 § 8 § 29,UK_CSV0000000000000916 § 9 § 29,UK_CSV0000000000000916 § 10 § 29,UK_CSV0000000000000916 § 11 § 29,UK_CSV0000000000000916 § 12 § 29,UK_CSV0000000000000916 § 13 § 29
UK_CSV0000000000000916 § 0 § 30,UK_CSV0000000000000916 § 1 § 30,UK_CSV0000000000000916 § 2 § 30,UK_CSV0000000000000916 § 3 § 30,UK_CSV0000000000000916 § 4 § 30,UK_CSV0000000000000916 § 5 § 30,UK_CSV0000000000000916 § 6 § 30,UK_CSV0000000000000916 § 7 § 30,UK_CSV0000000000000916 § 8 § 30,UK_CSV0000000000000916 § 9 § 30,UK_CSV0000000000000916 § 10 § 30,UK_CSV0000000000000916 § 11 § 30,UK_CSV0000000000000916 § 12 § 30,UK_CSV0000000000000916 § 13 § 30
UK_CSV0000000000000916 § 0 § 31,UK_CSV0000000000000916 § 1 § 31,UK_CSV0000000000000916 § 2 § 31,UK_CSV0000000000000916 § 3 § 31,UK_CSV0000000000000916 § 4 § 31,UK_CSV0000000000000916 § 5 § 31,UK_CSV0000000000000916 § 6 § 31,UK_CSV0000000000000916 § 7 § 31,UK_CSV0000000000000916 § 8 § 31,UK_CSV0000000000000916 § 9 § 31,UK_CSV0000000000000916 § 10 § 31,UK_CSV0000000000000916 § 11 § 31,UK_CSV0000000000000916 § 12 § 31,UK_CSV0000000000000916 § 13 § 31
UK_CSV0000000000000916 § 0 § 32,UK_CSV0000000000000916 § 1 § 32,UK_CSV0000000000000916 § 2 § 32,UK_CSV0000000000000916 § 3 § 32,UK_CSV0000000000000916 § 4 § 32,UK_CSV0000000000000916 § 5 § 32,UK_CSV0000000000000916 § 6 § 32,UK_CSV0000000000000916 § 7 § 32,UK_CSV0000000000000916 § 8 § 32,UK_CSV0000000000000916 § 9 § 32,UK_CSV0000000000000916 § 10 § 32,UK_CSV0000000000000916 § 11 § 32,UK_CSV0000000000000916 § 12 § 32,UK_CSV0000000000000916 § 13 § 32
UK_CSV0000000000000916 § 0 § 33,UK_CSV0000000000000916 § 1 § 33,UK_CSV0000000000000916 § 2 § 33,UK_CSV0000000000000916 § 3 § 33,UK_CSV0000000000000916 § 4 § 33,UK_CSV0000000000000916 § 5 § 33,UK_CSV0000000000000916 § 6 § 33,UK_CSV0000000000000916 § 7 § 33,UK_CSV0000000000000916 § 8 § 33,UK_CSV0000000000000916 § 9 § 33,UK_CSV0000000000000916 § 10 § 33,UK_CSV0000000000000916 § 11 § 33,UK_CSV0000000000000916 § 12 § 33,UK_CSV0000000000000916 § 13 § 33
UK_CSV0000000000000916 § 0 § 34,UK_CSV0000000000000916 § 1 § 34,UK_CSV0000000000000916 § 2 § 34,UK_CSV0000000000000916 § 3 § 34,UK_CSV0000000000000916 § 4 § 34,UK_CSV0000000000000916 § 5 § 34,UK_CSV0000000000000916 § 6 § 34,UK_CSV0000000000000916 § 7 § 34,UK_CSV0000000000000916 § 8 § 34,UK_CSV0000000000000916 § 9 § 34,UK_CSV0000000000000916 § 10 § 34,UK_CSV0000000000000916 § 11 § 34,UK_CSV0000000000000916 § 12 § 34,UK_CSV0000000000000916 § 13 § 34
UK_CSV0000000000000916 § 0 § 35,UK_CSV0000000000000916 § 1 § 35,UK_CSV0000000000000916 § 2 § 35,UK_CSV0000000000000916 § 3 § 35,UK_CSV0000000000000916 § 4 § 35,UK_CSV0000000000000916 § 5 § 35,UK_CSV0000000000000916 § 6 § 35,UK_CSV0000000000000916 § 7 § 35,UK_CSV0000000000000916 § 8 § 35,UK_CSV0000000000000916 § 9 § 35,UK_CSV0000000000000916 § 10 § 35,UK_CSV0000000000000916 § 11 § 35,UK_CSV0000000000000916 § 12 § 35,UK_CSV0000000000000916 § 13 § 35
UK_CSV0000000000000916 § 0 § 36,UK_CSV0000000000000916 § 1 § 36,UK_CSV0000000000000916 § 2 § 36,UK_CSV0000000000000916 § 3 § 36,UK_CSV0000000000000916 § 4 § 36,UK_CSV0000000000000916 § 5 § 36,UK_CSV0000000000000916 § 6 § 36,UK_CSV0000000000000916 § 7 § 36,UK_CSV0000000000000916 § 8 § 36,UK_CSV0000000000000916 § 9 § 36,UK_CSV0000000000000916 § 10 § 36,UK_CSV0000000000000916 § 11 § 36,UK_CSV0000000000000916 § 12 § 36,UK_CSV0000000000000916 § 13 § 36
UK_CSV0000000000000916 § 0 § 37,UK_CSV0000000000000916 § 1 § 37,UK_CSV0000000000000916 § 2 § 37,UK_CSV0000000000000916 § 3 § 37,UK_CSV0000000000000916 § 4 § 37,UK_CSV0000000000000916 § 5 § 37,UK_CSV0000000000000916 § 6 § 37,UK_CSV0000000000000916 § 7 § 37,UK_CSV0000000000000916 § 8 § 37,UK_CSV0000000000000916 § 9 § 37,UK_CSV0000000000000916 § 10 § 37,UK_CSV0000000000000916 § 11 § 37,UK_CSV0000000000000916 § 12 § 37,UK_CSV0000000000000916 § 13 § 37
UK_CSV0000000000000916 § 0 § 38,UK_CSV0000000000000916 § 1 § 38,UK_CSV0000000000000916 § 2 § 38,UK_CSV0000000000000916 § 3 § 38,UK_CSV0000000000000916 § 4 § 38,UK_CSV0000000000000916 § 5 § 38,UK_CSV0000000000000916 § 6 § 38,UK_CSV0000000000000916 § 7 § 38,UK_CSV0000000000000916 § 8 § 38,UK_CSV0000000000000916 § 9 § 38,UK_CSV0000000000000916 § 10 § 38,UK_CSV0000000000000916 § 11 § 38,UK_CSV0000000000000916 § 12 § 38,UK_CSV0000000000000916 § 13 § 38
UK_CSV0000000000000916 § 0 § 39,UK_CSV0000000000000916 § 1 § 39,UK_CSV0000000000000916 § 2 § 39,UK_CSV0000000000000916 § 3 § 39,UK_CSV0000000000000916 § 4 § 39,UK_CSV0000000000000916 § 5 § 39,UK_CSV0000000000000916 § 6 § 39,UK_CSV0000000000000916 § 7 § 39,UK_CSV0000000000000916 § 8 § 39,UK_CSV0000000000000916 § 9 § 39,UK_CSV0000000000000916 § 10 § 39,UK_CSV0000000000000916 § 11 § 39,UK_CSV0000000000000916 § 12 § 39,UK_CSV0000000000000916 § 13 § 39
UK_CSV0000000000000916 § 0 § 40,UK_CSV0000000000000916 § 1 § 40,UK_CSV0000000000000916 § 2 § 40,UK_CSV0000000000000916 § 3 § 40,UK_CSV0000000000000916 § 4 § 40,UK_CSV0000000000000916 § 5 § 40,UK_CSV0000000000000916 § 6 § 40,UK_CSV0000000000000916 § 7 § 40,UK_CSV0000000000000916 § 8 § 40,UK_CSV0000000000000916 § 9 § 40,UK_CSV0000000000000916 § 10 § 40,UK_CSV0000000000000916 § 11 § 40,UK_CSV0000000000000916 § 12 § 40,UK_CSV0000000000000916 § 13 § 40
UK_CSV0000000000000916 § 0 § 41,UK_CSV0000000000000916 § 1 § 41,UK_CSV0000000000000916 § 2 § 41,UK_CSV0000000000000916 § 3 § 41,UK_CSV0000000000000916 § 4 § 41,UK_CSV0000000000000916 § 5 § 41,UK_CSV0000000000000916 § 6 § 41,UK_CSV0000000000000916 § 7 § 41,UK_CSV0000000000000916 § 8 § 41,UK_CSV0000000000000916 § 9 § 41,UK_CSV0000000000000916 § 10 § 41,UK_CSV0000000000000916 § 11 § 41,UK_CSV0000000000000916 § 12 § 41,UK_CSV0000000000000916 § 13 § 41
UK_CSV0000000000000916 § 0 § 42,UK_CSV0000000000000916 § 1 § 42,UK_CSV0000000000000916 § 2 § 42,UK_CSV0000000000000916 § 3 § 42,UK_CSV0000000000000916 § 4 § 42,UK_CSV0000000000000916 § 5 § 42,UK_CSV0000000000000916 § 6 § 42,UK_CSV0000000000000916 § 7 § 42,UK_CSV0000000000000916 § 8 § 42,UK_CSV0000000000000916 § 9 § 42,UK_CSV0000000000000916 § 10 § 42,UK_CSV0000000000000916 § 11 § 42,UK_CSV0000000000000916 § 12 § 42,UK_CSV0000000000000916 § 13 § 42
UK_CSV0000000000000916 § 0 § 43,UK_CSV0000000000000916 § 1 § 43,UK_CSV0000000000000916 § 2 § 43,UK_CSV0000000000000916 § 3 § 43,UK_CSV0000000000000916 § 4 § 43,UK_CSV0000000000000916 § 5 § 43,UK_CSV0000000000000916 § 6 § 43,UK_CSV0000000000000916 § 7 § 43,UK_CSV0000000000000916 § 8 § 43,UK_CSV0000000000000916 § 9 § 43,UK_CSV0000000000000916 § 10 § 43,UK_CSV0000000000000916 § 11 § 43,UK_CSV0000000000000916 § 12 § 43,UK_CSV0000000000000916 § 13 § 43
UK_CSV0000000000000916 § 0 § 44,UK_CSV0000000000000916 § 1 § 44,UK_CSV0000000000000916 § 2 § 44,UK_CSV0000000000000916 § 3 § 44,UK_CSV0000000000000916 § 4 § 44,UK_CSV0000000000000916 § 5 § 44,UK_CSV0000000000000916 § 6 § 44,UK_CSV0000000000000916 § 7 § 44,UK_CSV0000000000000916 § 8 § 44,UK_CSV0000000000000916 § 9 § 44,UK_CSV0000000000000916 § 10 § 44,UK_CSV0000000000000916 § 11 § 44,UK_CSV0000000000000916 § 12 § 44,UK_CSV0000000000000916 § 13 § 44
