object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3353.0,707131.0,2020/10/16 03:59:59+00,WALGREENS #15183,3410 W BROADWAY,40211.0,2020/10/19 03:59:59+00,7,FIELD
3354.0,703647.0,2020/08/13 03:59:59+00,KAYFIELD ACADEMY,2930 SIX MILE LN,40220.0,2020/08/13 03:59:59+00,7,FIELD
3355.0,705164.0,2020/09/11 03:59:59+00,DUNDEE TAVERN,2224 DUNDEE RD,40205.0,2020/09/14 03:59:59+00,7,FIELD
3356.0,702184.0,2020/07/25 03:59:59+00,IRISH ROVER CLUB,2319 FRANKFORT AVE,40206.0,2020/07/25 03:59:59+00,7,FIELD
3357.0,709524.0,2020/11/18 05:00:00+00,ALDI #36,5109 DIXIE HWY,40216.0,2020/11/19 05:00:00+00,7,FIELD
3358.0,705149.0,2020/09/11 03:59:59+00,FOREST HILLS COMMONS,9107 TAYLORSVILLE RD,40299.0,2020/09/17 03:59:59+00,7,FIELD
3359.0,702845.0,2020/08/04 03:59:59+00,HIKES POINT POST OFFICE,3050 HUNSINGER,40220.0,2020/08/05 03:59:59+00,7,FIELD
3360.0,707257.0,2020/10/20 03:59:59+00,KROGER L-339,2440 BARDSTOWN RD,40205.0,2020/10/21 03:59:59+00,7,FIELD
3361.0,703893.0,2020/08/18 03:59:59+00,ZAXBY'S #51501,3423 FERN VALLEY RD,40213.0,2020/08/25 03:59:59+00,7,FIELD
3362.0,704076.0,2020/08/21 03:59:59+00,TRU BY HILTON,810 PHILLIPS LN,40209.0,2020/08/27 03:59:59+00,7,FIELD
3363.0,704090.0,2020/08/24 03:59:59+00,FAURECIA EXHAUST SYSTMS INC,4415 E INDIAN TRL,40213.0,2020/08/25 03:59:59+00,7,FIELD
3364.0,704173.0,2020/08/22 03:59:59+00,SIMPLE GREEK,3029 POPLAR LEVEL RD,40217.0,2020/08/22 03:59:59+00,7,FIELD
3365.0,704305.0,2020/08/26 03:59:59+00,UPS,6406 GRADE LN,40213.0,2020/10/02 03:59:59+00,7,FIELD
3366.0,704410.0,2020/08/28 03:59:59+00,SOUTHEASTERN FREIGHT,2220 7TH ST RD,40208.0,2020/09/09 03:59:59+00,7,FIELD
3367.0,704501.0,2020/08/14 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/08/14 03:59:59+00,7,FIELD
3368.0,704685.0,2020/09/02 03:59:59+00,AGRIFINANCIAL,2209 RIVER RD,40206.0,2020/09/03 03:59:59+00,7,FIELD
3369.0,705006.0,2020/09/09 03:59:59+00,MARTY'S ORCHID HOUSE,703 S 31ST ST,40211.0,2020/10/19 03:59:59+00,7,FIELD
3370.0,705505.0,2020/09/17 03:59:59+00,PAUL'S FRUIT MARKET INC,4601 JENNINGS LN,40218.0,2020/09/21 03:59:59+00,7,FIELD
3371.0,705660.0,2020/09/21 03:59:59+00,VIVID IMAGNATION CHILD CARE CENTER,5925 SIX MILE LN,40218.0,2020/10/05 03:59:59+00,7,FIELD
3372.0,705870.0,2020/09/25 03:59:59+00,HOREB HAITIAN SEVENTH-DAY ADVENTIST CHURCH,4623 SOUTHERN PKWY,40214.0,2020/10/07 03:59:59+00,7,FIELD
3373.0,705898.0,2020/09/28 03:59:59+00,AYA FOOD MART,438 N 28TH ST,40212.0,2020/09/28 03:59:59+00,7,FIELD
