crimeid,monthvalue,reportedby,outcometype,latitude,fallswithin,locationvalue
b6280b3d65ac2dd63510cb0ea1185674a9214750b635309556252892c31cc4e1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.726846,Gloucestershire Constabulary,On or near Hams Road
765ebab953c382a7763958638b29d2e8ae4032e807ffa1b251aac3a2b8e7ab9c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.727334,Gloucestershire Constabulary,On or near Acorn Drive
0f7de4501ad120576359e9d9f331c12185174aecf77fbd450e2dd14690ae1d13,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865118,Gloucestershire Constabulary,On or near
c053b35e36ec29443a80739a4d4610847386766ab53dbd0cc8ddfc750788922c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.862182,Gloucestershire Constabulary,On or near
227f59adb73385c7e066db20779fcab83701d8d9ca8421189b56c61cdd7275b7,2023-05,Gloucestershire Constabulary,Local resolution,51.910741,Gloucestershire Constabulary,On or near Dormer Road
d38f169668904f8575be29c8e15c0614ff1d1f727f97fbd77a6137e2571aef4a,2023-05,Gloucestershire Constabulary,Local resolution,51.910741,Gloucestershire Constabulary,On or near Dormer Road
467201a3f043e396ad31f962b03c5174965155ce1ab7639a534540f15c027e6f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901028,Gloucestershire Constabulary,On or near All Saints' Terrace
82e60a467d50144a0680ea34b71dc911a4e9f9cbf49324fdd671b80f31c864b1,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
38eb1af6e5d7bdb984d3cf873e02e58159b91c04ff362a2a106479a7daf81ec8,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.638083,Gloucestershire Constabulary,On or near Ormerod Road
db9189be088da2dc97d347eebc4cc386ebe463459533e4628c43021f48bd4f33,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.638083,Gloucestershire Constabulary,On or near Ormerod Road
d476836ea1c8ea5179b3b59c7255443f41c5898cf03b3105958d9b2c3dc8560e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.847429,Gloucestershire Constabulary,On or near Nightjar Road
c9050dd9a27aa64bdfce27bed161db7d6e0890eb31d9968924ee95a1a6d2e5a1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.929282,Gloucestershire Constabulary,On or near Bradfords Court
fb3cbeff56180969940b8e43fc4ab412351734e4189be061f413ec176ea6e58a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.929282,Gloucestershire Constabulary,On or near Bradfords Court
e5189b8077c5bfdd58b386c73ccf4e46d1c5ad2ab64f1eef8471185b4935d263,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.637849,Gloucestershire Constabulary,On or near Saxon Place
ab50faebbda736aa9c9528b305d245b8541641abf53db0f3a71e0762b6ca2054,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.901792,Gloucestershire Constabulary,On or near High Street
06a2967da8e9af1808865a84743e13253b328e7d0e5749fb173f16587a1b0f2e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901792,Gloucestershire Constabulary,On or near High Street
6226e5f28ed3c06d98aee87046567435534d5751ebb13da606598d989e78fd03,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865989,Gloucestershire Constabulary,On or near Pillowell Drive
9713d193a690eba04c405ede1e51e611a62ad403a1081ad3eebce3d6a3345138,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901464,Gloucestershire Constabulary,On or near Hayden Lane
f68be06ae48f266263ae9aa6b62e6cc58c822edd1a5b688252f533b390ff7eec,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.901673,Gloucestershire Constabulary,On or near Devon Avenue
aacf72c74ea5284faaa2de590464c7bc8361c12f010de40c34f4f4ef5bf0bfc5,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.705362,Gloucestershire Constabulary,On or near Farm Close
59a7c33da3c4aceee904c2231f30c8ac444eeb95abd55d36d79a939c58ed3dfa,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
de985a477cebd4c41a7188dbb2dc90d91414524ac675cd546ee3c61f14d63417,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.842044,Gloucestershire Constabulary,On or near Primrose Close
b95b600247c2b9a85c4e9be7f7123f6267eab3c13b4dbc70d8377a3f2d8bd57f,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.818652,Gloucestershire Constabulary,On or near Chestnut Close
9ab497678eb3b0fd35605efab6a3f329cad355345ae40e15ebed524f6e0ecaff,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.917566,Gloucestershire Constabulary,On or near Golden Miller Road
cc7f31993f68b7acb7ee4ff2819868f4becdbdab0dac4c7219cea420ddbcc83f,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.889013,Gloucestershire Constabulary,On or near St Phillip's Street
4dca337ed12884ebebee13fe298b1ebea89925c24c468590614430fd82832735,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.980815,Gloucestershire Constabulary,On or near The Crypt
d8188c3223a98d1ff9911d463c977f7284cdb78fa8d4b311c32c8a72602be8de,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.818738,Gloucestershire Constabulary,On or near St Mawgan Street
e6c52fe15116618fc07b26ba1870bb2a1cc4131b8593a36a3a27597d80463762,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
3311245d8676acd8a4397b4bae57168f84fc0cefabd67bbf0817d31d56119aa7,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.878714,Gloucestershire Constabulary,On or near David French Court
d98d7f86adcb08283abfb2d7d8c79c55e108f836bb246909ab638b1f152ec509,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.903227,Gloucestershire Constabulary,On or near Selkirk Street
ab62981b8df0049ff6821b61aff19ffb522e63f97c0b55c68bd16ac25531ee7e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901774,Gloucestershire Constabulary,On or near
bbdb69cab282316687e1a1c163f731fe160a94689fee5a97c193e286240bd542,2023-05,Gloucestershire Constabulary,Action to be taken by another organisation,51.901607,Gloucestershire Constabulary,On or near Hamlet Close
c77065842a1e20d2a7768a50662df490d71d5cfee2cace79885344f52a8769c3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.835234,Gloucestershire Constabulary,On or near Worcester Walk
9cfcfb0cffe3eade77ae3fc91e52252e5f08f29a9818ad388bd236c5070ad324,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.863615,Gloucestershire Constabulary,On or near Eastgate Street
cc80660bbbc92926682857359cc7dd1045f31d26aebe514129704403358aa0d5,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.855076,Gloucestershire Constabulary,On or near Price Street
1750e65082b911403316dacd61e37a90a4d788bdd24316481af562ea6a4ca92e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.909765,Gloucestershire Constabulary,On or near Elm Close
1ff34f786e5513aa5b369af24442455b3dc9bcc1b41abfd1d021074efd6db954,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.918042,Gloucestershire Constabulary,On or near
438554e2f82d9f255fb4ec2373e1d72d3805b774bd3c6445c6da70f17141baa7,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.898729,Gloucestershire Constabulary,On or near Grosvenor Street
3bc39cf4b7497d26589187bf00f45dfde70fae85325bc369510fede05ad314bd,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.858589,Gloucestershire Constabulary,On or near St Ann Way
19f8817242fdad771d295050a681a7feabfec2c0a1c8b48364806b684813d4c3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,52.005738,Gloucestershire Constabulary,On or near Monkey Meadow
11dc222e912939ccaa404031b03bff0e2b8490ab05037b6552c1eae1876f001f,2023-05,Gloucestershire Constabulary,Local resolution,51.904742,Gloucestershire Constabulary,On or near Robins Close
9650c4154dfa439a6cb41795f699af153f03e7b5ca1ce6a1614d73018ae05cac,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.855157,Gloucestershire Constabulary,On or near Honeythorn Close
cbea0d70c01cb6f24dd32b0d14c809e4e65ad5522661aa819531a65dc7825ed7,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.84136,Gloucestershire Constabulary,On or near Upton Lane
f0b31809d58cb455e2faf46521f73d19dffeb63025da6513f1b9857092f6de42,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.805828,Gloucestershire Constabulary,On or near Sheldrake Lane
b2aa2f330eb407fb8e876ef036c74df36aac12ba6c67fbeacc3c507816c1304e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.734192,Gloucestershire Constabulary,On or near Farmcote Close
fdfef93eb37b74aee0eb661074009ec179c450680449800cca66abd51494e99e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.720061,Gloucestershire Constabulary,On or near Boating Lake Lane
a7432c44e1e24e569e1bf2789b3ae34290a1a536d48d424e28d83c7555e325d0,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.888039,Gloucestershire Constabulary,On or near Clarkia Close
bf19fefd96e405895c12f6c197657265868d42a0517d226a3810585987adaa4d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.88313,Gloucestershire Constabulary,On or near Acer Close
2c0ad481808a41ce90d10824117e877ba726cb69395bb7dda75be3754349592c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.950551,Gloucestershire Constabulary,On or near Foster Close
3d3798d925225b14bce3c14f25cc11e47474f9cd40cd3f4550bd8d55f84567db,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.691865,Gloucestershire Constabulary,On or near The Ridings
4a0a51afd8654252a4d0a68e14e3f0829ade3a99bbc98336ac446551c614005a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.691865,Gloucestershire Constabulary,On or near The Ridings
2c157bb18ee0d2d237d4aaab9ee3e5ed4ab5d53e806d04de900cf069637324ce,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.861626,Gloucestershire Constabulary,On or near
92ebb9e09dbf0ef4a22e1ed62b3f3e764b4826521ada27f13f09e6435a85f284,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.85754,Gloucestershire Constabulary,On or near Overbury Road
00a49f3026b5c21c9a20f2d238fccd90239028531d4ea485390736f662cabc72,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.795551,Gloucestershire Constabulary,On or near The Hemplands
7277cd42c7a0727a21d8be98dffde8cab9079c12512a00b844023477d586ea59,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.681873,Gloucestershire Constabulary,On or near A4135
81103e2ea95c0af5240fb17ed920aadb1a0135be411e3c716a08321fa2ae0052,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.866823,Gloucestershire Constabulary,On or near College Street
7ef0434ab56154a4e9f77b7670c88645ff9c3ebf6114c215b1c30b91894c2920,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.954392,Gloucestershire Constabulary,On or near Abbots Leys Road
6fe4a8af13e5bbd43dd202daa484415c4112bc2662018db24817d39a734367c9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.8079,Gloucestershire Constabulary,On or near Aston Close
47815d22fbf300d8c40b0642af1eec0186251438db35e496b8b8382def242fd3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.954392,Gloucestershire Constabulary,On or near Abbots Leys Road
f12eb38a67233ec78d6bd716150eaa74c5c255cf93fdf283e62861de76ec3360,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.942323,Gloucestershire Constabulary,On or near
e7eed9b6f79874c32c2f25c0cbbd342431f885dec16c4b5840181a0151460778,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
2d0d0488a6826ad135066a2ef9274c6d57e1cc292ee5b7e4e4a94e7259b4f74d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.711014,Gloucestershire Constabulary,On or near Lavender Lane
399589b7e6418546777dfb082b52e87567965e77b535e253d18c795173eb8f35,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.871932,Gloucestershire Constabulary,On or near The Fairways
d5839396ed16791e869b2287f23aec4834f18c8f259b0c287e18d639a1ba8760,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
f43e61c5e06553a3fea0a910cc944427027d7ad4ead8a2d605d6841397b38eac,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
f86015268af57e8e7cb78e9bb9ae1ef271b571472c0a8c19c9804e1518bc5f38,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.84405,Gloucestershire Constabulary,On or near Bronze Close
2ab8b6904181b3135447992eeef2d5b5a548da6f622fb6fbc16ea98e55a29530,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.913696,Gloucestershire Constabulary,On or near Broad Acre Road
1cf3aa973c7b15b3ca7dd73fec8b59bf4c99dbc9817ad1a53bf232772bccd9d9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.859614,Gloucestershire Constabulary,On or near
d8e030b73478844eb28a7f790c4ce7a04efc2aafe50103a925aef3dc94e55a79,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.891604,Gloucestershire Constabulary,On or near The Nurseries
8f13ba7154c5cf16a86fd4e81b4d2a66974658c5ae4962fad4e9e3022de33d1d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.826905,Gloucestershire Constabulary,On or near Holbeach Drive
952f6833d07dff041317ff99df9893515ba81d5146d987d6c39216e32900a8b9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.792191,Gloucestershire Constabulary,On or near
67cac8e192ec26fdef82d3b79142b9e4b07de464a54add16a8439d018223131e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.898763,Gloucestershire Constabulary,On or near Rodney Road
8ee8d9c9d449607587368a92135395aad6210001a8f544aab9d278aea5dfb703,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.84444,Gloucestershire Constabulary,On or near Beaufort Road
32de03e7cfc039ddca6caf3b4d3fac51938a54d1cb6c4b9ab683707fcdaeaccc,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.86342,Gloucestershire Constabulary,On or near
00e0fd0362c8d7da1c4f872c697a14d187799a228afff76c110b23d5ce11e843,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.908845,Gloucestershire Constabulary,On or near Lee Close
68679b4247b23f467c09c391496bc456ea686cbc6bf3fcb2569e11d6a27f96ab,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.747315,Gloucestershire Constabulary,On or near Maypole Green
6059517defc80099d44337f40d29326ec82c33d44821f28e807115fbbd968038,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.794109,Gloucestershire Constabulary,On or near St John's Street
68617064fcc2bd0832c3a3f5d582eca0d335577f545cf0a266906c9844e0f9f9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.747315,Gloucestershire Constabulary,On or near Maypole Green
847e163307e503014a3c038954c6948949c160850891a54779e4aef564d52555,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
a16d1b9391ff5b60eebb0f463404018344b21ce6e705a3f3c826b44f649374d8,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901774,Gloucestershire Constabulary,On or near
55aeaafd420a6f0e53bb4c2eee2d4a33af2bfbe3535ee47c7a6403b323db7659,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.907769,Gloucestershire Constabulary,On or near Montreal Drive
78e7f415d6988d3b4a27bbde9bce2c2f6faff5b80e89df0a43417c98d9015555,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.880666,Gloucestershire Constabulary,On or near Cirencester Road
a4441d1646fa21f6a8fd97b2411aeb873daaa61404e5846e4c541e11201e3ad1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.880666,Gloucestershire Constabulary,On or near Cirencester Road
86cb2cbbae39cee022c0e9e54c0d6b0ffd99338cf83cf4dc3a57f7401dbade52,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.718784,Gloucestershire Constabulary,On or near Port Lane
3bee37da9b8d43a00345e42b44252eefdcdaf04313876426c965399ef65c2dfc,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.738075,Gloucestershire Constabulary,On or near Bowbridge Wharf
d081beefdb336f5cb58535eb1e0eec2544172ebadecadd450c132104d8e1489f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.851867,Gloucestershire Constabulary,On or near Newton Avenue
13e01237c34e9ca55040b5f5af45b0ccb05417201d49fb91af065768d3c31582,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
e3365162a9bede385857fb5cba3a0efb9a469243f92f09dec6c3c6728b514bc1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.692101,Gloucestershire Constabulary,On or near Leaze Close
bd75dd53935caa0fbca7ccfd9645e1b6c657752b8ec5a2195cfc426544afeb85,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.85221,Gloucestershire Constabulary,On or near Dora Walk
881501ede95e7c7b6de37e9eff70542fa7839a874c60ee66a13a62719d0c8ce2,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.881679,Gloucestershire Constabulary,On or near Melody Way
424e8a534907643fdfd251d127a0e2f9b8dc89347e5c9455ab32ab6731cb398c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.796221,Gloucestershire Constabulary,On or near Orchard Road
ab336eea741c7d83877963e7fd3bcb3c8a36a97a993be02c25d046e49bff6088,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.857519,Gloucestershire Constabulary,On or near Falkner Street
93db029b58b5072fd6a5b6f620c7f2a695d832f608428fb4d73891fcd8124974,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.857519,Gloucestershire Constabulary,On or near Falkner Street
eb2b1edbb1c545d0aee44af0a76e8c300e409eedced1c5621313c369dfc40439,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.678846,Gloucestershire Constabulary,On or near St Marks Rise
cca943014583f1c8825ae6ea48f5b41e25bff249dfeb3f041a184ff7353ce0d5,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,52.023113,Gloucestershire Constabulary,On or near Abbots Court Drive
cd7b6d3681525c22ba7bd1ea040cdffe51f09fc55a6699f5f95cceaa91d4786e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.831301,Gloucestershire Constabulary,On or near Bazeley Road
aeb27a2dc701827c3ddb1e77a748c70f369deab187e4575c8feb52f2763e2403,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.868599,Gloucestershire Constabulary,On or near London Road
635448c7dab3a360795dd44b2973df57ffe20223ba884616754b839799ce84a4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.868599,Gloucestershire Constabulary,On or near London Road
b935b2bbed763a10dce96c19f39d068c7e423a666ca978d6868fe3ff2ad43bb9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.868599,Gloucestershire Constabulary,On or near London Road
932af85db81c1a7ed5c155f6f1b6bdf76bcdc40bd497aa5effe7e26cc03c53fd,2023-05,Gloucestershire Constabulary,Suspect charged as part of another case,51.900392,Gloucestershire Constabulary,On or near
70b2edd84af93d87995a17c4a855f11857cccb0d8fa06ea3562729fe20becf0e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.908907,Gloucestershire Constabulary,On or near Pennsylvania Mews
cb3ce7fc053f91e2e2ecc4861716c7f405ad94da9857edffecbe05955d251a96,2023-05,Gloucestershire Constabulary,Local resolution,51.909935,Gloucestershire Constabulary,On or near
58ff9be969703ec7d765cc1750c5d09206b6a33fb75451f0b15c2d10d6c384dd,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.796221,Gloucestershire Constabulary,On or near Orchard Road
2350616563696331881d692601fd51b9e1a05bd65ab47739c400f7f9e78ad9c4,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
b6f006475bd8689608947675e975c31698fe2c37c40e11e30d31dd1420b042ac,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865989,Gloucestershire Constabulary,On or near Pillowell Drive
3748bb2fc10a2f92256b10e69da75574def576fcc20bb07c40f76c3d31644d79,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.853399,Gloucestershire Constabulary,On or near Plough Close
8784aab29383c34082f48d1b2896d6c1a4823ff5ea6935f4b15937ba5557701a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.875239,Gloucestershire Constabulary,On or near The Close
721430cc385e5d53c9bbb9c1cb3d159d0dfb3eccb69fe3ba6ef49f8d0080d4f3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.795345,Gloucestershire Constabulary,On or near Parkside
fbf80b12220638695248adca1989c404231f7700fec8ca4f714a085e43458fa5,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.739701,Gloucestershire Constabulary,On or near Field House Gardens
8adcbfc5c1b515a1b06922963f5e75bbae0cf8ab27a7a476f03a5742400e7874,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.909795,Gloucestershire Constabulary,On or near St. Mary's Mews
baafa21a7fd1e4d2cdff69efdfde54bd466530f290f7fef95d49ed0893a56df6,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.868955,Gloucestershire Constabulary,On or near Columbia Close
eae5bc0d0584b0817f8b4a2c08a1562f7820b33f8e51e42c027ef107d685c185,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,52.049314,Gloucestershire Constabulary,On or near Dyer's Lane
0e50609a40a27bfd388df3e0353ada2248d1e114fb7199b80f4b3729c888fc58,2023-05,Gloucestershire Constabulary,Suspect charged,51.696539,Gloucestershire Constabulary,On or near GEORGE STREET
0e50609a40a27bfd388df3e0353ada2248d1e114fb7199b80f4b3729c888fc58,2023-05,Gloucestershire Constabulary,Suspect charged,51.696539,Gloucestershire Constabulary,On or near GEORGE STREET
9fcb6a8123d9fed3fd92037bc62009cdbcf3665590eebbd0becffe4be206fc70,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.89034,Gloucestershire Constabulary,On or near Leacey Court
0f77725f120488c67277331e00d07fd79da4c07c8a3d4816fdc578e78c851166,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.808099,Gloucestershire Constabulary,On or near Hunts Grove Drive
f4b07057b1a0073bfebb3e738d1cb6d66c687883ccd541b836000624029813f1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.915587,Gloucestershire Constabulary,On or near Waldrist Close
781f22d3bb93ce478b23cf488d12bc5c71259d9bcd294b2f2ba2bc67cbb28e38,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.915587,Gloucestershire Constabulary,On or near Waldrist Close
1ee85e1b9b632827f5a4a83330a1951342605e813080918a2ee03af04281f9aa,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.723092,Gloucestershire Constabulary,On or near Valley Road
2718d56b57443c3fdffb01a105cfeea2aa1dcd4fc856e40de9d75e73de76a8d1,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.723092,Gloucestershire Constabulary,On or near Valley Road
ea349939cf04d937997a60d7fd6a5f029e65f6d102a7e26f65f143d65ce62469,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.860343,Gloucestershire Constabulary,On or near All Saints' Road
f286e98a0c03b6c5b9805d3a5e2eb70839419735f8b154a474148c399503cacc,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,On or near
51b46fddb2c174d4843ff84b24e659266524aef03b15946e960b2421f2adbf80,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,On or near
243bb85de003dd19a7b76a3dd4ad79305926358331383fa1798caba8771e2614,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,52.02858,Gloucestershire Constabulary,On or near Ferryman Close
e0159f1b7fa45d7a4c720b8a66e2525362726cba4327a0d4bc389d78c956f5b8,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.903658,Gloucestershire Constabulary,On or near Grove Street
075909addc0bafcf21cab29446b7921f43ea342a32e3b65e4e3254a6da8b1126,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.794109,Gloucestershire Constabulary,On or near St John's Street
4f5a0d40428e9208bb432c3cdba887de4ec587593187f7e66b2ad775600e5ae0,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.907769,Gloucestershire Constabulary,On or near Montreal Drive
f42062404cbded7d9b6bedecaf5561834787ffb184c9ad894bb603a74679fdb3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.907769,Gloucestershire Constabulary,On or near Montreal Drive
1f1d2050bb84cd4e1ba439b617552e4b91e2fcc6c4ce13defc31e0a5db922753,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.74671,Gloucestershire Constabulary,On or near Gloucester Street
749bfa9252d9617bec32446db69ce0325856873ed8379224861a6741d95862d2,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.902632,Gloucestershire Constabulary,On or near Humber Road
7ec2af4ab89f2fae8573fa8d8ce3778e9a0f5d4a60fe386d646d973d5413c169,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.635946,Gloucestershire Constabulary,On or near Mount Pleasant
b4fbbb366000e4006e6667408e88eef79e923936ffddff2711f416efe2b0ff8f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
e47464db329f07538c92576229bf6c6f42ea70ca1aa3d064ac901a5a1761cf64,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.898763,Gloucestershire Constabulary,On or near Rodney Road
6362cc6c91fa01ebd55f04165f70f97a30c9e292e644be59f8bf89d17214f475,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.819785,Gloucestershire Constabulary,On or near Darell Close
82f8d329f1509c7469230ae9052ad1606de9a58c25ba4fa9616fa0eb74936c72,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.819785,Gloucestershire Constabulary,On or near Darell Close
6c6d7609ec3a706bef8e98c039cea193ca4d0ff6cb2fd260192927ab2b8aec2e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.861677,Gloucestershire Constabulary,On or near St Michael's Square
b81a8535ba142e9771e752fcf11ba039531e37e94dec2cae93e336f65ee610db,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865,Gloucestershire Constabulary,On or near
6476eb34404d5b132eab1cd96640490784c23dea8e787882f817553f50ac277d,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.845031,Gloucestershire Constabulary,On or near Ampney Lane
994c059dc05afd552d49261621c646fab576cfb53cfcda22c990365ea9e46b3a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.851317,Gloucestershire Constabulary,On or near Cecil Road
6fbbafcb09899239c1415b2e48582a1bcabde7fe360ff1d415e1ef7abd3ec311,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.734192,Gloucestershire Constabulary,On or near Farmcote Close
