crimeid,monthvalue,reportedby,outcometype,latitude,fallswithin,locationvalue
08d571fd1a54c7388acf44ce26d5b6709b745eccc070b1a2363fec71dde8ed4b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.909492,Gloucestershire Constabulary,On or near Pennsylvania Avenue
21934563b8de405559093d61327049c6be0d72ce4db0bfa62b478118c0edbe5e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.863077,Gloucestershire Constabulary,On or near
d0340193be60e41d73e902d07e2ae21ddc8b3510f03a65f9b4bd03ae5a1d54cb,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.758738,Gloucestershire Constabulary,On or near
3810b8f3d875715fe002bbab922c7ca488fe5b774501f8c43d91a59499442247,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.895139,Gloucestershire Constabulary,On or near Tewkesbury Road
1b7784be25a8501ba102dd4e87290c02c19cc2066d37d5313d941dc71fae3c99,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.846498,Gloucestershire Constabulary,On or near Jenkinson Close
405e0dde3c5f1d11f30c31e293dd6a74cf619ac3b005ea62f530cdb1186f1548,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.885221,Gloucestershire Constabulary,On or near Fairfield Walk
317b077f41b78a36b013cea34d95875ab7c45751a692e3494ec26ac4567b1b36,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
25131ca946b4feaf5807946cb48b3e2d8440fa2194dc2002f65096edc2888c91,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.74445,Gloucestershire Constabulary,On or near Devereaux Crescent
9bf5e910c4aca73e52642479e8d9af345eace1005a6df062dcd09f552b3d28e1,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.701383,Gloucestershire Constabulary,On or near Noel Lee Way
fe818ff69e0fb4dcb5f661cb661aecdd823548d2896ba8d2451acb44b43a2987,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.746891,Gloucestershire Constabulary,On or near Orchard Court
fc707bafe2086df288529dba83c9a624b7e60df6973b150237b056f350954c8e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.869669,Gloucestershire Constabulary,On or near Worcester Parade
424623ade8c83385c674545a41440d8912d4190e869503dfd16ff32709538371,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.881556,Gloucestershire Constabulary,On or near Hulbert Crescent
9eb75d4559ef7ed50743c217d4e9b8d4f7232ac3343848870412fc6dbf521de7,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.86342,Gloucestershire Constabulary,On or near
0540ac9a41c8e70e9d9d98443b217d24042d13e52dc71e8bd8ba3e73ced64719,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.838939,Gloucestershire Constabulary,On or near Hathaway Close
7a1f04c4635ecd562c0cc8a94f1e2a6c0b218bbae5773e76097d394603e39c88,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.914037,Gloucestershire Constabulary,On or near Watermoor Close
8cfb9480c877653d986a2f73cadd10797e8ae24cddb43388c0cb37faf730228f,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.858568,Gloucestershire Constabulary,On or near
67e5776c00ece38023f6559ce835325d6c9d8d115d98ecfa6eb08ac053db2867,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.884148,Gloucestershire Constabulary,On or near Oswalds Close
382e1bcfcb37bbbc32f663e2189c80dc3543696f14486dd45e8ad5f69415b66b,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.8915,Gloucestershire Constabulary,On or near Sandford Road
8a089f7ac9eafde5385c65595ab9ac2c761bab1d4d896b20b8025e0b1de193d5,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.74554,Gloucestershire Constabulary,On or near Margaret Hills Place
5d14482db87fec0c46f24c5450040e264301f726cded63113a193b3b766f3995,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.900715,Gloucestershire Constabulary,On or near Guinevere Road
a8d51e694950bceef85bed246c3202ed82cfabb0d9bbd4f1ca32691c9b40cac5,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.981211,Gloucestershire Constabulary,On or near Redwing Close
cf47ac5a1dd670713f4798e633b9abc7975afc6296fc7bbd022c940acc9000c9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
782713a642b8df0a0c83b0ae8f607a64cd4ed6cef45330b3a335375ed21e293a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.85669,Gloucestershire Constabulary,On or near New Street
5fc2999e358c8fb0a2d90d9de67e39cae311d0ce1a2340c39b93e2fef27cb5d8,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.863077,Gloucestershire Constabulary,On or near
ecb2cf10b28aafbdcecd0bfbb9b415efdf2cf0352c9f4b44f985a926fbdbe8ef,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.859614,Gloucestershire Constabulary,On or near
21a81c402869a1fd970498b9440e5aac7a4c1e9306135ac13d9931f3c903b8a9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.847182,Gloucestershire Constabulary,On or near The Greenway
7f132dc9a3f38dad7821d64cc58ec7d4deec013d2a344a1e4c9d31fc850ae6a2,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.816527,Gloucestershire Constabulary,On or near Hixon Walk
be960bd5704ad830ea7c1d39c03b31eaeaaf50de3adfa78c6669f214eab80346,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
b5bfff8b525b24ae76874d508384b321f0eeb2542b039f4cb7351a247a2d5213,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.83446,Gloucestershire Constabulary,On or near Nympsfield Road
2c6e1edb1ad810d44af970d606dbbda26322964c8c3c91f6f52c50fa37b272cd,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.880855,Gloucestershire Constabulary,On or near
3be46cd2f72877f088c1d95c59a207a3a4516efdf248b206992773ba509093be,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,53.303454,Gloucestershire Constabulary,On or near
17f229537fa33ac9b87bf3f567bf1c9b048df84976dab9992be638e2953e02ee,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
9b79d0ed0b2b2a706ada926fd0b69aeb801bfc0ddc981c73d765d641fe902484,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.822252,Gloucestershire Constabulary,On or near Locking Drive
467b70fcefc8e2bcd0d6a2a48d3c41ac092a297530021d65c2397330c61266f6,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.952588,Gloucestershire Constabulary,On or near Balladine Crescent
029e168f31e3bdc3434f977ca46ee6ad9174ad3f6a9882b2fd4329c3e41f4677,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.776542,Gloucestershire Constabulary,On or near Howell's Lane
d2fe77d6885942126e61d480a0c2c11bded35fc55cf8fd1df70c632de3502853,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.896883,Gloucestershire Constabulary,On or near
223d503e313ad858ef1f2fc9cde2f70027a04636c287dd8c8a066a068780cb64,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.880855,Gloucestershire Constabulary,On or near
b5c76e1a072959e3a970cb70659b44d3e6a0caff61f95ca014596c5ef1702ba1,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.909492,Gloucestershire Constabulary,On or near Pennsylvania Avenue
7ce4edcb7e71d7e20b8911a0ec844be9104d05549eabe477e5b8d767b1bf0e3a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.896883,Gloucestershire Constabulary,On or near
a5c2fc2904484f2e63f150e176cdf9b99203c2736b7d2ae54783d099082282a3,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.904494,Gloucestershire Constabulary,On or near Arle Close
d1e1cd2c6e19adc8e405d491d8539d70cea9ea40928a501883df2dbf37ea633a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
4065a11729019f7dac60986cff75182b0ceb664bfd82b5c627fa8d74a6008861,2023-05,Gloucestershire Constabulary,Action to be taken by another organisation,51.877715,Gloucestershire Constabulary,On or near Wedgwood Drive
4852795488c740e1597a17f3d10d9568841bc2a820cd84164e283463db3d9d3d,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.891491,Gloucestershire Constabulary,On or near Tibberton Grove
3c441113649d70534fff38f82b7b1f5b22f21ff2797828aef756d327b02b1180,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.909562,Gloucestershire Constabulary,On or near Brown Close
167da60851022d3421eeacd8bb0910e637bc4e3dbf1f4d63af7790f0d496332f,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.847737,Gloucestershire Constabulary,On or near Whittle Way
95ee6f770e32919d95bed39ca2116bca4f8c7ec1eb1dfde6482f90a135fcb613,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.714995,Gloucestershire Constabulary,On or near Purley Avenue
e57a0b055a0f2af1a9ee68d3c6c6c058c7d88f913f3f706d1c484824c2a98fd5,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.990986,Gloucestershire Constabulary,On or near Lancaster Corner
6c3b067ca0ff130d3980b9bd2b998886c7e2bef9d41a2ccc634c95652e59f5b2,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.909611,Gloucestershire Constabulary,On or near Listening Post Close
ae4c9ae76b10d37f8bfc284aae8f30a166a5b30ced19bee0b7575529eff4b9d9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.909611,Gloucestershire Constabulary,On or near Listening Post Close
389c6e6d47a8b163e3a220c2a7ffdfb800333dd3395e961adbb3e373dbbe9c89,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.91805,Gloucestershire Constabulary,On or near
377902463c00fd4425c0f2715095bbee85b470f3809dc36b7f79d267ddab0c34,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.842508,Gloucestershire Constabulary,On or near Baneberry Road
cfa2559604e530ab27f0f1a67edc8d244aab5bb2d8d4e6e22e1c38816c65e5b7,2023-05,Gloucestershire Constabulary,Local resolution,51.863406,Gloucestershire Constabulary,On or near Dean Meadows
3e8a116daa4a4961b317e348429a1c3b9a1fd6130c0083e7e89609b3efefc30d,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.906824,Gloucestershire Constabulary,On or near Quebec Drive
01ee93f80f24f5922dc9cc0e31c75a9925fff653e3f5868150837c4b60d5e3b8,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.898857,Gloucestershire Constabulary,On or near Grimwade Close
8cc3c3e36a0a4460b53b8f653730ff9977f92d7bf1b55aa396a4bdd2c18a1fb9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.838188,Gloucestershire Constabulary,On or near Arlingham Road
26233dcc4bf9d928d02ddfe564035efa3d8a4dbe50f74e5635b4ada9a7c675df,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.857538,Gloucestershire Constabulary,On or near St James Street
92c977133029cd3b1a1287357851a3b1848b609cc54c57478430a322749a0c49,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.717199,Gloucestershire Constabulary,On or near The Waterloo
9127aafb5715db0904326862f4e8013cf98a4b326f28d73fa26ee9643b01d2e2,2023-05,Gloucestershire Constabulary,Action to be taken by another organisation,51.847429,Gloucestershire Constabulary,On or near Nightjar Road
41266496e55203d381fa0be7f0405c3aa3b3fc9d76eee52e4bdb0a8457474d2e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.86342,Gloucestershire Constabulary,On or near
ca30355e4f8a3a8c7eb3ee5cc701e7a60e11dd4104b5261d385dd134b7efd214,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.847429,Gloucestershire Constabulary,On or near Nightjar Road
afeb1526ed4b1bc09a0198736b59700d5595778bc90b21d5f7bc9ae51dd9fa6b,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.811317,Gloucestershire Constabulary,On or near Stank Lane
406d7270dcf5ab14a33a67b7ac8672b24ef2f07a9ddd0e88e9bda1526da635fc,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.851505,Gloucestershire Constabulary,On or near Sydenham Terrace
a93db5f1663fc687ac98d07159828ec149f2a4bb0c81b554723cd4bd6b4e28b3,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.87601,Gloucestershire Constabulary,On or near Bradley Close
eee9972fa16b70cda959f8021d969000541777e583124378c69eb7551f88fdc3,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.851828,Gloucestershire Constabulary,On or near Tarrington Road
e98f435fe3f076340d10491be894bab84b67d806d76b98ac39fd8e1b2698af49,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.895752,Gloucestershire Constabulary,On or near Mitre Street
eb16cf29bb912063e311f049f2b3d64263f24cd6d6b65a713c7e489e328239b7,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.792805,Gloucestershire Constabulary,On or near Phoenix Court
69377913bfb089983148058b440b8c3c02b8a26fe01c2a57f6ff41950c97b08f,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.847429,Gloucestershire Constabulary,On or near Nightjar Road
6fafc8ac3a9dc6b7cdca2bdf2e0ac12bedc31a871e4ae8e15163b10cd5933c76,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.867347,Gloucestershire Constabulary,On or near Lower Quay Street
a5014964fc984b24e68daab721a6299239647ca82267281117880ade939feca4,2023-05,Gloucestershire Constabulary,Action to be taken by another organisation,51.847429,Gloucestershire Constabulary,On or near Nightjar Road
7be98060fcb0c20b8a741a2674ddaef911ea7d64bd6b1624233ff87e6c778c60,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.853635,Gloucestershire Constabulary,On or near Boughton Way
88aeaf72b49c25398d05354660602ccd8fbee4f8e74ab6e98ff990f3d27b4606,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.853635,Gloucestershire Constabulary,On or near Boughton Way
548eda191e7265e71c986d2615434c75244acf918afb562aba6b7242a374e9ac,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.992945,Gloucestershire Constabulary,On or near
51625826d49d02c20971f3b4aa3e3f4ba05ae2bda2d18fadc8ffb9db438bfc55,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.857605,Gloucestershire Constabulary,On or near Eastbrook Road
5eb91d088ef076f5aa830f0370e47be1c7a681145c479f507d3c21b950814da1,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901412,Gloucestershire Constabulary,On or near Goldsmith Close
9acb0c93309bcdd24e2c4930330e60dc50fb87ecf9a3c9b39cfe92e188ab0ef9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.863377,Gloucestershire Constabulary,On or near Kimbrose Way
8d571bb9e170ce4273e48673752250ae7cd606bbefc359ba3d9eed3e9ee80268,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.860521,Gloucestershire Constabulary,On or near Kevin Close
48018eaac2c89ef831a4834d7db7a0a116b88f1b2abaca399cdf2d49f087f1fa,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.840338,Gloucestershire Constabulary,On or near Cannon Corner
5266ccf457789f619fda278098a80c9555745da2f53fa450cf8294388608d2fb,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.780971,Gloucestershire Constabulary,On or near Tufthorn Road
e20e02efe514802e72d807ff739498364669352220e46575f08bd5624f31af50,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.953284,Gloucestershire Constabulary,On or near High Street
545c93b4600c50ab9ed440650580f11fccb97d38a6d69696d73cdda040c9ce5b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,On or near
ad811186c3ca8f292b1b3a81601ce3c36218c2fa7484656703e1b948bee40786,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,On or near
0782c6e0a76dd7441944a75c210bcd01596c2612f7bebc700688ced191646f52,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.750826,Gloucestershire Constabulary,On or near GROVE PARK ROAD
a3239cacda707eb487dddbfab78aa49c9a86371f45f68473e026bde7a9f57d88,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.914403,Gloucestershire Constabulary,On or near Riverview Way
bea981080bf6a7203996ae7eb00de9098a89eeb6c3878d7237c9605441729183,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.874106,Gloucestershire Constabulary,On or near
4cec97fa49e52b0aab53806ed3195f1da28c90091d6a9f65e0420b4447d50e81,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
b063d9d3f4221134d6633e3b249e701fd6451950d2d7263eea25f5f87af75d95,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.810314,Gloucestershire Constabulary,On or near Stank Lane
3e2e0657902439af09f2a792d50164f1a487c81efb881fb23e7ae99581396643,2023-05,Gloucestershire Constabulary,Suspect charged as part of another case,51.902645,Gloucestershire Constabulary,On or near
16aedba922165d8c1b0801374bfb0c7b0fa2600a1163a07d3e571e9b4df333cc,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865989,Gloucestershire Constabulary,On or near Pillowell Drive
6477e1d06237f4b1a45a3be69153dd469c7c928772d206f5054536cec4aa8ed3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.905256,Gloucestershire Constabulary,On or near Stoneville Street
ac5d1e2f284e7d455ad56cb86be04e5fad051e1dbf784cfe046de2fe8476b1ed,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.863077,Gloucestershire Constabulary,On or near
1ba26eadae75b5e99256a762ee4242dbfaa478cae8639ceccdccaa3350df110b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.746377,Gloucestershire Constabulary,On or near BATH STREET
5f1bdce8f7f645ba7ea67005231f1d9f91d418c1afa76b23945b1542c40a1142,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.820493,Gloucestershire Constabulary,On or near Dishforth Drive
600be4c79236e50ac77fd43dd138801bb4c3939294c35a495a3a63da7e9c2716,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.683127,Gloucestershire Constabulary,On or near Hampton Hill
2a0a61e8310b6ac54514db8fb10219f8de3268531c2a2ae09e6b97276aca740e,2023-05,Gloucestershire Constabulary,Local resolution,51.742621,Gloucestershire Constabulary,On or near Horns Road
637a89e8e008b9213a622dd1416f60a998771b302a96ccb79547f4c30a037eaa,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.742621,Gloucestershire Constabulary,On or near Horns Road
623061ab20fed5e1bdccf66a3ac532e622b09e839b4ad1f6cd6deb3eaa7d139b,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.884367,Gloucestershire Constabulary,On or near Barrel Lane
67416bb042d8a5a842eae55d52c28cbdd3db037762115afe677eaf2ad074c372,2023-05,Gloucestershire Constabulary,Local resolution,51.864813,Gloucestershire Constabulary,No location
6ec647a6006563292ff7d64d2aa26b72cba7108406ac7a7b8fd4089293696941,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.904549,Gloucestershire Constabulary,On or near Pittville Circus
14d74a50048a7277c693f0e88d33e75ce771dc7a3520fa1a6f76dbf01c55c965,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.846821,Gloucestershire Constabulary,On or near KITCHENER AVENUE
4cc7856bffe63c4bd1c7bccbfa7d8b6eefc6631c17aeedbf5a7d95b8d84f471d,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.859571,Gloucestershire Constabulary,On or near Jersey Road
774f98621109e290c012438667f877137e6fe5832de9ae4063e6e1c00c2c7790,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.681768,Gloucestershire Constabulary,On or near Old Hill
30320c13b4db68650cf789f4093169103df3e255675c7d8ff627978730ec2a01,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.859701,Gloucestershire Constabulary,On or near PEMBROKE STREET
ad9894153be3d46f29673c8a5cf4bec1c00ec16c1a9649767288e663095e86a2,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.851354,Gloucestershire Constabulary,On or near Nelson Street
8257605655d665b69af53e93e0ccb1a03619360f6d6a4b8d5cfe124f104dae21,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.860823,Gloucestershire Constabulary,On or near
4214c95c9a674ec3ef8aa70ee1c1d6d938086268cb72d17fd2a4c35d2c437713,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.749579,Gloucestershire Constabulary,On or near Duderstadt Close
92fc624d98c9ef9d6b638ff79fe74cb86cf180ef732d27b78b787b38ee26f763,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.860801,Gloucestershire Constabulary,On or near Queens Close
5e6c7fddf38cd9c66a9cb56133d9f29ba745fefd50eff2b615c564a2567cfd83,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.860801,Gloucestershire Constabulary,On or near Queens Close
1dc912530327dd7ad4a52391d3b8c5c7c0e951286fe4eb4daf4b4a296de71a5d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.860801,Gloucestershire Constabulary,On or near Queens Close
93b762e55726ce24bf9a0e22e5ff48ad005a66853e0b03731a460ca76cc6dc4a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.840258,Gloucestershire Constabulary,On or near Tumper View
1f436df7010e98e903c6a58679c9bcfea2b93b91bf0e01bc54db97d60d192544,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
8b1c6e375caca5a8917a5bc0289b574ab513d5a74c8abafffc78af9999ce60c4,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.880275,Gloucestershire Constabulary,On or near Plock Court
e702d371252fd54ded2bc61c10adb56208e19d4c52418749408c43ecb7f8f26d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.871241,Gloucestershire Constabulary,On or near Willowleaze
0dcf34f832a3f9e4355f4cefb670833ad7e823bbd148cd4a1420ae95438a477b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.71099,Gloucestershire Constabulary,On or near Fox Meadow
d86b443661d23bb80c2c289f754f4fe9d055991d37eb8b0b48686a010400de76,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.71099,Gloucestershire Constabulary,On or near Fox Meadow
dc5d75a64f8ebc22e8e94bdb58111aafae8c4280a41ad8f9a75fccef821aef1d,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.892875,Gloucestershire Constabulary,On or near Church Road
8d71f16ed40b9baa817e3e199e60d8290194ec6dd9c15af7baf0b5d340bb9514,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.995022,Gloucestershire Constabulary,On or near
e1bf09cd736eff5b9b926c2202495a047a35efc02ee9a1b69c840616c20e8344,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.831835,Gloucestershire Constabulary,On or near
1a8ff881779b5292ba37879eef823ab519e22da6c5586c9a9492ff39d2928491,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.831835,Gloucestershire Constabulary,On or near
71f2ebfc7b25001b671fadbae8e684fec988df2bf08d993b4bfeec0af7710e58,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.74439,Gloucestershire Constabulary,On or near Hill Top Close
bf39ed3792f1d807cdb8428e0e2a289354d609d9672e377d8d3244c2f3cec119,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,52.026319,Gloucestershire Constabulary,On or near
357229f830f73662201f72a9b33731ea7c2a77b9cbb011403685d792e444426a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.852112,Gloucestershire Constabulary,On or near Maldon Gardens
c2cf46609553cd6dd13112936b06b338df3a57cebac0fbdf7029e50196367ed2,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
b3b76d54e0e9471db742eafc7b02ddca4d6f9f5c755ab8bf11e10e08de703aae,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.985026,Gloucestershire Constabulary,On or near Millennium Close
586b00c548ac1b11be03efaf8427df1a12057667107619f3cac0e9906d1ca09c,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.994469,Gloucestershire Constabulary,On or near Smith's Lane
2a809fc73fabae0628bf48b8ef7e6da4b54d9cc715e079a61364c9c1bbaa7f17,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.695004,Gloucestershire Constabulary,On or near Orchard Mead
566561b8ad9029f5f92b1a70d59abd2994eef9cd53aeb70df3f3f1f1a9bbd429,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.749001,Gloucestershire Constabulary,On or near Bramble Lane
0def76a59d62a1f32c196869aa6870e3dbed64c1cb3a422e11a144424ccf4a8f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.894683,Gloucestershire Constabulary,On or near Granley Drive
0d58ee972c6b481ba3f3955137adf673a49943205afeb39409550f2ac90b89c8,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.997592,Gloucestershire Constabulary,On or near
ae480f4e6fcd3bf3f7ad9204f460e1e593bbc0c490ba7e5da4a921a81ecdc3e5,2023-05,Gloucestershire Constabulary,Local resolution,51.751425,Gloucestershire Constabulary,On or near Ryelands Close
25ad4af722e36fc5f7394b5f4dc98f3b149484085bdfe08d13dd1f49d2689952,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.708854,Gloucestershire Constabulary,On or near School Lane
4b61d70d05da09a5ef38daca14b6baa32c253efc3eb31ea2f576dfd3fc3e43c3,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.855516,Gloucestershire Constabulary,On or near Furlong Road
dae76e44218d0e7ccb162991502d42acf96d1c8f180f4f453cdb7cad5471681b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.855516,Gloucestershire Constabulary,On or near Furlong Road
f8021a25628ca8689b9b5960c020f478adb251973d6563f0a6b12c9cd1a5222f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
7f139d368cded3b27716ddd44f4589803c4d1ae8ff1a7e1f60989c05fcfb9aa7,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.672895,Gloucestershire Constabulary,On or near Washpool Lane
59c5c3da77399578b982bd5ef66c1047366e57444a41205dbae7d2e0debcbe6b,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
06982779d7988361f5c9136398dfed3f8634c0db02a4bd7afa09d01d2afe9fbd,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.739607,Gloucestershire Constabulary,On or near
33a138cceedd314f4a7b9203797f5ae718cd52a9c4e32553af494ac246a606db,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.864813,Gloucestershire Constabulary,No location
d74dc47c58f78a82229293f62f2f09204f167dba6d801be201d9f2e287e58e10,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.913844,Gloucestershire Constabulary,On or near Gravney Court
