reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
698107.0,2020/05/21 04:00:00+00,GOODWILL,12616 TAYLORSVILLE RD,40299.0,2020/05/26 04:00:00+00,4,SURVEY,1.0
699365.0,2020/06/15 04:00:00+00,TACO BELL,9102 TAYLORSVILLE RD,40299.0,2020/06/16 04:00:00+00,4,SURVEY,2.0
700769.0,2020/07/04 04:00:00+00,BREWSKEES,5507 VALLEY STATION RD,40272.0,2020/11/06 05:00:00+00,4,SURVEY,3.0
700971.0,2020/07/11 04:00:00+00,FRANKFORT AVENUE BEER DEPOT,3204 FRANKFORT AVE,40206.0,2020/07/11 04:00:00+00,4,SURVEY,4.0
702689.0,2020/07/25 04:00:00+00,GREAT FLOOD BREWING COMPANY,12717 SHELBYVILLE RD,40243.0,2020/07/25 04:00:00+00,4,SURVEY,5.0
704623.0,2020/09/01 04:00:00+00,PENN STATION,2407A BROWNSBORO RD,40207.0,2020/09/16 04:00:00+00,4,SURVEY,6.0
708932.0,2020/11/03 05:00:00+00,U OF L CATERING SERVICES (SAC),2100 S FLOYD ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,7.0
708933.0,2020/11/03 05:00:00+00,4TH & CARDINAL FOOD MART,1927 S 4TH ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,8.0
708934.0,2020/11/03 05:00:00+00,INSOMNIA COOKIES,1913 S 4TH ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,9.0
708936.0,2020/11/03 05:00:00+00,MAIRA MEDITERRANEAN GRILL,1907 S 4TH ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,10.0
708937.0,2020/11/03 05:00:00+00,QDOBA #2713,1832 S 3RD ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,11.0
708938.0,2020/11/03 05:00:00+00,MT FUJI,309 W CARDINAL BLVD,40208.0,2020/11/03 05:00:00+00,4,SURVEY,12.0
708939.0,2020/11/03 05:00:00+00,NOODLES & COMPANY,319 W CARDINAL BLVD,40208.0,2020/11/03 05:00:00+00,4,SURVEY,13.0
708941.0,2020/11/03 05:00:00+00,COMFY COW,339 W CARDINAL BLVD,40208.0,2020/11/03 05:00:00+00,4,SURVEY,14.0
708942.0,2020/11/03 05:00:00+00,JIMMY JOHN'S,341 W CARDINAL BLVD,40208.0,2020/11/03 05:00:00+00,4,SURVEY,15.0
708943.0,2020/11/03 05:00:00+00,ZAM ZAM COFFEE,1808 BERRY BLVD,40215.0,2020/11/03 05:00:00+00,4,SURVEY,16.0
708947.0,2020/11/03 05:00:00+00,ANGILO'S PIZZA,1725 BERRY BLVD,40215.0,2020/11/03 05:00:00+00,4,SURVEY,17.0
708948.0,2020/11/03 05:00:00+00,C&L DON'T NEED NO SAUCE BBQ,2511 S 7TH ST,40208.0,2020/11/03 05:00:00+00,4,SURVEY,18.0
709085.0,2020/11/03 05:00:00+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/11/03 05:00:00+00,4,SURVEY,19.0
709252.0,2020/11/03 05:00:00+00,CIRCLE K #4703232,13401 DIXIE HWY,40272.0,2020/11/03 05:00:00+00,4,SURVEY,20.0
709254.0,2020/11/03 05:00:00+00,MCDONALD'S #6891,10411 DIXIE HWY,40272.0,2020/11/03 05:00:00+00,4,SURVEY,21.0
709255.0,2020/11/03 05:00:00+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/11/03 05:00:00+00,4,SURVEY,22.0
709256.0,2020/11/03 05:00:00+00,MCDONALD'S #35,6701 DIXIE HWY,40258.0,2020/11/04 05:00:00+00,4,SURVEY,23.0
708954.0,2020/11/04 05:00:00+00,D NALLEY'S,970 S 3RD ST,40203.0,2020/11/04 05:00:00+00,4,SURVEY,24.0
709258.0,2020/11/04 05:00:00+00,MG'S PRIMETIME CAFE,7017 GLOBAL DR,40258.0,2020/11/04 05:00:00+00,4,SURVEY,25.0
709259.0,2020/11/04 05:00:00+00,KHALIL'S,10966 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,26.0
709274.0,2020/11/04 05:00:00+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2020/11/04 05:00:00+00,4,SURVEY,27.0
709972.0,2020/11/04 05:00:00+00,HILTON GARDEN INN,9850 PARK PLAZA AVE,40241.0,2020/11/04 05:00:00+00,4,SURVEY,28.0
709993.0,2020/11/04 05:00:00+00,ALOFT LOUISVILLE EAST,10700 WESTPORT RD,40241.0,2020/11/04 05:00:00+00,4,SURVEY,29.0
709998.0,2020/11/04 05:00:00+00,WALGREENS #6171,5900 TIMBER RIDGE DR,40059.0,2020/11/04 05:00:00+00,4,SURVEY,30.0
709999.0,2020/11/04 05:00:00+00,DOLLAR TREE #2410,9206 WESTPORT RD,40242.0,2020/11/04 05:00:00+00,4,SURVEY,31.0
708965.0,2020/11/05 05:00:00+00,ACE'S SLUSHIE WORLD,1821 W BROADWAY,40203.0,2020/11/05 05:00:00+00,4,SURVEY,32.0
708968.0,2020/11/05 05:00:00+00,SAM'S FAST FOOD 2,1785 W OAK ST,40210.0,2020/11/05 05:00:00+00,4,SURVEY,33.0
708971.0,2020/11/05 05:00:00+00,SAFIER MEDITERRANEAN DELI,641 S 4TH ST,40202.0,2020/11/05 05:00:00+00,4,SURVEY,34.0
708972.0,2020/11/05 05:00:00+00,SICILIAN PIZZA & PASTA,627 S 4TH ST,40202.0,2020/11/05 05:00:00+00,4,SURVEY,35.0
708973.0,2020/11/05 05:00:00+00,BRIAN'S DELI/SUYONG KIM,531 S 4TH ST,40202.0,2020/11/05 05:00:00+00,4,SURVEY,36.0
708974.0,2020/11/05 05:00:00+00,WORLD FOOD MARKET,737 S 8TH ST,40203.0,2020/11/05 05:00:00+00,4,SURVEY,37.0
708975.0,2020/11/05 05:00:00+00,TIM PAGE BBQ,2922 TAYLOR BLVD,40208.0,2020/11/05 05:00:00+00,4,SURVEY,38.0
