reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714953.0,2021/01/11 05:00:00+00,ALDI #39,4305 BARDSTOWN RD,40218.0,2021/01/11 05:00:00+00,4,SURVEY,2987.0
714954.0,2021/01/11 05:00:00+00,CIRCLE K #4703237,4700 BARDSTOWN RD,40218.0,2021/01/11 05:00:00+00,4,SURVEY,2988.0
714955.0,2021/01/11 05:00:00+00,EL RINCONCITO,4806 BARDSTOWN RD,40291.0,2021/01/11 05:00:00+00,4,SURVEY,2989.0
714956.0,2021/01/11 05:00:00+00,KROGER L-360,6900 BARDSTOWN RD,40291.0,2021/01/11 05:00:00+00,4,SURVEY,2990.0
715186.0,2021/01/11 05:00:00+00,MCDONALD'S,2961 BRECKENRIDGE LN,40220.0,2021/01/11 05:00:00+00,4,SURVEY,2991.0
715187.0,2021/01/11 05:00:00+00,HOME RUN BURGER,2723 S HURSTBOURNE PKWY,40299.0,2021/01/11 05:00:00+00,4,SURVEY,2992.0
715245.0,2021/01/11 05:00:00+00,WAFFLE HOUSE #221,4150 CANE RUN RD,40216.0,2021/01/11 05:00:00+00,4,SURVEY,2993.0
715254.0,2021/01/11 05:00:00+00,HUNTERS MARKET,6303 LOWER HUNTERS TRACE,40258.0,2021/01/11 05:00:00+00,4,SURVEY,2994.0
715255.0,2021/01/11 05:00:00+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2021/01/11 05:00:00+00,4,SURVEY,2995.0
715029.0,2021/01/12 05:00:00+00,KING DONUTS,5520 NEW CUT RD,40214.0,2021/01/12 05:00:00+00,4,SURVEY,2996.0
715030.0,2021/01/12 05:00:00+00,LITTLE CAESARS,5524 NEW CUT RD,40214.0,2021/01/12 05:00:00+00,4,SURVEY,2997.0
715031.0,2021/01/12 05:00:00+00,TAYLOR BLVD VALERO,3039 TAYLOR BLVD,40208.0,2021/01/12 05:00:00+00,4,SURVEY,2998.0
715032.0,2021/01/12 05:00:00+00,MACY'S,7900 SHELBYVILLE RD,40222.0,2021/01/12 05:00:00+00,4,SURVEY,2999.0
715089.0,2021/01/12 05:00:00+00,MCDONALD'S #7359,4940 BROWNSBORO RD,40222.0,2021/01/12 05:00:00+00,4,SURVEY,3000.0
715092.0,2021/01/12 05:00:00+00,SHELL SELECT #1,4950 BROWNSBORO RD,40222.0,2021/01/12 05:00:00+00,4,SURVEY,3001.0
715093.0,2021/01/12 05:00:00+00,DAIRY QUEEN,4902 BROWNSBORO RD,40222.0,2021/01/12 05:00:00+00,4,SURVEY,3002.0
